,Fungi,Viridiplantae,Unclassified,Rhizaria,Choanoflagellozoa,Amoebozoa,Metazoa,Ichthyosporia
SL1538,89.97467386629712,0.0,10.025326133702873,0.0,0.0,0.0,0.0,0.0
SL1539,96.26500157534443,0.0,3.7349984246555725,0.0,0.0,0.0,0.0,0.0
SL1540,11.206896551724139,0.0,88.79310344827586,0.0,0.0,0.0,0.0,0.0
SL1541,95.64977636174254,1.9953842697547128,2.354839368502747,0.0,0.0,0.0,0.0,0.0
SL1542,94.49332770544498,1.6007013214714763,3.9059709730835417,0.0,0.0,0.0,0.0,0.0
SL1543,97.48107133119403,0.0,2.518928668805973,0.0,0.0,0.0,0.0,0.0
SL1544,96.5833784585235,0.4873520538407983,2.9292694876356977,0.0,0.0,0.0,0.0,0.0
SL1545,95.38423339540658,0.0223463687150838,4.439478584729981,0.15394165114835506,0.0,0.0,0.0,0.0
SL1546,94.2814019788697,0.0,5.604561462351166,0.11403655877913801,0.0,0.0,0.0,0.0
SL1547,92.56387057860498,0.0,7.436129421395028,0.0,0.0,0.0,0.0,0.0
SL1548,21.30251444635327,1.0620021864750897,77.61986568795876,0.015617679212868968,0.0,0.0,0.0,0.0
SL1549,85.03517587939699,9.55108877721943,5.413735343383585,0.0,0.0,0.0,0.0,0.0
SL1550,94.12627333909445,0.0,5.873726660905544,0.0,0.0,0.0,0.0,0.0
SL1551,96.57577468531004,0.0,3.4242253146899597,0.0,0.0,0.0,0.0,0.0
SL1552,91.54929577464789,0.0,8.450704225352112,0.0,0.0,0.0,0.0,0.0
SL1553,89.73805855161787,0.0,10.261941448382126,0.0,0.0,0.0,0.0,0.0
SL1554,86.72909267032612,1.6063932838230546,11.44656118824669,0.21795285760413302,0.0,0.0,0.0,0.0
SL1555,95.41473641497312,0.0,4.585263585026882,0.0,0.0,0.0,0.0,0.0
SL1556,54.1455938697318,0.0,45.83141762452107,0.01532567049808429,0.0,0.0,0.007662835249042145,0.0
SL1557,92.99568965517241,0.0051313628899835794,6.814449917898194,0.18472906403940886,0.0,0.0,0.0,0.0
SL1558,94.17718778332589,1.9797290897035142,3.843083126970595,0.0,0.0,0.0,0.0,0.0
SL1559,89.99385227904799,5.76714775022688,4.238999970725138,0.0,0.0,0.0,0.0,0.0
SL1560,98.30773818398688,0.0,1.6922618160131206,0.0,0.0,0.0,0.0,0.0
SL1561,92.93316304810558,0.0,6.436007585432873,0.6308293664615504,0.0,0.0,0.0,0.0
SL1562,82.50467530792545,7.1516089507964145,10.343715741278132,0.0,0.0,0.0,0.0,0.0
SL1563,91.08401387179774,2.8414811500167803,6.068911511354738,0.005593466830741693,0.0,0.0,0.0,0.0
SL1564,86.92620569436374,0.05810575246949448,13.015688553166763,0.0,0.0,0.0,0.0,0.0
SL1565,94.43512809267047,0.0,5.5468125177369005,0.01805938959263177,0.0,0.0,0.0,0.0
SL1566,96.61117938405393,0.0,3.1765538301120917,0.21226678583398503,0.0,0.0,0.0,0.0
SL1567,94.37622717814963,1.1634381502212583,4.460334671629107,0.0,0.0,0.0,0.0,0.0
SL1568,90.2673965680598,4.54609257114784,5.186510860792364,0.0,0.0,0.0,0.0,0.0
SL1569,92.8884209518796,0.0,5.730898997391783,1.3806800507286259,0.0,0.0,0.0,0.0
SL1570,91.3179612657073,0.0,8.682038734292705,0.0,0.0,0.0,0.0,0.0
SL1571,94.37254540182926,1.0437808060307336,4.578402171907536,0.005271620232478453,0.0,0.0,0.0,0.0
SL1572,71.49059334298119,0.0,28.509406657018815,0.0,0.0,0.0,0.0,0.0
SL1573,96.2858288616877,0.0,3.7141711383122957,0.0,0.0,0.0,0.0,0.0
SL1574,4.926423544465771,0.0,95.07357645553422,0.0,0.0,0.0,0.0,0.0
SL1575,98.15284232267756,0.0,1.847157677322443,0.0,0.0,0.0,0.0,0.0
SL1576,93.74910905203136,2.767878355904015,3.4830125920646235,0.0,0.0,0.0,0.0,0.0
SL1577,95.38555478018144,0.732728541521284,3.715980460572226,0.16573621772505234,0.0,0.0,0.0,0.0
SL1578,94.87666034155598,0.4248824354426202,4.677831862057586,0.020625360943816517,0.0,0.0,0.0,0.0
SL1579,95.94801862851725,0.6804428455896706,3.3603837251457094,0.01115480074737165,0.0,0.0,0.0,0.0
SL1580,91.73400761169907,0.0,8.260778895782284,0.005213492518638236,0.0,0.0,0.0,0.0
SL1581,95.14253471370394,0.7212599970560817,4.136205289239978,0.0,0.0,0.0,0.0,0.0
SL1582,83.01180408738549,11.257928118393234,5.703840732910501,0.026427061310782242,0.0,0.0,0.0,0.0
SL1583,88.62534948741845,2.814538676607642,8.560111835973904,0.0,0.0,0.0,0.0,0.0
SL1584,92.90495924222415,0.318775900541919,6.776264857233936,0.0,0.0,0.0,0.0,0.0
SL1585,95.40490251597767,0.09707952431033087,4.150149664266645,0.3478682954453523,0.0,0.0,0.0,0.0
SL1586,90.63818280151433,2.6446727961060033,6.717144402379665,0.0,0.0,0.0,0.0,0.0
SL1587,84.2377999020728,0.0,15.762200097927208,0.0,0.0,0.0,0.0,0.0
SL1588,10.294836292555791,0.0,89.68887440951295,0.01628929793125916,0.0,0.0,0.0,0.0
SL1589,95.05591524426133,1.9330256187850439,3.007961339487624,0.0,0.0,0.0,0.003097797466001673,0.0
SL1590,96.35983846260966,0.0,3.6401615373903358,0.0,0.0,0.0,0.0,0.0
SL1591,62.75100401606426,28.45227062094532,8.796725362990424,0.0,0.0,0.0,0.0,0.0
SL1592,94.58578470345047,0.003975194784544443,5.410240101764987,0.0,0.0,0.0,0.0,0.0
SL1593,91.69877408056043,0.10897061685152754,6.795096322241681,1.3971589803463709,0.0,0.0,0.0,0.0
SL1594,85.88259429676738,0.0,14.117405703232613,0.0,0.0,0.0,0.0,0.0
SL1595,95.3356764162745,2.2021008319930107,2.4622227517324915,0.0,0.0,0.0,0.0,0.0
SL1596,65.68130204390613,4.220287660862983,29.451173353520062,0.6472369417108251,0.0,0.0,0.0,0.0
SL1597,84.26108619830593,9.945191828599901,5.79372197309417,0.0,0.0,0.0,0.0,0.0
SL1598,84.9817221770918,13.156647711887354,1.8616301110208502,0.0,0.0,0.0,0.0,0.0
SL1599,94.91081719967961,0.7150252993924239,4.37415750092797,0.0,0.0,0.0,0.0,0.0
SL1600,68.96936203218925,18.07252278456467,12.958115183246074,0.0,0.0,0.0,0.0,0.0
SL1601,92.86846799233666,3.3196802536830283,3.811851753980313,0.0,0.0,0.0,0.0,0.0
SL1602,94.67760714087709,3.0077063813272717,2.281421522426124,0.03326495536951821,0.0,0.0,0.0,0.0
SL1603,73.38506065644437,24.394975060040643,2.2199642835149946,0.0,0.0,0.0,0.0,0.0
SL1604,54.929577464788736,1.408450704225352,40.84507042253521,2.816901408450704,0.0,0.0,0.0,0.0
SL1605,92.84178610804851,3.7127894156560086,3.434399117971334,0.008269018743109152,0.0,0.0,0.0027563395810363835,0.0
SL1606,89.61548824140718,8.754474423617259,1.630037334975559,0.0,0.0,0.0,0.0,0.0
SL1607,70.78324825731379,26.809923706021188,2.40682803666502,0.0,0.0,0.0,0.0,0.0
SL1608,97.69716587794451,0.43277096564220746,1.8700631564132786,0.0,0.0,0.0,0.0,0.0
SL1609,64.08299906505414,34.29743342280665,1.6195675121392163,0.0,0.0,0.0,0.0,0.0
SL1610,99.79832096125575,0.0,0.20167903874424425,0.0,0.0,0.0,0.0,0.0
SL1611,12.589806281737822,85.52943389129209,1.5760767350009404,0.30468309196915555,0.0,0.0,0.0,0.0
SL1612,98.07375117813383,0.15708451146716934,1.7691643103989947,0.0,0.0,0.0,0.0,0.0
SL1613,93.06705428806168,5.32558090543302,1.6073648065052981,0.0,0.0,0.0,0.0,0.0
SL1614,99.08968609865471,0.0,0.9103139013452914,0.0,0.0,0.0,0.0,0.0
SL1615,94.06569030947672,3.3272756427387886,2.607034047784489,0.0,0.0,0.0,0.0,0.0
SL1616,65.64010888554829,27.899890301872993,6.460000812578719,0.0,0.0,0.0,0.0,0.0
SL1617,98.41096943679118,0.0,1.5890305632088166,0.0,0.0,0.0,0.0,0.0
SL1618,85.78408273604326,13.434686639716277,0.7812306242404702,0.0,0.0,0.0,0.0,0.0
SL1619,96.04194319086807,2.1449429254048313,1.8131138837271037,0.0,0.0,0.0,0.0,0.0
SL1620,83.28735850851326,0.0,16.712641491486732,0.0,0.0,0.0,0.0,0.0
SL1621,97.44338933528122,0.0,2.556610664718773,0.0,0.0,0.0,0.0,0.0
SL1622,96.11623537449825,1.515927918695021,2.36783670680673,0.0,0.0,0.0,0.0,0.0
SL1623,97.92596611507065,0.0,2.074033884929345,0.0,0.0,0.0,0.0,0.0
SL1624,97.11152504132015,1.957131988351654,0.9313429703282,0.0,0.0,0.0,0.0,0.0
SL1625,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
SL1626,94.24340425531915,1.804255319148936,3.952340425531915,0.0,0.0,0.0,0.0,0.0
SL1627,90.5023529130736,7.3406110407758645,1.127487279936937,1.0295487662136016,0.0,0.0,0.0,0.0
SL1628,87.58029978586724,0.5139186295503212,11.90578158458244,0.0,0.0,0.0,0.0,0.0
SL1629,95.22815325010762,1.34739560912613,3.4244511407662506,0.0,0.0,0.0,0.0,0.0
SL1630,94.65417580227228,1.5746462029101056,3.7671915487343033,0.003986446083316724,0.0,0.0,0.0,0.0
SL1631,92.25774225774225,4.991674991674992,2.450882450882451,0.2997002997002997,0.0,0.0,0.0,0.0
SL1632,95.82072829131653,0.0,4.179271708683474,0.0,0.0,0.0,0.0,0.0
SL1633,91.83420365535248,1.866840731070496,6.298955613577023,0.0,0.0,0.0,0.0,0.0
SL1634,77.29173928197979,13.57615894039735,9.132101777622864,0.0,0.0,0.0,0.0,0.0
SL1635,90.12807506974384,3.6900836926198326,5.249809789500381,0.9320314481359371,0.0,0.0,0.0,0.0
SL1636,93.85843877521064,2.6715204180489094,3.4700408067404513,0.0,0.0,0.0,0.0,0.0
SL1637,91.95356285028022,0.49639711769415534,7.5500400320256205,0.0,0.0,0.0,0.0,0.0
SL1638,84.89224816664417,0.4094119764250686,11.661492779052503,2.982858685382643,0.0,0.05398839249561344,0.0,0.0
SL1639,85.1692322176717,9.984465470978675,4.846302311349621,0.0,0.0,0.0,0.0,0.0
SL1640,96.72017713811238,0.0,2.8738813543684842,0.4059415075191438,0.0,0.0,0.0,0.0
SL1641,90.01245330012453,0.0,9.987546699875468,0.0,0.0,0.0,0.0,0.0
SL1642,93.09994926433282,1.1973617453069507,5.702688990360223,0.0,0.0,0.0,0.0,0.0
SL1643,91.60409857786415,2.831021994523452,5.564879427612402,0.0,0.0,0.0,0.0,0.0
SL1644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SL1645,94.1600867788401,2.025680482328902,3.8142327388310084,0.0,0.0,0.0,0.0,0.0
SL1646,96.1190533882562,0.5451902108068815,3.275179710847266,0.0605766900896535,0.0,0.0,0.0,0.0
SL1647,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
SL1648,97.52189949285385,0.39188566159520516,2.0862148455509453,0.0,0.0,0.0,0.0,0.0
SL1649,95.22784004698742,2.0997503793255348,2.672409573687044,0.0,0.0,0.0,0.0,0.0
SL1650,91.75860830297121,5.89623851798635,2.3451531790424385,0.0,0.0,0.0,0.0,0.0
SL1651,96.15501365981989,0.0,2.2024351580154473,1.64255118216466,0.0,0.0,0.0,0.0
SL1652,97.86017433734021,0.030496327733868712,2.1093293349259192,0.0,0.0,0.0,0.0,0.0
SL1653,95.86897179253867,1.3521383075523203,2.778889899909008,0.0,0.0,0.0,0.0,0.0
SL1654,96.0503118174881,1.2314817251269636,2.7076809725547983,0.0,0.010525484830144989,0.0,0.0,0.0
SL1655,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,98.81989832970226,0.0030259017187121763,1.1770757685790365,0.0,0.0,0.0,0.0,0.0
SL1657,97.2993323628332,1.1018523166507705,1.5988153205160383,0.0,0.0,0.0,0.0,0.0
SL1658,98.9826041117554,0.0,1.0173958882445968,0.0,0.0,0.0,0.0,0.0
SL1659,47.17684538737884,46.69897647936013,4.822747915678167,1.0370772046363452,0.0,0.0,0.26435301294651936,0.0
SL1660,86.98015267175573,0.0,12.830534351145038,0.18931297709923664,0.0,0.0,0.0,0.0
SL1661,98.07081189009814,0.0,1.9291881099018533,0.0,0.0,0.0,0.0,0.0
SL1662,94.95709570957095,3.9405940594059405,1.1023102310231023,0.0,0.0,0.0,0.0,0.0
SL1663,97.999472001408,0.3079991786688569,1.692528819923147,0.0,0.0,0.0,0.0,0.0
SL1664,60.749145924841386,4.465592972181552,34.78526110297706,0.0,0.0,0.0,0.0,0.0
SL1665,97.2732079462195,1.6844172520583125,1.0423748017221846,0.0,0.0,0.0,0.0,0.0
SL1666,98.07377886777029,0.0,1.926221132229716,0.0,0.0,0.0,0.0,0.0
SL1667,95.26607239330092,0.2025931928687196,4.531334413830362,0.0,0.0,0.0,0.0,0.0
SL1668,90.99744666831398,5.889135985503665,3.113417346182357,0.0,0.0,0.0,0.0,0.0
SL1669,96.61782527266718,1.8376115456648672,1.544563181667952,0.0,0.0,0.0,0.0,0.0
SL1670,88.17573516464167,9.359042084874098,2.4652227504842403,0.0,0.0,0.0,0.0,0.0
SL1671,96.92069671108449,1.8216299845286221,1.2576733043868842,0.0,0.0,0.0,0.0,0.0
SL1672,88.90890375707669,8.980957282552753,2.110138960370561,0.0,0.0,0.0,0.0,0.0
SL1673,93.01695275548705,5.649147047882234,1.3339001966307062,0.0,0.0,0.0,0.0,0.0
SL1674,96.19367406572,0.0,3.806325934280002,0.0,0.0,0.0,0.0,0.0
SL1675,98.37285788471524,0.46737060758178983,1.15977150770296,0.0,0.0,0.0,0.0,0.0
SL1676,74.98479133714564,20.45260980654581,4.562598856308553,0.0,0.0,0.0,0.0,0.0
SL1677,65.30225207427894,0.0,34.69774792572106,0.0,0.0,0.0,0.0,0.0
SL1678,93.76219132600124,3.656360240713841,2.5814484332849137,0.0,0.0,0.0,0.0,0.0
SL1679,93.17829457364341,4.939707149009474,1.8819982773471144,0.0,0.0,0.0,0.0,0.0
SL1680,96.0223283246735,0.3545850301923887,3.6230866451341104,0.0,0.0,0.0,0.0,0.0
SL1681,98.12601507516762,0.7371007371007371,1.1368841877316453,0.0,0.0,0.0,0.0,0.0
SL1682,99.56220463309269,0.0,0.43779536690730914,0.0,0.0,0.0,0.0,0.0
SL1683,12.011173184357542,0.5586592178770949,87.43016759776536,0.0,0.0,0.0,0.0,0.0
SL1684,95.83333333333333,3.007770632368703,1.1588960342979635,0.0,0.0,0.0,0.0,0.0
SL1685,87.85433372490934,6.35374636089688,5.791919914193779,0.0,0.0,0.0,0.0,0.0
SL1686,99.62772611493767,0.0,0.37227388506232195,0.0,0.0,0.0,0.0,0.0
SL1687,97.26949207376254,0.7505661598188289,1.9799417664186347,0.0,0.0,0.0,0.0,0.0
SL1688,91.4868433032869,5.599562960939634,2.913593735773468,0.0,0.0,0.0,0.0,0.0
SL1689,96.62337662337663,0.983016983016983,2.393606393606394,0.0,0.0,0.0,0.0,0.0
SL1690,97.81937538591531,0.0,2.18062461408469,0.0,0.0,0.0,0.0,0.0
SL1691,93.66226430766675,3.866600215964781,2.471135476368469,0.0,0.0,0.0,0.0,0.0
SL1692,95.05957386048135,0.6663387856768892,4.27408735384176,0.0,0.0,0.0,0.0,0.0
SL1693,92.01067399830187,1.9670076416124207,6.020296769498241,0.0,0.0,0.0,0.002021590587474225,0.0
SL1694,66.17879916121025,15.73586682073009,17.49903710360765,0.5862969144520049,0.0,0.0,0.0,0.0
SL1695,89.38205471589822,2.841017792232638,7.776927491869141,0.0,0.0,0.0,0.0,0.0
SL1696,66.74040588631335,5.992113109550832,27.257862845051456,0.009618159084351255,0.0,0.0,0.0,0.0
SL1697,75.24525534060695,0.0,24.751688518077074,0.0,0.0,0.0,0.0030561413159744507,0.0
SL1698,86.75990675990676,0.8857808857808858,12.354312354312354,0.0,0.0,0.0,0.0,0.0
SL1699,91.00585417775413,0.8515167642362959,8.13702697403434,0.0028010419876193945,0.0,0.0,0.0028010419876193945,0.0
SL1700,85.46984172251533,1.297590189647797,13.232568087836874,0.0,0.0,0.0,0.0,0.0
SL1701,79.94507650058847,0.0,19.364456649666536,0.6904668497449981,0.0,0.0,0.0,0.0
SL1702,74.43120260021668,14.5488314502399,10.992880359077542,0.027085590465872156,0.0,0.0,0.0,0.0
SL1703,91.92449073364988,1.3133711134936437,6.758309082554756,0.0038290703017307397,0.0,0.0,0.0,0.0
SL1704,93.37466497805791,0.5890495685211911,6.036285453420906,0.0,0.0,0.0,0.0,0.0
SL1705,88.44222787521757,1.3991163475699557,10.158655777212479,0.0,0.0,0.0,0.0,0.0
SL1706,95.46086150995832,0.6885903967886368,3.850548093253049,0.0,0.0,0.0,0.0,0.0
SL1707,78.19061228976585,9.277783884797186,12.52610750796966,0.005496317467296911,0.0,0.0,0.0,0.0
SL1708,90.14980214810628,0.0,9.850197851893725,0.0,0.0,0.0,0.0,0.0
SL1709,93.85554284129131,0.06588300565206838,6.078574153056625,0.0,0.0,0.0,0.0,0.0
SL1710,80.0346684826348,16.127035225654677,3.813533089828515,0.0,0.0,0.024763201882003344,0.0,0.0
SL1711,76.80119817121236,0.5833201954910926,22.615481633296547,0.0,0.0,0.0,0.0,0.0
SL1712,77.10672765119868,10.926237981279826,11.967034367521489,0.0,0.0,0.0,0.0,0.0
SL1713,92.45190703880796,0.002223951962637607,7.545869009229401,0.0,0.0,0.0,0.0,0.0
SL1714,94.80548269109987,0.5357076883289614,3.9346806073816825,0.7241290131894927,0.0,0.0,0.0,0.0
SL1715,93.04049416609472,2.0260809883321893,4.925188743994509,0.008236101578586136,0.0,0.0,0.0,0.0
SL1716,49.558906087096,20.607105621942416,29.82997834629882,0.0040099446627636535,0.0,0.0,0.0,0.0
SL1717,93.49923878674318,0.8970605457313503,5.603700667525471,0.0,0.0,0.0,0.0,0.0
SL1718,90.56490245539331,0.0,9.42584064242901,0.009256902177686238,0.0,0.0,0.0,0.0
SL1719,71.78566117167927,19.147037625982406,9.067301202338324,0.0,0.0,0.0,0.0,0.0
SL1720,95.73338615430326,0.0,4.2666138456967415,0.0,0.0,0.0,0.0,0.0
SL1721,16.0,2.6666666666666665,81.33333333333333,0.0,0.0,0.0,0.0,0.0
SL1722,90.24411319939512,0.0,9.745085331605098,0.01080146899978397,0.0,0.0,0.0,0.0
SL1723,94.84197972570065,0.569469290399523,4.525939177101968,0.0626118067978533,0.0,0.0,0.0,0.0
SL1724,80.06142608118203,0.8508342325890264,19.07943886444758,0.008300821781356355,0.0,0.0,0.0,0.0
SL1725,95.65541977051788,0.0,4.344580229482124,0.0,0.0,0.0,0.0,0.0
SL1726,91.5617128463476,0.2518891687657431,8.18639798488665,0.0,0.0,0.0,0.0,0.0
SL1727,86.49988381999844,3.237549376500658,10.26256680350089,0.0,0.0,0.0,0.0,0.0
SL1728,94.05681683109474,0.0,5.931296802567455,0.011886366337810532,0.0,0.0,0.0,0.0
SL1729,91.6847119965353,0.7001587989028439,7.6151292045618595,0.0,0.0,0.0,0.0,0.0
SL1730,94.6494213750851,0.0,5.33356024506467,0.01701837985023826,0.0,0.0,0.0,0.0
SL1731,80.41054723474383,11.858368474625564,7.731084290630604,0.0,0.0,0.0,0.0,0.0
SL1732,88.62539051405851,0.615355486130834,10.75925399981066,0.0,0.0,0.0,0.0,0.0
SL1733,90.0,0.0,9.99473129610116,0.0,0.0,0.0,0.005268703898840885,0.0
SL1734,69.77747110574435,0.0,27.18647576332586,2.9498016215283767,0.0,0.08625150940141453,0.0,0.0
SL1735,89.06136528685548,1.6793754538852579,9.25925925925926,0.0,0.0,0.0,0.0,0.0
SL1736,93.7016471175443,0.0,6.298352882455703,0.0,0.0,0.0,0.0,0.0
SL1737,86.19574919784806,1.0976815999614002,11.536512991242672,1.170056210947866,0.0,0.0,0.0,0.0
SL1738,93.79328180224707,0.580443090715784,5.626275107037154,0.0,0.0,0.0,0.0,0.0
SL1739,87.35723839901225,0.5324621874678465,12.11029941351991,0.0,0.0,0.0,0.0,0.0
SL1740,93.62426226683324,0.551415155300909,5.7769353379571795,0.047387239908671865,0.0,0.0,0.0,0.0
SL1741,82.10022382491917,0.47251927381248443,17.42725690126834,0.0,0.0,0.0,0.0,0.0
SL1742,87.29168484425443,2.3361835790943197,10.372131576651253,0.0,0.0,0.0,0.0,0.0
SL1743,12.0,1.3333333333333333,86.66666666666667,0.0,0.0,0.0,0.0,0.0
SL1744,92.64631657486449,2.198863262305515,5.154820162829994,0.0,0.0,0.0,0.0,0.0
SL1745,90.8829815655891,0.0,9.1170184344109,0.0,0.0,0.0,0.0,0.0
SL1746,95.21752085816448,0.5860150973381009,4.196464044497418,0.0,0.0,0.0,0.0,0.0
SL1747,82.07389217546601,10.525728317892622,7.400379506641366,0.0,0.0,0.0,0.0,0.0
SL1748,92.2562196168144,0.0,7.743780383185587,0.0,0.0,0.0,0.0,0.0
SL1749,92.63522215067611,0.008048937540244688,7.3567289117836445,0.0,0.0,0.0,0.0,0.0
SL1750,94.87895716945997,0.0,5.121042830540037,0.0,0.0,0.0,0.0,0.0
SL1751,20.0,2.857142857142857,77.14285714285714,0.0,0.0,0.0,0.0,0.0
SL1752,90.25969475705296,5.388701245918181,4.351603997028857,0.0,0.0,0.0,0.0,0.0
SL1753,93.4762091112083,1.5423217697566816,4.981469119035013,0.0,0.0,0.0,0.0,0.0
SL1754,89.1891891891892,0.4095848425745333,10.401225968236277,0.0,0.0,0.0,0.0,0.0
SL1755,89.81221854023282,1.474211912651882,8.713569547115302,0.0,0.0,0.0,0.0,0.0
SL1756,89.05679849618518,0.0,10.851055987615643,0.09214551619918175,0.0,0.0,0.0,0.0
SL1757,94.35339308578745,0.4844216816047802,4.965855740503628,0.010670081092616303,0.1856594110115237,0.0,0.0,0.0
SL1758,91.45209069158027,1.9283354221260112,6.619573886293722,0.0,0.0,0.0,0.0,0.0
SL1759,17.76224656844226,0.5100113335851908,81.71514922553834,0.012592872434202242,0.0,0.0,0.0,0.0
SL1760,83.38040853084449,0.0,16.619591469155512,0.0,0.0,0.0,0.0,0.0
SL1761,85.0186021791124,3.9795376029763485,10.676322083444061,0.32553813446718044,0.0,0.0,0.0,0.0
SL1762,78.46586623723424,5.728030658213914,15.781641763662678,0.024461340889169743,0.0,0.0,0.0,0.0
SL1763,79.07793469326758,8.596727191212732,12.325338115519688,0.0,0.0,0.0,0.0,0.0
SL1764,71.54843630816171,0.6102212051868803,27.84134248665141,0.0,0.0,0.0,0.0,0.0
SL1765,92.62381813837594,1.5359934464279619,5.806055227497696,0.00682663753967983,0.0,0.0,0.0,0.02730655015871932
SL1766,86.39245929734362,0.9288774635818338,12.66152527849186,0.01713796058269066,0.0,0.0,0.0,0.0
SL1767,97.00773724932891,0.29475235538712563,2.6975103952839623,0.0,0.0,0.0,0.0,0.0
SL1768,91.23805141291389,3.135392917651488,5.626555669434626,0.0,0.0,0.0,0.0,0.0
SL1769,79.37344725201478,3.678119129855178,11.594861540326,5.353572077804036,0.0,0.0,0.0,0.0
SL1770,73.23906781880073,17.907174653050536,8.85375752814873,0.0,0.0,0.0,0.0,0.0
SL1771,79.26909899621326,11.107771833864279,9.623129169922462,0.0,0.0,0.0,0.0,0.0
SL1772,87.78632824805365,2.9161603888213854,9.297511363124972,0.0,0.0,0.0,0.0,0.0
SL1773,21.094436018200685,0.0,78.90157260317714,0.0039913786221761,0.0,0.0,0.0,0.0
SL1774,74.29169992019155,0.0,24.49122106943336,1.2137536578877361,0.0033253524873636604,0.0,0.0,0.0
SL1775,64.5567779770271,30.233121698250375,5.210100324722532,0.0,0.0,0.0,0.0,0.0
SL1776,91.63856625452729,0.0,8.361433745472711,0.0,0.0,0.0,0.0,0.0
SL1777,98.18132341602794,0.0,1.800535171663114,0.01814141230894825,0.0,0.0,0.0,0.0
