,Dothideomycetes,Sordariomycetes,Unclassified,Tremellomycetes,Leotiomycetes,Eurotiomycetes,Lecanoromycetes,Taphrinomycetes,Pezizomycetes,Agaricomycetes,Microbotryomycetes,Eudicotyledonae,Saccharomycetes,Arthoniomycetes,Basidiobolomycetes,Cystobasidiomycetes,Lichinomycetes,Atractiellomycetes,Orbiliomycetes,Wallemiomycetes,Mortierellomycetes,Archaeorhizomycetes,Agaricostilbomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Candelariomycetes,Calcarisporiellomycetes,Xylonomycetes,Glomeromycetes,Schizosaccharomycetes,Myxogastrea,Monocotyledonae,Tritirachiomycetes,Spiculogloeomycetes,Pucciniomycetes,Polypodiopsida,Geoglossomycetes,Chromadorea,Rhizophlyctidomycetes
SL1511,47.66707168894289,6.998784933171325,22.56379100850547,1.6099635479951397,0.0,14.65370595382746,0.006075334143377886,0.0,0.0,4.2831105710814095,0.17618469015795868,0.0,0.012150668286755772,0.0,0.0,0.018226002430133656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01093560145808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1512,76.7934991106616,0.03661981655215708,7.168765040281798,0.18135528197258746,2.552924353921808,0.19356188748997313,0.26505771980608933,0.0,0.0,1.7193875771631848,0.0,0.0,0.033132214975761166,0.0,7.247236075750706,1.0462804729187738,0.17263627803159767,0.0,0.0,0.0,0.11857845359746103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.470965716876504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1513,87.0061227693757,0.7300225024857397,9.519074781516563,1.8656130619080014,0.0,0.06018106651316134,0.0,0.013082840546339422,0.0,0.15699408655607305,0.020932544874143075,0.0,0.026165681092678843,0.0,0.0,0.007849704327803653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5939609608038097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1514,72.91840712893344,4.853801169590644,11.322751322751323,3.865218602060707,0.0,0.4650515176830966,1.0526315789473684,0.0,0.0,0.6237816764132553,0.02506265664160401,0.0,0.0278473962684489,0.0,0.0,0.01113895850737956,0.22834864940128097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00278473962684489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.603174603174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1515,66.09602999918481,2.942854813727888,14.828401402135812,5.592239341322247,0.0,6.260699437515285,0.6358522866226461,0.0,0.0,1.3899078829379636,0.008151952392598028,0.0,0.04483573815928915,0.28531833374093096,0.0,0.4442814053965925,0.09782342871117633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3736039781527676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1516,33.11583026851742,7.410922608454937,33.52710879107842,12.757543401747935,0.21354846363744218,0.9214220745837782,0.1621386483173172,0.0,0.011863803535413454,1.233835567682999,0.059319017677067265,0.0,0.3559141060624036,0.027682208249298058,0.0,0.03559141060624036,0.09095582710483648,0.0,0.11863803535413453,0.33614110017004784,0.13841104124649029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48313362597382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1517,75.81913499344692,6.260375709916994,8.855395369156836,4.106596767147225,0.0,3.3901266928789866,0.0,0.0,0.0,0.1965923984272608,0.01310615989515072,0.0,0.0,0.9785932721712538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3800786369593709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1518,73.2092353576387,0.6787679333573302,5.520131639841621,8.613153699799454,0.0,0.0,2.321694862960868,0.0,0.0,3.9389108859978403,0.02828199722322209,0.0,0.030853087879878643,0.0,0.0,0.1388388954594539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.520131639841621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1519,0.006023370678231539,0.0,3.222503312853873,59.02903264666907,0.0,0.0,0.0,0.0,0.0,0.0030116853391157694,0.0,0.0,37.73039392844235,0.0,0.0,0.009035056017347307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1520,92.25791338467394,0.011712687769025797,2.7817633451436268,0.2137565517847208,0.0,0.0,0.0,0.0,0.0029281719422564493,0.03806623524933384,0.0,0.0,0.0029281719422564493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.690931451494832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1521,57.376153472559494,3.020276833414279,36.92629917435649,0.44014084507042256,0.0030354541039339486,0.0030354541039339486,0.006070908207867897,1.405415250121418,0.0,0.6920835356969403,0.0,0.0,0.02124817872753764,0.1062408936376882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1522,87.39488987498227,0.0,3.7221648126760276,2.8225234534881363,0.0,0.0,0.0,0.0,0.0,1.3717504508337892,0.0,0.0,0.01823597349705185,0.10333718314996049,0.0,0.29988045306263045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.267217798310133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1523,60.307178422588855,7.548347823372407,13.47807763747327,12.680475127600793,0.1904256481495934,2.5442115285560427,0.0,0.2950036680350258,0.0,0.8865718700735168,0.014047793715953612,0.0,0.028095587431907224,0.0,0.3043688638456616,0.014047793715953612,0.0,0.301247131908783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4063402375638003,0.0,0.0,0.0,0.0,0.0,0.0015608659684392902,0.0
SL1524,64.11123771542515,3.756587380714998,14.666714143284432,8.485258510183735,0.06053268765133172,6.412904144708731,0.03916820965674405,0.0,0.06053268765133172,0.44153254522147845,0.03916820965674405,0.0,0.024925224327018942,0.0,0.0,0.01780373166215639,0.0,0.08189716564591938,0.0,0.021364477994587665,0.007121492664862555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7732516735507762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1525,21.21320890165111,0.9758614501076812,5.675699928212491,0.3275305096913137,0.16600861450107682,70.1879935391242,0.0,0.0,0.0,0.8076094759511845,0.09646446518305815,0.0,0.015703517587939697,0.0,0.16825197415649676,0.0,0.0,0.0,0.10543790380473797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26022972002871503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1526,56.24122825670906,10.287925828265214,6.62612171989963,0.008505932888189512,0.051035597329137074,11.41921490239442,0.42104367796538084,0.0,0.0,0.18713052354016926,0.0,0.0,0.02126483222047378,0.0,0.0,0.012758899332284268,0.0,0.0,0.12333602687874792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.596180836133202,0.0,0.0,0.0,0.0,0.0,0.004252966444094756,0.0
SL1527,0.9914105350305288,0.0,2.0159370795819105,0.0,96.37172720687157,0.002069750595053296,0.0,0.0,0.0,0.01034875297526648,0.0,0.0,0.008279002380213184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6002276725654558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1528,39.69479038765129,2.701280477109279,24.732503069636905,1.2629363269601823,0.0,2.1399754429047535,0.0,5.542887212769689,5.507805648131907,8.787931941764603,0.0,0.5086826872478513,0.05262234695667427,0.0,9.068584458866866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1529,58.87599652695556,3.2954455758149814,26.777961954376824,8.702344304996448,0.15391901491830454,0.13418580787749626,0.039466414081616545,0.10655931802036467,0.0,1.1524192911832032,0.007893282816323309,0.0,0.08682611097955639,0.011839924224484964,0.10655931802036467,0.07103954534690977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46965032757123687,0.0,0.0,0.0,0.0039466414081616545,0.0,0.0039466414081616545,0.0
SL1530,1.357311630349173,89.08112365450249,5.24022053032292,3.3210816487267,0.0,0.7692307692307693,0.0,0.0,0.04463113678130743,0.0,0.0,0.0,0.1864006300866369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1531,76.27567925778662,5.902087475149106,14.467362491716369,0.0,0.0,0.973326706428098,0.0,0.0,0.0,0.42660702451954935,0.0,0.45974155069582506,1.49519549370444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1532,71.16495281025496,0.7494013241301591,12.100295816312157,8.409635159881674,0.0,5.547260177489787,0.0,0.0,0.0,0.26200873362445415,0.011269192844062545,0.0,0.0394421749542189,0.0,0.0,0.07606705169742217,0.0,0.10424003380757853,0.0394421749542189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4959853500493028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1533,69.55152363518897,13.362765155593841,4.48207171314741,0.5545386023473673,0.0,9.755572305373102,0.0,0.0,0.0,1.1440723592118014,0.01076773985140519,0.0,0.03768708947991817,0.0,0.0,0.008075804888553893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0929255949176269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1534,1.0137687340075545,84.31095406360424,7.449738028512246,1.7180455708541489,0.0,0.5556232484464482,1.7131716827098817,0.0,0.0,3.1802120141342756,0.014621664432801267,0.0,0.02680638479346899,0.0,0.0,0.017058608504934812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1535,7.61037672532026,3.51046134990808,7.528670226735533,0.8345735212582801,0.5281741515655549,27.126557530129272,0.0,0.0,0.0,52.17835361405352,0.0,0.0,0.04377133852753217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27430038810586826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647611543961014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1536,11.605937921727396,11.875843454790823,13.562753036437247,29.925775978407557,0.0,0.16869095816464239,0.0,0.0,0.0,24.39271255060729,0.47233468286099867,0.0,0.1349527665317139,0.0,0.0,0.033738191632928474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.827260458839406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1537,21.376284340962208,13.262336287868767,50.50932663050668,9.992503417559641,0.6592582793138422,0.6680777880672046,0.0,0.0,0.0,2.7913745204392115,0.4497949464214843,0.0,0.013229263130043656,0.2778145257309168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1538,61.83877287714436,10.527070291967314,17.97199789745305,3.5217661394370907,0.0,3.301954412959335,0.0,0.329717589716634,0.0,1.8922922540258995,0.009557031585989391,0.0,0.028671094757968175,0.0,0.0,0.5782004109523582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1539,66.13009480709191,0.5957666198837109,14.859794345945636,1.5638873771947412,0.0,8.893535359321742,0.0,0.0,0.0,6.496147566808925,0.14607739237533296,0.0,0.011457050382379057,0.0057285251911895286,0.0,1.2975109558044282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1540,5.172413793103448,0.43103448275862066,89.65517241379311,0.0,0.0,1.293103448275862,0.8620689655172413,0.0,0.0,0.8620689655172413,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1541,10.973592304393113,0.0,2.354839368502747,0.15521924718665114,0.0,0.010211792578069154,0.0,0.0,0.0,0.36966689132610336,84.1267896166493,0.0,0.014296509609296817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9953842697547128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1542,85.63265041072762,0.006493717328484691,9.152894574499172,1.746809961362382,0.0,0.18182408519757134,0.0,0.0,0.0,0.7630117860969512,0.019481151985454075,0.0,0.019481151985454075,0.8019740900678594,0.0,0.07467774927757395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6007013214714763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1543,0.002097359424484574,0.0,2.518928668805973,67.10711214580843,0.0,0.002097359424484574,0.0,0.0,0.0,0.004194718848969148,0.0,0.0,30.365569747687662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1544,58.34300301694129,31.022923596606585,6.235011990407674,0.6008096748407725,0.0,0.0,0.0,0.0,0.0,0.26301539413630387,0.0,0.4873520538407983,0.04383589902271731,1.6812356566359816,1.1062118047497487,0.0,0.2166009128181326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1545,30.547486033519554,5.767846058348852,53.795158286778396,5.29608938547486,0.03227808814400993,1.5071384233395406,0.0446927374301676,0.0,0.0,1.904407200496586,0.11669770328988206,0.0,0.004965859714463066,0.10180012414649287,0.4941030415890751,0.3575418994413408,0.0,0.0,0.0,0.0,0.0,0.0,0.0074487895716946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1546,27.3218178769076,26.38604729163173,15.361395270836827,0.3890659064229415,0.0,10.967633741405333,0.3555257420761362,0.0,0.0,14.153949354351836,0.0,0.0,0.09726647660573537,0.0,0.0,1.7474425624685561,1.1034714070098943,0.0,0.0,2.116384370283414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1547,81.15333247167291,3.754685278531731,8.991426478824696,2.507431821119297,0.0,0.0,0.5385377622678902,2.7874714574986,0.0,0.036620567834216536,0.010770755245357805,0.0,0.1378656671405799,0.0,0.0,0.08185773986471931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1548,3.873184444791504,4.341714821177573,79.90004685303764,0.23426518819303452,0.046853037638606904,9.511166640637201,0.0,0.0,0.0,0.18741215055442761,0.10932375449008278,0.0,0.37482430110885523,0.0,0.10932375449008278,0.06247071685147587,0.17179447134155865,0.0,0.0,0.015617679212868968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0620021864750897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1549,67.22613065326634,4.844221105527638,13.534338358458962,0.6331658291457286,0.0,1.256281407035176,0.0,0.0,0.0,0.3316582914572864,0.006700167504187605,0.0,0.01340033500837521,0.0,2.6030150753768844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55108877721943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1550,10.616178280566684,31.73854976824574,7.363762536989028,0.0,5.556864901668107,6.004661272160683,0.0,0.0,0.0,13.352711655799094,0.7856076675308351,0.0,0.15450284128106423,0.0,21.088328488752715,0.018330845575719484,0.0,0.0,0.0,0.0,0.0,3.3205017414303297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1551,3.2315918828257333,85.5392075459165,3.4341891128898334,1.946261915042014,0.0,0.0,0.17270583546447907,0.0,0.0,0.5380451027931847,0.006642532133249194,0.0,0.006642532133249194,0.20923976219734963,4.785944402006045,0.009963798199873792,0.0,0.0,0.0,0.0,0.1195655783984855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1552,16.901408450704224,42.25352112676056,9.859154929577464,25.35211267605634,0.0,0.0,0.0,0.0,0.0,2.816901408450704,0.0,0.0,0.0,0.0,0.0,2.816901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1553,23.32819722650231,38.21263482280431,10.29275808936826,13.86748844375963,0.0,0.09244992295839753,0.0,0.0,0.0,0.061633281972265024,14.144838212634824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1554,12.617048756861479,29.512431385211496,19.147562156926057,0.6700032289312238,0.0,23.50661930900872,0.0,0.0,0.0,0.3713270907329674,0.008072328059412335,0.0,9.33968356474007,0.0,0.45205037132709075,0.0,2.147239263803681,0.6215692605747497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6063932838230546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1555,75.63317891319785,1.21056368985223,17.617421296452846,3.675650086227302,0.0,0.49031210901836136,0.0,0.0,0.0,0.8690359449497853,0.02705170256653028,0.0,0.010144388462448856,0.41930138978121934,0.0,0.04734047949142799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1556,44.15325670498084,7.739463601532567,46.229885057471265,0.007662835249042145,0.007662835249042145,0.21455938697318008,0.007662835249042145,0.0,0.24521072796934865,0.4827586206896552,0.09961685823754789,0.0,0.17624521072796934,0.0,0.0,0.03065134099616858,0.5977011494252874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007662835249042145,0.0
SL1557,37.95155993431855,37.82327586206897,7.922824302134647,1.5291461412151068,0.0,0.0769704433497537,0.0,0.0,0.0,0.31301313628899835,0.0,0.0051313628899835794,12.85919540229885,1.0673234811165846,0.18986042692939245,0.2616995073891626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1558,8.682120191071597,82.7115387217689,5.255822135617532,0.0,0.0,0.23816289800944532,0.4140786749482402,0.0,0.0,0.03518315538775897,0.008119189704867455,0.0,0.013531982841445757,0.0,0.4046062869592281,0.0,0.1772689752229394,0.0,0.0,0.0,0.0,0.07983869876452997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9797290897035142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1559,43.19798588951667,42.80277525688691,4.663485465031178,1.255891565912351,0.16101173921953219,0.8138411546005445,0.0029274861676278578,0.7084516525659417,0.0,0.617699581369478,0.0,0.0,0.008782458502883573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76714775022688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1560,77.81422394513196,0.044729387207395256,18.040852840316088,2.4675711942746386,0.0,0.0,0.0,0.0,0.0,1.6177128373341285,0.0,0.0,0.007454897867899209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007454897867899209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1561,12.07477069546035,8.119509268934557,54.00750803049654,12.860404814427802,0.1122334455667789,1.3313208715507565,1.0875033863539612,0.01935059406323774,0.4063624753279926,2.260149386586168,0.06579201981500832,0.0,0.05031154456441813,0.25155772282209066,6.8810712488873405,0.007740237625295097,0.23607724757150045,0.0,0.011610356437942644,0.0,0.14319439606795928,0.0,0.0,0.0,0.0,0.034831069313827935,0.0,0.011610356437942644,0.0,0.011610356437942644,0.015480475250590193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
