,Dothideomycetes,Sordariomycetes,Unclassified,Tremellomycetes,Leotiomycetes,Eurotiomycetes,Lecanoromycetes,Taphrinomycetes,Pezizomycetes,Agaricomycetes,Microbotryomycetes,Eudicotyledonae,Saccharomycetes,Arthoniomycetes,Basidiobolomycetes,Cystobasidiomycetes,Lichinomycetes,Atractiellomycetes,Orbiliomycetes,Wallemiomycetes,Mortierellomycetes,Archaeorhizomycetes,Agaricostilbomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Candelariomycetes,Calcarisporiellomycetes,Xylonomycetes,Glomeromycetes,Schizosaccharomycetes,Myxogastrea,Monocotyledonae,Tritirachiomycetes,Spiculogloeomycetes,Pucciniomycetes,Polypodiopsida,Geoglossomycetes,Chromadorea,Rhizophlyctidomycetes
SL1562,71.49674340620365,1.0575868962404076,11.233636422260915,7.525633584832656,0.0,0.045140904107822274,0.0,0.01934610176049526,0.0,0.8770232798091184,0.012897401173663506,0.0,0.14832011349713034,0.0,0.0,0.2772941252337654,0.1547688140839621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1516089507964145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1563,16.41682514822687,7.444904351717194,33.672670321065,0.1789909385837342,0.13983667076854234,35.46257970690234,0.0,0.0,0.0,2.259760599619644,0.0,0.0,0.02796733415370847,0.0,0.0,0.03356080098445016,0.0,0.0,1.5214229779617408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8414811500167803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1564,64.97191555297307,0.03873716831299632,19.814061592097616,5.800890954871199,0.0,0.02905287623474724,0.0,0.0,0.0,8.773968622893667,0.4357931435212086,0.0,0.0484214603912454,0.0,0.0,0.01936858415649816,0.0,0.0,0.0,0.00968429207824908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05810575246949448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1565,82.33533706560718,4.89409457960321,6.986403859549547,3.0855757075410852,0.0,2.634090967725291,0.0,0.0,0.0,0.04643843038105312,0.0,0.0,0.01805938959263177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1566,52.716642460805126,15.998212490224557,10.021226678583398,0.4282575503668119,0.0,19.42054891446021,0.0,0.0,0.0,0.4654973373552303,0.0,0.0,0.03723978698841843,0.7187278888764757,0.0,0.13033925445946448,0.0,0.0,0.06330763788031132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1567,17.28452949623421,32.233390967968816,20.974123025525305,0.002930574685695865,0.014652873428479325,26.90853676405943,0.281335169826803,0.002930574685695865,0.002930574685695865,0.5743926383963895,0.0,0.0,0.026375172171262784,0.0,0.4542390762828591,0.008791724057087594,0.0674032177710049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1634381502212583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1568,81.59455381268204,4.3688809348352455,8.611432782398147,0.6860371267150929,0.05439169035337053,0.024563989191844757,0.0,0.0,0.0,0.0017545706565603397,0.028073130504965436,0.0,0.015791135909043057,0.0,0.0,0.0,0.0,0.0,0.0,0.029827701161525774,0.03860055444432747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54609257114784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1569,17.101768323323203,20.935129573353116,45.45954870665933,10.437654040343615,0.035892895599531,1.7850733411500084,0.1244287047450408,2.323466775142973,0.143571582398124,1.0193582350266803,0.335000358928956,0.0,0.0143571582398124,0.2177502333038214,0.0023928597066354,0.0,0.0,0.0,0.0,0.0,0.0574286329592496,0.0,0.0,0.0,0.0,0.0071785791199062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1570,35.026749056525524,44.78289719238585,15.24074150872973,0.7941774146725833,0.0,1.2773192883506823,0.34835980591382243,0.0,0.0,1.9636710488118443,0.016588562186372495,0.0,0.03110355409944843,0.0,0.36909550864678803,0.11819350557790403,0.0,0.0,0.0,0.0,0.03110355409944843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1571,79.44595271356651,4.364901552492158,8.020770183715966,3.874640870871662,0.0,0.7722923640580932,0.0,0.0,0.0,1.526134057302512,0.42963704894699384,0.0,0.04480877197606684,0.139697936160679,0.0,0.3321120746461425,0.0,0.0,0.0,0.0,0.0,0.0,0.0026358101162392263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026358101162392263,0.0,1.0437808060307336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1572,0.09901744230329804,69.31982633863966,28.635082641480693,0.8949653438951939,0.0,0.7464391804402468,0.0,0.0,0.0,0.0837839896412522,0.03808363165511463,0.0,0.15233452662045852,0.0,0.0,0.030466905324091704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1573,18.798098038841253,70.52724043768022,3.76954952546451,0.0,0.0,5.566482708576012,0.0,0.0,0.38191991139458054,0.017186396012756126,0.0,0.0,0.007638398227891611,0.0,0.649263849370787,0.0,0.0,0.2826207344319896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1574,2.8790786948176583,0.9596928982725528,95.26551503518874,0.0,0.0,0.12795905310300704,0.0,0.0,0.0,0.06397952655150352,0.06397952655150352,0.0,0.3838771593090211,0.0,0.0,0.12795905310300704,0.0,0.06397952655150352,0.0,0.06397952655150352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1575,23.90977796554476,46.5591700699432,3.3093930432333476,23.360559545603905,0.0,0.678308219499601,0.5656480307937849,0.0,0.0,0.31450969347040325,0.0,0.0,0.009388349058818007,0.0,1.0233300474111628,0.051635919823499035,0.21827911561751867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1576,3.003088619624614,32.70848182466144,7.7952007602756,0.0,0.0,19.17082442385365,0.0,0.0,0.0,29.712520788785934,0.0,0.0,0.0,0.0,0.40152055119980995,0.0,0.0,3.9225469232596817,0.0,0.0,0.5179377524352577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.767878355904015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1577,22.08071644568504,15.285531518957898,52.89311467783205,4.210281460804838,0.209351011863224,1.7387764596417772,0.0,0.0,0.0,2.4104442893696207,0.29658060013956733,0.0,0.1337520353570598,0.0,0.0,0.008722958827634334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732728541521284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1578,52.90817589307813,16.8839204686082,9.318538074416303,3.6383136704892336,0.028875505321343125,10.840689712069961,0.0,1.6582790198828479,0.0,2.763798366471413,0.0,0.0,0.020625360943816517,0.07012622720897616,0.9858922531144295,0.2516294035145615,0.0,0.0,0.10312680471908259,0.04537579407639634,0.05775101064268625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4248824354426202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1579,82.91921135558717,2.1947070470453722,7.50718090298112,1.0569173708134638,0.0,3.3910594272009815,0.0,0.0,0.0,0.5214869349396246,0.008366100560528738,0.0,0.019520901307900386,0.0,0.0,1.6369670096767897,0.0,0.0,0.064140104297387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6804428455896706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1580,87.35728064230229,1.835149366560659,9.33475835462176,0.5265627443824618,0.0,0.1902924769302956,0.002606746259319118,0.0,0.010426985037276472,0.44575361034356914,0.015640477555914706,0.0,0.041707940149105886,0.0,0.0,0.17204525311506177,0.0,0.0,0.0,0.0,0.06777540274229707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1581,6.6336293606790635,73.72062214807909,4.732348756194495,0.0,0.0,12.295765664098916,0.0,0.0,0.0,0.03679897944163682,0.18890142780040234,0.0,0.024532652961091212,0.0,1.1996467297973603,0.0,0.0,0.29193857023698544,0.0,0.0,0.15455571365487464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212599970560817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1582,58.78699788583509,18.30954897815363,5.783121916842847,0.017618040873854827,0.3699788583509514,0.5373502466525722,0.0,0.026427061310782242,0.20701198026779422,4.4970049330514446,0.013213530655391121,0.0,0.004404510218463707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1893939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.257928118393234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1583,71.21621621621621,8.513513513513514,8.630009319664492,6.905871388630009,0.14911463187325255,0.10251630941286113,0.0,0.7176141658900279,0.004659832246039142,0.8713886300093197,0.027958993476234855,0.0,0.046598322460391424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.814538676607642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1584,77.52174507035839,0.036431531490505036,13.261077462543831,7.1178104649574205,0.0,0.2686825447424746,0.0,0.0,0.0,1.343412723712373,0.036431531490505036,0.0,0.04098547292681816,0.0,0.0,0.05464729723575755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318775900541919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1585,15.573173691448911,8.955586117628023,60.10031550845401,9.805031955343418,0.08898956395113664,1.2539438556751072,0.07280964323274816,0.0,0.0,1.7474314375859559,0.0,0.0,0.01617992071838848,0.12943936574710785,0.15370924682469056,2.1033896933905023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1586,69.51325040562466,1.1465657111952408,16.511627906976745,6.755002704164413,0.17847485127095727,0.29745808545159547,0.0,0.005408328826392645,0.0,2.628447809626825,0.12439156300703083,0.0,0.04326663061114116,0.01081665765278529,0.0,0.14061654948620878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6446727961060033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1587,18.345030194222296,58.723682062999835,17.414721723518852,0.0,0.7262934551983026,0.0,0.0,0.0,0.0,3.5212991676187366,0.02448180186061694,0.0,0.06528480496164518,0.21217561612534683,0.8609433654316958,0.10608780806267341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1588,2.410816093826356,5.326600423521747,90.78025737090731,0.03257859586251832,0.0,0.03257859586251832,0.03257859586251832,0.0,0.1303143834500733,0.3094966606939241,0.19547157517510996,0.0,0.21176087310636912,0.03257859586251832,0.0,0.01628929793125916,0.27691806483140574,0.0,0.0,0.01628929793125916,0.19547157517510996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1589,80.46528917939345,5.368483008580899,4.98125832533069,0.4120070629782225,0.85189430315046,5.6472847805210495,0.0,0.0,0.0,0.30358415166816394,0.0,0.0,0.009293392398005019,0.0,0.0,0.0,0.0,0.0,0.024782379728013382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9330256187850439,0.0,0.0,0.0,0.0,0.0,0.003097797466001673,0.0
SL1590,0.10026458710486005,91.37724550898204,3.642946664809915,0.1336861161398134,1.1279766049296756,0.0,0.6517198161815904,0.0,0.0,0.3481409274474307,0.011140509678317784,0.0,0.008355382258738338,0.0,1.0277120178248156,0.0,0.4149839855173374,0.0,0.0,0.0,1.15582787912547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1591,54.135773864689526,7.4721964782205745,8.812171763978993,0.0,0.0,0.5637936360827928,0.0,0.0,0.0,0.4865616311399444,0.0,0.0,0.007723200494284831,0.0,0.0,0.0,0.0,0.0,0.0,0.0038616002471424157,0.06564720420142107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.45227062094532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1592,37.79615201144856,51.01367467005883,9.72730163778025,0.763237398632533,0.0,0.003975194784544443,0.003975194784544443,0.0,0.0,0.003975194784544443,0.0,0.0,0.17490857051995548,0.36571792017808874,0.14310701224359992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003975194784544443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1593,21.47499513524032,20.84063047285464,46.67834208990076,3.989102938314847,0.0,1.3738081338781865,2.307841992605565,0.0,0.8834403580463125,1.4049425958357658,0.0,0.0,0.011675423234092236,0.32302004280988517,0.5059350068106635,0.015567230978789648,0.0,0.0,0.0,0.0,0.0,0.1906985794901732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1594,2.124791184314645,75.3143225579555,15.043521584947687,0.09671463321708039,0.0,0.949561853404062,1.0755839512323788,0.0,0.0,4.525072535974913,0.011722985844494592,0.0,0.03223821107236013,0.0,0.0,0.0,0.7678555728143959,0.0,0.0,0.0,0.05861492922247297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1595,5.960961855403983,68.41802188201187,5.522130219812951,0.0,0.0,14.906375965528882,0.6572546216318182,0.0,0.0,2.3291832965985586,0.0,0.0,0.0039713270189233735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2021008319930107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1596,8.557910673732021,4.621498864496593,37.75927327781984,0.041635124905374715,0.3557910673732021,29.818319454958363,1.336109008327025,0.0,9.818319454958365,2.7479182437547314,0.10976532929598788,0.0,0.0984102952308857,0.0,0.0,0.018925056775170326,0.4958364875094625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.220287660862983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1597,71.18883906327852,0.7912306925759841,5.9790732436472345,2.6806178375685104,0.001993024414549078,2.85401096163428,0.3866467364225212,0.0,0.003986048829098156,0.6457399103139013,0.0,0.0,5.020428500249128,0.0,0.0,0.23318385650224216,0.005979073243647235,0.25112107623318386,0.0,0.0,0.0,0.0,0.007972097658196313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945191828599901,0.003986048829098156,0.0,0.0,0.0,0.0,0.0,0.0
SL1598,72.42079610073111,0.6194151096669375,4.599918765231519,0.7886542106688329,0.027078256160303276,0.2132412672623883,1.4791497427565665,0.1049282426211752,0.0,3.4220146222583265,0.0,11.3660980232873,2.985377741673436,0.09477389656106147,0.0,0.0,0.010154346060113728,0.0,0.0,0.0,0.07784998646087192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7905496886000543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1599,88.32125344325708,0.001953621036591322,7.38859476038838,2.2662004024459335,0.015628968292730576,0.02930431554886983,0.005860863109773966,0.00976810518295661,0.005860863109773966,0.9338308554906519,0.0,0.0,0.003907242073182644,0.0,0.0,0.28522867134233304,0.013675347256139255,0.0,0.001953621036591322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7130716783558325,0.003907242073182644,0.0,0.0,0.0,0.0,0.0,0.0
SL1600,52.709908861741326,1.2070971495055265,15.32867946480512,1.633701764591817,0.004847779716889665,9.079891409734342,0.0,0.09210781462090363,0.0,0.3538879193329455,0.591429125460539,0.0,0.0,0.0,0.004847779716889665,0.0,0.004847779716889665,0.911382586775257,0.0,0.004847779716889665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.07252278456467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1601,89.37041685935125,0.07597278192508423,6.54356873885182,0.07927594635660963,0.029728479883728613,0.18167404373389706,0.03633480874677941,0.0066063288630508026,0.0,0.2774658122481337,0.0,2.7845676157759134,0.013212657726101605,0.0,0.0,0.059456959767457226,0.0066063288630508026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535112637907115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1602,82.56916338637245,0.0,2.6972334645451017,1.1947663136885291,0.0027720796141265176,0.041581194211897765,0.01108831845650607,0.013860398070632588,0.0027720796141265176,10.192936741143205,0.0,0.8066751677108167,0.0,0.0,0.0,0.2578034041137661,0.008316238842379553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.201031213616455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1603,8.966069339245028,29.395282960773446,8.125500338690806,0.24632058624299527,1.03454646222058,26.759652687973396,0.006158014656074882,0.0,0.0,0.7851468686495474,0.0,0.0,0.006158014656074882,0.0,0.0,0.0,0.006158014656074882,0.0,0.2709526448672948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.394975060040643,0.0,0.0,0.0,0.0,0.003079007328037441,0.0,0.0
SL1604,29.577464788732396,0.0,46.478873239436616,15.492957746478874,0.0,0.0,0.0,1.408450704225352,0.0,0.0,2.816901408450704,1.408450704225352,0.0,0.0,0.0,0.0,2.816901408450704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1605,77.28224917309812,1.3175303197353914,8.65766262403528,3.067805953693495,0.7690187431091511,0.7028665931642778,0.8682469680264608,0.7635060639470783,0.0,0.5016538037486218,0.2205071664829107,3.7127894156560086,1.6262403528114664,0.0,0.0,0.49889746416758546,0.0027563395810363835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005512679162072767,0.0,0.0,0.0,0.0,0.0027563395810363835,0.0
SL1606,77.10057349601632,1.8705977445056003,5.736884646472422,1.5549824872021862,0.021169316038643624,2.4633385935876215,0.0057734498287209885,0.015395866209922636,0.0,2.1342519533505255,0.0,0.0019244832762403295,0.09045071398329549,0.021169316038643624,0.0,0.12316692967938109,0.0,0.0,0.10584658019321812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.752549940341018,0.0019244832762403295,0.0,0.0,0.0,0.0,0.0,0.0
SL1607,51.084033152203745,0.060376529996157856,3.7104122070366103,1.1169658049289204,0.5049673417860475,1.1334321312915088,6.729238706844503,0.0,3.671990778857237,0.7656841758603655,0.3320709149788682,26.66447115648499,1.0675668258411548,0.6915857072287173,0.24150611998463142,0.0,0.005488775454196169,0.0,0.0,1.1498984576540974,0.9221142763049563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14545254953619846,0.0027443877270980845,0.0,0.0,0.0,0.0,0.0,0.0
SL1608,97.56874197350598,0.01231462097355875,1.9034885561986525,0.026388473514768748,0.0,0.0035184631353025,0.007036926270605,0.0,0.0,0.04046232605597875,0.0,0.43277096564220746,0.0,0.0,0.0,0.0,0.0035184631353025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00175923156765125,0.0,0.0,0.0,0.0,0.0,0.0
SL1609,37.75070120939771,0.0,12.006514461501341,0.0,0.0030159543987694905,8.438640407757035,0.006031908797538981,0.0,0.0,6.405887142986398,0.0,29.35428416322345,0.0,0.0,0.0030159543987694905,0.0,1.0887595379557862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.943149259583195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1610,0.0,0.0,0.2964438882746723,0.0,99.68290223426357,0.0012149339683388209,0.0,0.0,0.0024298679366776418,0.0012149339683388209,0.01579414158840467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1611,5.518149332330261,2.271957870979876,4.1677637765657325,0.47771299605040435,0.12789166823396653,0.22569117923641152,0.0,0.0,0.018807598269700958,1.493323302614256,0.0,85.52943389129209,0.0,0.0,0.0,0.0,0.16926838442730863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1612,92.51688658498271,0.8796732642161483,4.386584982720704,0.8875274897895068,0.003927112786679233,0.14333961671379203,0.0,0.0,0.0019635563933396165,0.8050581212692428,0.117813383600377,0.0,0.0,0.0,0.0,0.09032359409362237,0.009817781966698084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15708451146716934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1613,39.436263666814135,18.289831258294885,25.574585518970274,0.8890012429164297,0.004213276032779287,4.807347953401167,0.20434388758979544,0.0,0.0,1.0153995238998084,0.0,0.0,4.4386863005329795,0.0,0.0,0.0,0.012639828098337863,0.0,0.0021066380163896436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32558090543302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1614,6.7847533632287,78.88789237668162,0.9147982062780269,2.6995515695067263,0.0,9.681614349775785,0.0,0.07174887892376682,0.0,0.2556053811659193,0.0,0.0,0.6681614349775785,0.0,0.004484304932735426,0.02242152466367713,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1615,72.86065529958843,1.9335613875674809,17.686674862365706,0.4716981132075472,0.0026725105564166978,0.7710192955262173,0.2859586295365867,0.0,0.0,2.175423592923192,0.0,0.486396921267839,0.014698808060291838,0.31535624565717035,0.0,0.01603506333850019,0.014698808060291838,0.0,0.05077770057191726,0.06948527446683414,0.0,0.0,0.0,0.0,0.0,0.0026725105564166978,0.0,0.0,0.0,0.0,0.0,0.0,2.8408787214709497,0.0013362552782083489,0.0,0.0,0.0,0.0,0.0,0.0
SL1616,57.93279973997481,0.0,7.34774306260919,3.748019339373502,0.006094340389225206,0.026408808353309228,0.002031446796408402,0.0,0.002031446796408402,1.606874415959046,0.0,0.0,0.0,1.0136919514077927,0.0,0.3961321252996384,0.012188680778450412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.899890301872993,0.006094340389225206,0.0,0.0,0.0,0.0,0.0,0.0
SL1617,20.86243352341898,1.185365541103351,9.598257192285512,0.006407381303261357,0.0,63.93285064394182,3.7611328250144167,0.0,0.032036906516306786,0.448516691228295,0.0,0.0,0.0,0.0,0.0,0.0,0.17299929518805665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1618,16.36864165075271,16.55960913667816,2.3164108033034894,13.05523176508519,1.5699015401403735,30.25222588725478,1.1458049155526897,0.0,0.0892834999131966,3.3853327050420376,0.0,12.643535626596563,0.0,0.0,0.0,1.6914263039111133,0.13144515264998388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911510131197143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1619,91.86355189806211,0.02920095566764003,4.374834085479161,1.303424475710114,0.0,0.06105654366870188,0.0,0.0,0.002654632333421821,0.13273161667109104,0.0,1.6193257233873108,0.07167507300238916,0.0,0.0,0.0,0.013273161667109106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256172020175206,0.002654632333421821,0.0,0.0,0.0,0.0,0.0,0.0
SL1620,28.089032626272235,23.95129839246647,23.55179301816798,1.8072862170645867,0.0760962617711405,0.8370588794825454,0.019024065442785124,0.0,0.009512032721392562,0.7990107485969752,0.009512032721392562,0.0,0.5992580614477314,0.0,0.009512032721392562,0.0,13.820983544183392,5.669171501949966,0.0,0.7038904213830496,0.009512032721392562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03804813088557025,0.0,0.0,0.0,0.0,0.0,0.0
SL1621,33.76291349264322,7.84201189606595,6.707189815297923,0.6052384430762809,0.0,19.24762600438276,17.340603151413962,0.03130543671084211,8.648126891370135,2.0896379004487113,0.0,0.0,0.0,0.0,0.1643535427319211,0.0,0.015652718355421057,2.8148805175832203,0.0,0.0,0.0,0.0,0.0,0.0,0.7304601899196493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1622,91.6474506789649,0.03202664616961312,3.0766931420275,0.2690238278247502,0.014945768212486122,0.45477837560850626,1.479631053036126,0.20070031599624222,0.21137586471944658,1.003501579981211,0.0,1.325903151421983,0.0,0.0,0.0,0.0747288410624306,0.004270219489281749,0.0,0.0,0.004270219489281749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004270219489281749,0.0,0.19002476727303783,0.006405329233922624,0.0,0.0,0.0,0.0,0.0,0.0
