,Ascomycota,Basidiomycota,Unclassified,Anthophyta,Basidiobolomycota,Cercozoa,Mortierellomycota,Rozellomycota,Haplosporidia,Glomeromycota,Blastocladiomycota,Mucoromycota,Calcarisporiellomycota,Choanoflagellata,Eumycetozoa,Monilophyta,Streptophycophyta,Olpidiomycota,Nematoda,Chytridiomycota
SL1630,69.50368746262707,23.173211082320112,5.744468806059398,1.5746462029101056,0.0,0.003986446083316724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,85.14152514152514,6.416916416916417,3.15018315018315,4.991674991674992,0.0,0.2997002997002997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,93.71428571428571,1.4677871148459383,4.817927170868347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,86.64490861618799,3.1070496083550916,8.381201044386422,1.866840731070496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,67.02683861972812,4.217497385848728,15.144649703729522,13.57615894039735,0.01742767514813524,0.0,0.0,0.0,0.0,0.0,0.01742767514813524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,81.9617042860766,6.987065686025868,5.275171189449658,3.6900836926198326,1.1539436976921127,0.9320314481359371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,76.9016234624079,16.859936000939435,3.566920118603764,2.6715204180489094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,90.0,0.9527622097678142,8.270616493194556,0.49639711769415534,0.28022417934347477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,63.37787375714221,17.78467629459666,15.112250866063796,0.3914158455931975,0.0,2.281009582939668,0.0,0.0,0.7018491024429747,0.0,0.2789400278940028,0.0,0.0,0.0,0.05398839249561344,0.0,0.017996130831871147,0.0,0.0,0.0
SL1639,76.10977733841736,8.812314644824177,5.093442545779786,9.982111754460293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002353716518382526,0.0,0.0,0.0,0.0
SL1640,96.4664636959129,0.249100470523111,2.878494326044838,0.0,0.0,0.4059415075191438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1641,77.02366127023662,12.254047322540472,10.722291407222913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1642,90.11669203450025,2.1207508878741756,6.56519533231862,1.1973617453069507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1643,77.32532461796661,13.669287165444748,6.169949651090893,2.831021994523452,0.0,0.0,0.0,0.0,0.0,0.0,0.004416570974295557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1645,80.85567972553669,5.413586942811735,11.705052849322671,2.025680482328902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1646,94.92367337048704,1.1105726516436476,3.359987076972781,0.5451902108068815,0.0,0.0524997980776997,0.0,0.0,0.0080768920119538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1647,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1648,96.38082065467958,0.4956201014292301,2.731673582295989,0.39188566159520516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1649,77.17194459399931,13.611668542900494,6.862121286280652,2.0997503793255348,0.2545151974940042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1650,81.56719864525068,6.481243906193873,6.055318930569097,5.89623851798635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1651,88.97096023474653,4.229484974198118,5.157003608890688,0.0,0.0,1.64255118216466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1652,88.9654120816285,8.531347683549772,2.4702025464433657,0.030496327733868712,0.0025413606444890592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1653,90.00181983621474,4.755232029117379,3.8908098271155596,1.3521383075523203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1654,81.35147225219062,14.309396626582112,3.0944925400626264,1.2314817251269636,0.0,0.0,0.0,0.0,0.0,0.0,0.0026313712075362473,0.0,0.0,0.010525484830144989,0.0,0.0,0.0,0.0,0.0,0.0
SL1655,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,98.5324376664246,0.27233115468409586,1.1922052771725975,0.0030259017187121763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1657,96.2100296169871,1.024044977661764,1.6640730887003665,1.1018523166507705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1658,88.0021085925145,10.980495519240907,1.0173958882445968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1659,39.154748186809464,4.982037551684403,8.12716057750966,46.69897647936013,0.0,1.0370772046363452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1660,83.31603053435114,2.070229007633588,14.42442748091603,0.0,0.0,0.18931297709923664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1661,87.89336033071797,9.47720689558199,2.629432773700048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1662,76.6930693069307,16.465346534653467,2.7392739273927393,3.9405940594059405,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1663,96.02241060690505,1.7335953770789945,1.9301281863248365,0.3079991786688569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00586665102226394
SL1664,34.150805270863835,23.65788189360664,35.919960956564175,4.465592972181552,1.7935578330893118,0.0,0.0,0.0,0.0,0.0,0.012201073694485115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1665,83.5712667119873,13.66039731097515,1.0839187249792281,1.6844172520583125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1666,70.19211117923564,12.558757408542816,17.24913141222154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1667,61.439762290653704,31.692328471096705,6.665316045380875,0.2025931928687196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1668,80.68528127831316,9.208467177333004,4.217115558850177,5.889135985503665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1669,71.34075134956484,22.637435275972237,4.184201828798061,1.8376115456648672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1670,83.76034513118506,2.4520162000352173,4.428596583905617,9.359042084874098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1671,87.9922144033538,8.384488695912562,1.8016669162050207,1.8216299845286221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1672,68.83685023160062,15.70766855378281,6.44879053010808,8.980957282552753,0.0,0.0,0.02573340195573855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1673,74.00754636764627,16.94212680023383,3.4011797842376574,5.649147047882234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1674,94.3533090685395,1.753216793971395,3.8934741374891066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1675,74.56508568461139,16.68902544573308,8.27851826207374,0.46737060758178983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1676,74.87528896459423,0.10341890740966055,4.568682321450298,20.45260980654581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1677,61.82536546819439,3.3741604109047807,34.80047412090083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1678,74.63374144013281,18.775679601577092,2.9342187175762606,3.656360240713841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1679,92.6485788113695,0.45650301464254955,1.9552110249784669,4.939707149009474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1680,95.53433506529981,0.27032720123578147,3.8407527032720123,0.3545850301923887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1681,95.00270686711364,3.089992920501395,1.170199475284221,0.7371007371007371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1682,41.520976486619695,58.038328839407384,0.44069467397292045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1683,10.335195530726256,1.3966480446927374,87.70949720670392,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1684,86.52197213290461,8.681672025723472,1.7885852090032155,3.007770632368703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1685,51.289647070841205,36.534041575157055,5.822564993104857,6.35374636089688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1686,99.62471175149588,0.003014363441800178,0.37227388506232195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1687,95.50523023832632,1.1172220424889463,2.029548150544592,0.7505661598188289,0.0,0.0,0.5974334088213091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1688,58.417554402258034,31.803696622052264,4.170081034325777,5.426568332878085,0.009104980424292088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17299462806154967,0.0,0.0,0.0,0.0
SL1689,88.54345654345654,5.502497502497502,4.9710289710289715,0.971028971028971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011988011988011988,0.0,0.0,0.0,0.0
SL1690,97.68288323421403,0.13324233856553247,2.183874427220435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1691,88.0887116870172,4.950577290472631,3.089957637677548,3.866600215964781,0.004153168867846167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1692,94.77400009519125,0.2776411606987038,4.2820199584331515,0.6663387856768892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1693,70.81631827922209,13.223224032668904,9.794606396312618,1.9670076416124207,4.1968220595964905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002021590587474225,0.0
SL1694,44.97796037146403,20.096717593186973,17.5033166431292,15.73586682073009,1.0998416570377028,0.0,0.0,0.0,0.5862969144520049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1695,89.20508896116318,0.14826860531853836,7.8056246412856325,2.841017792232638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1696,36.10656920265461,30.604982206405694,27.28671732230451,5.992113109550832,0.0,0.0,0.0,0.0,0.009618159084351255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1697,69.8939518963357,4.58726811527765,24.763913083340974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518107637297149,0.0,0.0,0.0,0.0,0.0,0.0,0.0030561413159744507,0.0
SL1698,75.71761571761571,9.93006993006993,13.35997335997336,0.8857808857808858,0.10656010656010656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1699,46.382454272989555,43.44416122797681,9.310663566846866,0.8515167642362959,0.0,0.0028010419876193945,0.0,0.0,0.0,0.0,0.0,0.005602083975238789,0.0,0.0,0.0,0.0,0.0,0.0,0.0028010419876193945,0.0
SL1700,60.758591187794096,21.952088977613005,15.948951946385284,1.297590189647797,0.007129616426636247,0.0,0.0,0.0,0.0,0.0,0.0,0.035648082133181234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1701,64.11141624166339,13.974107493134563,21.132470249771153,0.0,0.0,0.6904668497449981,0.0,0.0,0.0,0.0,0.09153916568588989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1702,63.84073672806067,6.608884073672806,14.41340349791054,14.5488314502399,0.0,0.027085590465872156,0.0,0.0,0.0,0.0,0.0,0.561058659650209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1703,75.58584775616481,6.965078878848216,16.131873181191608,1.3133711134936437,0.0,0.0038290703017307397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1704,78.3332842458693,12.638058492622154,8.439607692987364,0.5890495685211911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1705,87.68576784040701,0.5054224126389075,10.282501004150488,1.3991163475699557,0.0,0.0,0.003347168295621904,0.0,0.0,0.0,0.12384522693801045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1706,94.92666357881735,0.5311100818280068,3.8536359425660027,0.6885903967886368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1707,58.013630867318895,19.82521710453996,12.877871825876662,9.277783884797186,0.0,0.005496317467296911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1708,88.6336105951708,1.449567956068804,9.91480255188565,0.0,0.0,0.0,0.0,0.0,0.0,0.002018896874747638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1709,93.30420610978189,0.5339990984430806,6.095911786122959,0.06588300565206838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1710,78.53649476877361,0.8171856621061103,4.451185538290101,16.127035225654677,0.0,0.0,0.04333560329350585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024763201882003344,0.0,0.0,0.0,0.0,0.0
SL1711,59.900677912659624,16.49850228598455,23.009616900520257,0.5833201954910926,0.0,0.0,0.0,0.007882705344474224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1712,76.13814978971665,0.6414704258060862,12.294141803197439,10.926237981279826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1713,91.90036695207384,0.5315245190703881,7.565884576893139,0.002223951962637607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1714,94.34736025418407,0.35467543503158827,4.038127609265896,0.5357076883289614,0.0,0.7241290131894927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1715,31.89567604667124,57.070693205216195,5.46328071379547,2.017844886753603,0.0,0.008236101578586136,3.5360329444063145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008236101578586136,0.0,0.0,0.0,0.0
SL1716,45.560991258320634,2.8069612639345576,31.020931911139627,20.607105621942416,0.0,0.0,0.0,0.0,0.0040099446627636535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1717,76.76777140180349,16.188078229300856,6.147089823164305,0.8970605457313503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1718,90.37282173520632,0.09719747286570549,9.495267408761658,0.0,0.0,0.0,0.0,0.0,0.009256902177686238,0.0,0.0,0.02545648098863715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1719,37.27935204145837,33.68148902337181,9.532907004678938,19.147037625982406,0.0,0.0,0.35921430450848274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1720,93.47528969000693,1.9055164900465484,4.619193819946519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1721,13.333333333333334,0.0,84.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1722,89.55930006480881,0.6848131345863038,9.745085331605098,0.0,0.0,0.01080146899978397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1723,72.95169946332737,0.41741204531902204,25.99880739415623,0.569469290399523,0.0,0.0626118067978533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1724,45.29343404997095,34.22428820453225,19.62314269112642,0.8508342325890264,0.0,0.0,0.0,0.0,0.008300821781356355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1725,95.65217391304348,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1726,19.31150293870697,71.8303946263644,8.606213266162888,0.2518891687657431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1727,64.52250019363333,21.373247618309968,10.831848811091318,3.237549376500658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03485400046472001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1728,88.28598597408772,3.506478069654107,8.195649589920361,0.0,0.0,0.011886366337810532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1729,89.30272845387614,1.93085029594341,8.059044319330157,0.7001587989028439,0.0,0.0,0.0,0.0,0.0,0.0,0.007218131947452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1730,72.5357385976855,3.0190605854322667,24.40776038121171,0.0,0.0,0.01701837985023826,0.02042205582028591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1731,76.34142794823325,3.0609277301148756,8.276380204546555,11.858368474625564,0.46289564247976345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1732,84.6823818990817,2.0022720817949446,12.699990532992521,0.615355486130834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1733,74.58904109589041,12.903055848261328,12.502634351949421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005268703898840885,0.0
SL1734,41.53297682709447,24.328675751825656,30.81478925881203,0.0,0.0,2.369041458225519,0.0,0.0,0.5807601633028578,0.0,0.2875050313380484,0.0,0.0,0.0,0.08625150940141453,0.0,0.0,0.0,0.0,0.0
SL1735,75.44026870007262,13.584785766158316,9.295570079883806,1.6793754538852579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1736,90.94397304716746,0.9764162715248316,8.079610681307711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1737,66.59187956864731,15.94653928735133,15.193843333092085,1.0976815999614002,0.0,1.170056210947866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1738,87.98310393379501,5.341800522973478,6.094652452515732,0.580443090715784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1739,84.35281407552218,1.620537092293446,13.494186644716535,0.5324621874678465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1740,77.89600654805497,3.149097488476285,18.356093568259165,0.551415155300909,0.0,0.008615861801576703,0.0,0.0,0.03877137810709516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1741,76.6382740611788,5.3407112658542655,17.54849539915444,0.47251927381248443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1742,72.39333391501614,13.240554925399179,11.412616700113428,2.3361835790943197,0.3533723060814938,0.0,0.2639385742954367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1743,10.666666666666666,1.3333333333333333,86.66666666666667,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1744,91.07287849195725,1.2245166670324124,5.503741578704822,2.198863262305515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1745,90.77277584825006,0.11020571733903287,9.1170184344109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1746,94.57687723480333,0.5810488676996425,4.256058800158919,0.5860150973381009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1747,60.7685009487666,0.6557651523607545,28.05000558098002,10.525728317892622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1748,80.40320274521018,11.850157277666572,7.746639977123248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1749,89.72955569864777,2.519317450096587,7.74307791371539,0.008048937540244688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1750,93.01675977653632,1.7877094972067038,5.195530726256983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1751,17.142857142857142,2.857142857142857,77.14285714285714,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1752,88.59613471052373,1.2571300435861141,4.75803399997197,5.388701245918181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1753,78.38677746829032,13.535600009207892,6.535300752745102,1.5423217697566816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1754,86.2385065477849,2.3460573976037895,11.005851212036779,0.4095848425745333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1755,86.95726059988104,2.7699889540317786,8.798538533435297,1.474211912651882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1756,81.33869005934172,4.769451918469647,13.799712505989458,0.0,0.0,0.09214551619918175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1757,83.66623986342296,8.589415279556125,7.050789586000854,0.4844216816047802,0.012804097311139564,0.010670081092616303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1856594110115237,0.0,0.0,0.0,0.0,0.0,0.0
SL1758,81.92434772701378,4.386464623447647,11.760852227412556,1.9283354221260112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1759,14.462913990681274,3.2678503966754815,81.74033497040675,0.5100113335851908,0.0,0.012592872434202242,0.0,0.0,0.0,0.0,0.0,0.006296436217101121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1760,68.58242253059888,10.409758893118834,21.007818576282286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1761,80.25511559925592,1.5014615997874037,13.938347063513154,3.9795376029763485,0.0,0.32553813446718044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
