	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria variabile
OTU206	Fungi	NA	NA	NA	NA	NA	NA
OTU207	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU208	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU209	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU210	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae	Libertasomyces	Libertasomyces platani
OTU211	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria	Eucasphaeria capensis
OTU212	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU213	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	NA	NA
OTU214	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium mali
OTU215	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU216	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU217	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	Pseudocamarosporium africanum
OTU218	Fungi	NA	NA	NA	NA	NA	NA
OTU219	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	Symmetrospora gracilis
OTU220	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU221	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paracamarosporium	NA
OTU222	Fungi	NA	NA	NA	NA	NA	NA
OTU224	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU225	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	NA	NA
OTU226	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU227	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium slooffiae
OTU228	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU229	Fungi	NA	NA	NA	NA	NA	NA
OTU230	Fungi	NA	NA	NA	NA	NA	NA
OTU231	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	Candida tropicalis
OTU232	NA	NA	NA	NA	NA	NA	NA
OTU233	NA	NA	NA	NA	NA	NA	NA
OTU234	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	NA
OTU235	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	NA	NA
OTU236	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU237	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
OTU238	Fungi	NA	NA	NA	NA	NA	NA
OTU239	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU240	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
OTU242	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
OTU243	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Elasticomyces	Elasticomyces elasticus
OTU244	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis ranunculi
OTU246	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU247	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
OTU248	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU249	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula araucariae
OTU250	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia marmoricola
OTU251	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU252	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	Neofusicoccum parvum
OTU253	Fungi	NA	NA	NA	NA	NA	NA
OTU254	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia pullulans
OTU255	Fungi	Ascomycota	Dothideomycetes	Bezerromycetales	Bezerromycetaceae	Bezerromyces	NA
OTU256	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia fleischhakii
OTU257	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU258	Fungi	NA	NA	NA	NA	NA	NA
OTU260	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU261	Fungi	NA	NA	NA	NA	NA	NA
OTU262	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma taibaiensis
OTU263	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	Cuniculitrema	Cuniculitrema polymorpha
OTU264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria eureka
OTU265	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU266	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea cancriformis
OTU267	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU268	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Desertella	NA
OTU270	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema viticola
OTU271	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
OTU272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Populocrescentia	Populocrescentia forlicesenensis
OTU273	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU274	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA
OTU275	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium velox
OTU276	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria ceuthocarpa
OTU277	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	NA	NA
OTU278	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma capsuligena
OTU279	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
OTU280	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Neocladosporium	Neocladosporium leucadendri
OTU281	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Gelidatrema	NA
OTU282	Fungi	NA	NA	NA	NA	NA	NA
OTU283	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Saitoella	Saitoella coloradoensis
OTU284	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema mangalensis
OTU285	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU286	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA
OTU287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma shoemakeri
OTU288	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU289	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU290	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU291	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU292	Fungi	NA	NA	NA	NA	NA	NA
OTU293	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU294	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	NA
OTU295	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU296	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Thysanorea	Thysanorea aquatica
OTU298	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU299	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	Sarocladium implicatum
OTU301	Fungi	NA	NA	NA	NA	NA	NA
OTU302	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sporidesmium	NA
OTU303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	Acremonium sclerotigenum
OTU304	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
OTU305	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
OTU306	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU307	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU308	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	NA
OTU309	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU310	Fungi	NA	NA	NA	NA	NA	NA
OTU311	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	NA
OTU312	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
OTU313	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
OTU314	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	NA	NA
OTU315	Fungi	NA	NA	NA	NA	NA	NA
OTU316	Fungi	Basidiomycota	Cystobasidiomycetes	NA	NA	NA	NA
OTU317	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU319	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU320	Fungi	NA	NA	NA	NA	NA	NA
OTU321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
