,Unclassified,Sordariomycetes,Dothideomycetes,Monocotyledonae,Eurotiomycetes,Tremellomycetes,Saccharomycetes,Lecanoromycetes,Eudicotyledonae,Pezizomycetes,Cystobasidiomycetes,Microbotryomycetes,Basidiobolomycetes,Agaricomycetes,Lichinomycetes,Atractiellomycetes,Leotiomycetes,Orbiliomycetes,Taphrinomycetes,Wallemiomycetes,Arthoniomycetes,Mortierellomycetes,Archaeorhizomycetes,Agaricostilbomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Schizosaccharomycetes,Candelariomycetes,Calcarisporiellomycetes,Glomeromycetes,Xylonomycetes,Myxogastrea,Archaeosporomycetes,Tritirachiomycetes,Spiculogloeomycetes,Polypodiopsida,Pucciniomycetes,Geoglossomycetes,Endogonomycetes,Olpidiomycetes,Rhizophlyctidomycetes,Bryopsida
SL1762,45.67312569747388,2.889317236481688,20.56609516079943,13.965709647965912,2.520036522268439,12.005681241757127,0.0,0.0,0.0,0.0,1.4243684691082479,0.0,0.0,0.30232322207568224,0.6533428020695952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1763,42.98319791168793,0.033089451818081546,41.57505790654068,9.09592264421486,3.5405713445347256,0.7463509687856171,0.10294496121180925,0.0,0.0,0.0,1.5699106584800913,0.0,0.0,0.06617890363616309,0.0,0.0,0.0,0.27942203757491085,0.0036766057575646164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036766057575646164,0.0,0.0,0.0,0.0,0.0,0.0
SL1764,55.7905913100294,1.7232930414897092,20.91636720026135,0.5962103887618425,3.993792878144397,0.1960143743874551,14.652074485462267,0.0,0.0,0.0,0.0,0.0,0.0,0.008167265599477294,1.1107481215289121,0.1633453119895459,0.8493956223456387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1765,33.47173535717932,6.793043596637512,37.93690229044005,1.5519177755845217,18.595786679372427,0.22802300650035734,0.0,0.6772623625906136,0.0,0.0,0.061259912194125854,0.0,0.0,0.0034033284552292143,0.0,0.0,0.0034033284552292143,0.5989858081203417,0.0,0.0,0.0,0.061259912194125854,0.0,0.0,0.0,0.0,0.0,0.01701664227614607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1766,82.80656538252849,0.6239826370048833,7.776044492674987,1.1326641345632122,0.003391209983722192,7.141888225718937,0.0,0.0,0.0,0.0,0.13903960933260986,0.0,0.0,0.3764243081931633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1767,9.01108201750906,0.6136105160147055,4.729032769975403,0.3015155121796398,79.87516199846597,0.751143907535243,0.0,0.38350657250919096,0.0,3.282287286095903,0.19043084979766722,0.0,0.0,0.4707873786664551,0.3914411912507604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1768,58.542440697342094,2.5978851100314375,27.7707916547585,3.73249499857102,0.08002286367533581,1.59759931408974,1.1488996856244642,0.002857959416976279,0.6373249499857102,0.0,0.4315518719634181,0.0,0.0,3.4581308945412976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1769,33.431426644595675,5.327692967935749,25.363251793268347,0.0,1.0943535037704617,0.1502053828704555,1.2077738949175403,9.98405983691987,3.721414996014959,0.0,0.0030654159769480716,0.0,0.0,14.683342529581264,5.030347618171786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030654159769480716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1770,61.78764441280217,1.1553024173974953,4.252289569916831,17.85702728067053,13.326429565386233,0.04206983592763988,0.03883369470243681,0.0,0.0,0.0,1.0290929096145756,0.0,0.0,0.4206983592763988,0.0,0.0,0.0,0.0906119543056859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1771,18.836196467457054,8.94628599080571,22.26590854101137,11.571497701427534,0.05443987418340189,21.84248729736269,0.05443987418340189,0.006048874909266876,0.0,0.0,9.6056133559158,6.278732155819018,0.0,0.5141543672876845,0.0,0.0,0.0,0.0,0.0,0.012097749818533753,0.0,0.0,0.0,0.0,0.012097749818533753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1772,49.34896994559886,0.4860429858200303,33.175778114688306,3.268527601890663,1.1058592704896102,6.541514313742977,0.0,0.004459109961651654,0.0,0.0,3.1793454026576295,1.2574690091857665,0.0,1.0166770712565771,0.10701863907963971,0.0,0.4369927762418621,0.0,0.0,0.0490502095781682,0.004459109961651654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017836439846606617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1773,83.24643101154302,1.5103024200798303,1.7404437412348521,0.003595958143047215,0.00719191628609443,1.4635549642202166,0.23373727929806898,7.317774821101082,0.0,0.003595958143047215,0.0,0.003595958143047215,0.0,4.333129562371894,0.0,0.0,0.0,0.0,0.0,0.0,0.00719191628609443,0.0,0.0,0.0,0.0,0.0,0.003595958143047215,0.12585853500665253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1774,37.108957110902196,30.427594255519175,13.002885207637696,0.0,1.189742924757675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9485201154083054,13.599377573183778,0.0,0.0,0.0,0.0,0.7196810062566862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032418063344895774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1775,9.97557867912508,20.466128689743044,20.142280739010406,34.04650668931833,2.2297727755362073,0.3716287959227012,12.306222127840305,0.0,0.0,0.0,0.03716287959227012,0.0,0.0,0.22297727755362073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017413463580378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1776,15.236741253554209,0.8437384101866733,0.8530102608480653,0.0,0.41723327976264063,0.0,0.012362467548522686,0.033996785758437384,0.0,0.0,0.0,0.0,0.0,82.5874644579058,0.0,0.0,0.015453084435653356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1777,3.798273512039982,0.13175829168559747,80.76783280327125,0.0,13.493866424352568,0.059064061790095414,0.0,0.04543389368468878,0.0,0.0,0.0,0.013630168105406633,0.0,1.408450704225352,0.28169014084507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1778,45.895320689087875,0.0775576394274836,45.0797903593504,1.7250699193870596,3.078803262121319,0.458295142071494,0.07990787092528615,0.0023502314978025335,0.0,0.0,0.0211520834802228,0.11046088039671907,0.0,2.519448165644316,0.0,0.0,0.0,0.9518437566100261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1779,39.008573791182485,0.5570788179483832,9.687948818383601,0.08704356530443487,2.136919528223876,29.664447055751403,0.0,0.0,0.0,1.2577795186490839,2.615659137398268,0.03481742612177395,0.0,11.35918527222875,3.255429342385864,0.0,0.20890455673064368,0.0,0.0,0.12186099142620882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004352178265221744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1780,85.61303591203924,0.0221483942414175,12.162632494858409,1.9174181300427147,0.009492168960607499,0.26578073089701,0.0,0.006328112640404999,0.0,0.0,0.0,0.0,0.0,0.0031640563202024997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1781,35.00951244078039,0.48494796135337787,26.59753049576603,0.0,6.4460775170664375,6.889991420151453,0.0,17.40217107471929,0.0,0.0,0.764725631364942,0.514790912821278,0.0,5.707464468235909,0.0,0.0,0.0,0.0,0.09325922333718804,0.0,0.0,0.0,0.0,0.0,0.0,0.007460737866975044,0.0,0.08206811653672548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1782,73.24726354195903,1.083356721863598,13.555992141453832,3.6037047431939375,2.065674992983441,0.14594442885209094,1.2517541397698568,0.0,1.3078866124052764,0.0,2.323884367106371,0.0,0.0,1.4145383104125737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1783,17.312018542504603,0.25904969663917105,67.03251755402549,2.133751448633172,0.33744631535892017,2.239416456472834,0.0,0.02385984047992365,0.0,0.8282773195173495,0.811234576317404,6.554639034699025,0.1908787238393892,1.8167564251141863,0.0,0.0,0.030676937759901834,0.0,0.10225645919967279,0.0,0.006817097279978185,0.3204035721589747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1784,2.833326134842137,0.0,0.005758792956996214,0.0,0.0,71.17724125023395,25.982234123727668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014396982392490534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1785,57.71502201224095,3.2141451018289846,12.613193027667418,3.6436522423851962,2.1869071906653783,0.5154085686674541,17.642005798346396,0.0035792261713017645,0.0,0.0,0.0,0.0,0.0,0.5977307706073947,0.06800529725473353,1.8003507641647876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1786,30.745814307458144,9.12461460406666,41.895952854856965,2.6772821293369238,10.767669671779261,1.9396635834992,0.1053740779768177,0.007805487257542052,0.0,0.0,0.21465089958240643,1.4245014245014245,0.0,0.7844514693829763,0.0,0.0,0.17562346329469616,0.13659602700698592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1787,33.573374854028806,7.150642273258077,45.31724406383807,2.70533281432464,1.9073569482288828,6.718567536006228,0.07006617360840794,0.5683145192681978,0.0,0.007785130400934216,0.720124562086415,0.0,0.0,1.257298559750876,0.0,0.0,0.0,0.0,0.0,0.0,0.003892565200467108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1788,55.51242722093533,0.018781694108808613,36.924810617917736,0.47580291742315156,0.0,6.091529455956928,0.0,0.0031302823514681023,0.0,0.0,0.20033807049395855,0.7105740937832592,0.0,0.06260564702936205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1789,16.460847956182167,1.9892991175575616,79.11045745004564,0.0,0.0,0.0025357541332792373,0.0,0.0,0.0012678770666396187,0.0,0.024089664266152753,0.0,0.0,2.411502180748555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1790,50.84593232541397,6.6504679625629946,11.429085673146147,1.2958963282937366,15.667746580273578,5.15658747300216,0.0,0.026997840172786176,0.0,0.0,0.0,0.0,0.755939524838013,3.3657307415406765,1.763858891288697,0.0,0.9089272858171347,0.0,0.0,2.1238300935925127,0.008999280057595392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1791,40.77425842131724,8.381814264167206,38.892480068950654,0.0,0.2585649644473174,6.866336278100984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.851396969044028,0.0,1.9679666738490267,0.0,0.0,0.0,0.0,0.007182360123536594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1792,85.76315360807949,1.1158169082912526,6.4261280338817395,0.0,1.050659716566216,0.700439811044144,0.8959113862192539,0.07330184069066623,0.0,0.5782700765597003,0.0,0.0,1.75109952761036,1.6044958462290275,0.0,0.0,0.0,0.0,0.0,0.01628929793125916,0.0,0.01628929793125916,0.0,0.0,0.0,0.00814464896562958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1793,71.49873142442914,2.7455599855019934,9.139180862631388,0.0,2.0804639362087713,12.828923523015586,0.06342877854295034,0.2084088437839797,0.001812250815512867,0.0,0.01812250815512867,0.11960855382384922,0.5110547299746285,0.5672345052555273,0.0,0.0,0.08698803914461761,0.019934758970641536,0.0,0.0,0.07430228343602754,0.0,0.0,0.005436752446538601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030808263863718738,0.0,0.0,0.0,0.0,0.0
SL1794,81.65913191558376,0.014191011008169968,11.40349098870801,3.1382407200924445,0.002027287286881424,1.6583210006690048,0.15001925922922538,0.004054574573762848,0.0,0.0,1.0825714111946805,0.12974638636041114,0.0,0.17231941938492104,0.0,0.0,0.0,0.0,0.0,0.0,0.5514221420317473,0.03446388387698421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1795,67.1708658623137,0.7097232079489,9.552430801987224,0.0022178850248403123,0.4724095102909865,9.80748757984386,0.011089425124201562,0.035486160397444996,0.0022178850248403123,0.09980482611781405,6.125798438608943,3.6772533711852375,0.2350958126330731,1.009137686302342,0.0,0.0,0.6786728176011355,0.0,0.0,0.0,0.0,0.2550567778566359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15525195173882186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1796,94.3896103896104,3.497835497835498,0.6233766233766234,0.24242424242424243,0.5367965367965368,0.017316017316017316,0.0,0.017316017316017316,0.0,0.06926406926406926,0.017316017316017316,0.0,0.0,0.45021645021645024,0.1038961038961039,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1797,57.600975299480545,0.09010919113749602,40.05088519028941,0.2809286547227817,0.09540973179264285,0.9646983992367222,0.0,0.015901621965440475,0.005300540655146825,0.0,0.1484151383441111,0.18551892293013889,0.0,0.5565567687904166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1798,9.055892937471885,2.9830184435447595,40.617971210076476,0.9306117858749438,42.06590193432299,0.21086369770580296,2.02991452991453,0.9278002699055331,0.0,0.0871569950517319,0.1321412505623032,0.0,0.0,0.9587269455690508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1799,75.23004227804029,0.1088037801541905,22.77418552598856,1.088037801541905,0.3046505844317334,0.3792588908231783,0.0,0.0,0.0,0.0,0.0435215120616762,0.03730415319572246,0.0,0.031086794329768713,0.0,0.0,0.0,0.0031086794329768714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1800,44.57388105456775,3.218884120171674,25.475168608215817,1.8087063151440834,17.811158798283262,0.5977927651747394,1.0576333537706928,0.0,0.0,0.0,0.0,0.0,0.7204169221336604,0.8430410790925812,0.0,3.8473329245861434,0.04598405885959534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1801,55.677844654628835,0.005732301519059902,40.716537689882486,0.5445686443106907,0.0,2.4648896531957583,0.0,0.0,0.0,0.0,0.011464603038119804,0.0,0.0,0.5732301519059902,0.0,0.0,0.005732301519059902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1802,75.52263374485597,0.6452674897119342,18.423045267489712,2.9563786008230455,0.02633744855967078,0.14156378600823044,0.0,0.6979423868312757,0.0,0.0,0.0,0.0,0.0,0.16790123456790124,0.0,0.0,0.0,0.0,0.0,0.0,1.4189300411522634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1803,82.38530936080363,0.9405592168404888,13.87164885789238,0.358308273082091,1.3628511101158103,0.051186896154584424,0.0,0.0,0.0,0.0,0.6846247360675667,0.0,0.0,0.3455115490434449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1804,59.38796867669878,3.2261556782505143,35.72227635235105,0.6279094944245968,0.15156436072317853,0.07939085561690304,0.0036086752553137745,0.06495615459564794,0.0,0.03247807729782397,0.0,0.0,0.0,0.12991230919129587,0.0,0.0,0.1263036339359821,0.06495615459564794,0.0,0.0,0.05773880408502039,0.13352098444660965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19125978853163003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1805,8.308706524210047,89.6112752898386,1.4719254375994544,0.0,0.11934530575130711,0.43191634462377815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05683109797681291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1806,75.2373438187133,0.7320795716170422,6.654680911607212,0.33499754248907054,0.0,12.55141371549784,0.12804925369273354,2.3022997128592495,0.0,0.0,1.169257831699304,0.0,0.2470445197506273,0.6428331220736219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1807,77.55412831887705,0.06621201085876978,18.062636562272395,0.4767264781831424,0.0066212010858769784,2.2445871681122957,0.0,0.0,0.0,0.0,0.013242402171753957,1.191816195457856,0.0,0.3774084618949877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066212010858769784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1808,41.45538264265314,0.5886810048376756,46.62528414058402,0.0,2.7918633793786793,0.783936585650172,0.0,0.0029142624001865128,0.0,0.0,0.008742787200559538,0.0,1.4221600512910182,5.665326105962581,0.5770239552369295,0.0,0.0,0.0,0.0,0.0,0.0,0.07868508480503585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1809,89.10399602879126,4.908855243925981,4.1945892280963015,0.0,0.12134248917569841,0.6591103389316345,0.00827335153470671,0.11858470533079617,0.0,0.0,0.0,0.0,0.0,0.6149857974131987,0.0,0.0,0.04688232536333802,0.0,0.0,0.0,0.22338049143708116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1810,92.58552268046415,0.02511679308785854,1.7631988747676697,0.2963781584367308,0.15572411714472295,0.9594614959561963,0.03516351032300196,0.0,0.0,0.0,0.9042045511629075,1.5773346059175164,0.0,1.6124981162405183,0.08037373788114734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050233586175717085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1811,62.3867654270008,0.833612924871603,11.195705473972179,0.0,0.21679097736598962,4.792629106769557,0.0,0.0,0.0,0.0,0.15743154308720675,20.360285957622526,0.0,0.05677858931014014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1812,71.48004171802408,7.0731013558357825,19.588508580639044,0.0,0.15170190575519105,0.0948136910969944,0.0,0.0,0.0,0.07585095287759552,0.0,0.0,0.0,0.7205840523371575,0.4835498245946715,0.0,0.1422205366454916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00948136910969944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18014601308428937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1813,33.917177530339046,0.0,30.639309395721256,3.6344301263605656,0.03127736769673464,2.5647441511322406,0.0,0.025021894157387713,0.0,0.0,28.099587138746404,0.0,0.0,1.0759414487676717,0.0,0.0,0.0,0.0,0.0,0.0,0.012510947078693857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1814,28.027358930514534,35.364526659412405,16.182185605471787,0.0,0.0310896937665164,18.933623503808487,0.0310896937665164,0.0,0.0,0.0,0.6062490284470698,0.77724234416291,0.0,0.0310896937665164,0.0,0.0,0.0155448468832582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1815,72.65779249729317,1.789694923890198,3.815043627794408,15.0117826890007,4.8213489586650535,1.1336857524998407,0.01273804216291956,0.22291573785109228,0.0,0.0,0.00636902108145978,0.0,0.2547608432583912,0.20380867460671295,0.0,0.07005923189605757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1816,86.39168924013516,0.0027925940406043175,6.233069898628837,1.5247563461699574,0.0,0.0,0.114496355664777,0.0,0.0,0.0,0.24574827557317994,0.0,1.7984305621491803,1.5191711580887486,1.2566673182719428,0.0,0.5082521153899857,0.0,0.0,0.0,0.0,0.404926135887626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1817,65.67435420362598,0.2250010817359699,31.720825580892217,0.25528968889273507,0.025961663277227296,1.951451689671585,0.0,0.021634719397689413,0.0,0.0,0.08221193371121976,0.0,0.0,0.043269438795378826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1818,53.54219587919842,0.23520556966788975,1.3924169724339073,43.59770439364004,0.0,0.056449336720293536,0.2822466836014677,0.0,0.0,0.0,0.0,0.0,0.0,0.7307053031015774,0.0,0.0,0.0,0.0,0.0,0.01254429704895412,0.1473954903252109,0.00313607426223853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1819,77.25535168195718,1.1850152905198776,21.168875297315665,0.0,0.20812096500169894,0.1656472986748216,0.0127420998980632,0.0,0.0,0.0,0.0,0.0,0.0,0.004247366632687734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1820,85.2955610082534,5.3446352888690605,1.9183582422484944,0.3479812625474013,2.27526210127147,0.0,4.612982377871961,0.0,0.0,0.0,0.0,0.0,0.0,0.12937764889582867,0.07138077180459514,0.0,0.0,0.0,0.0,0.0,0.0,0.004461298237787196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
