,Unclassified,Hypocreales,Dothideales,Capnodiales,Poales,Pleosporales,Chaetothyriales,Tremellales,Saccharomycetales,Lecanorales,Proteales,Pezizales,Xylariales,Sordariales,Mycosphaerellales,Basidiobolales,Sporidiobolales,Filobasidiales,Botryosphaeriales,Agaricales,Lichinales,Togniniales,Myriangiales,Auriculariales,Diaporthales,Eurotiales,Atractiellales,Microascales,Lecideales,Erythrobasidiales,Conioscyphales,Helotiales,Pleurotheciales,Cystobasidiales,Cystofilobasidiales,Bezerromycetales,Orbiliales,Verrucariales,Thelebolales,Taphrinales,Russulales,Wallemiales,Corticiales,Acarosporales,Lichenostigmatales,Calosphaeriales,Neocelosporiales,Glomerellales,Coniochaetales,Caliciales,Venturiales,Mortierellales,Savoryellales,Trechisporales,Archaeorhizomycetales,Tubeufiales,Leucosporidiales,Agaricostilbales,Sareales,Boletales,Mycocaliciales,Cantharellales,Mytilinidales,Blastocladiales,Hymenochaetales,Peltigerales,Ostropales,Polyporales,Mucorales,Schizosaccharomycetales,Choanoflagellida,Candelariales,Trapeliales,Erysiphales,Atheliales,Phacidiales,Calcarisporiellales,Phaeomoniellales,Thelephorales,Teloschistales,Diversisporales,Glomerales,Trichosphaeriales,Symbiotaphrinales,Sebacinales,Physarida,Archaeosporales,Magnaporthales,Chaetosphaeriales,Myrmecridiales,Amphisphaeriales,Trichosporonales,Tritirachiales,Spiculogloeales,Neophaeothecales,Phallales,Patellariales,Abrothallales,Naohideales,Polypodiales,Ophiostomatales,Pertusariales,Delonicicolales,Umbilicariales,Septobasidiales,Sclerococcales,Geoglossales,Geastrales,Thyridiales,Onygenales,Caryophyllales,Phaeothecales,Gloeophyllales,Monoblastiales,Rhytismatales,Valsariales,Hysteriales,Tremellodendropsidales,Olpidiales,Rhizophlyctidales,Hypnales,Gigasporales
SL1780,85.61619996835944,0.0,10.336971998101566,0.6106628697990825,1.9174181300427147,1.1991773453567474,0.006328112640404999,0.2626166745768075,0.0,0.0,0.0,0.0,0.0,0.0,0.012656225280809999,0.0,0.0,0.0031640563202024997,0.0,0.0,0.0,0.0,0.0,0.0,0.0221483942414175,0.0031640563202024997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031640563202024997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006328112640404999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1781,35.33032416906032,0.4812175924198903,0.7684560002984295,0.003730368933487522,0.0,25.10911329130451,4.9054351475360916,5.22251650688253,0.0,5.50975491476107,0.0,0.0,0.003730368933487522,0.0,0.3954191069496773,0.0,0.514790912821278,1.6674749132689224,0.0,5.707464468235909,0.0,0.0,0.0,0.0,0.0,1.4697653597940836,0.0,0.0,9.39306897452158,0.0,0.0,0.0,0.0,0.764725631364942,0.0,0.0,0.0,0.07087700973626292,0.0,0.09325922333718804,0.0,0.0,0.0,1.622710486067072,0.0,0.0,0.0,0.0,0.0,0.8766366993695677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007460737866975044,0.0,0.0,0.0,0.0,0.0,0.08206811653672548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1782,73.2977827673309,1.077743474600056,0.0,13.118158854897558,3.6037047431939375,0.1234914397979231,0.954252034802133,0.14594442885209094,1.2517541397698568,0.0,1.3078866124052764,0.0,0.0,0.0,0.26382262138647206,0.0,0.0,0.0,0.0,1.4145383104125737,0.0,0.005613247263541959,0.0,0.0,0.0,1.111422958181308,0.0,0.0,0.0,2.323884367106371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1783,18.02781375690231,0.02385984047992365,63.920512645715455,1.8167564251141863,2.133751448633172,0.5283250391983093,0.28972663439907287,0.7703319926375349,0.0,0.0034085486399890925,0.0,0.8282773195173495,0.0,0.2351898561592474,0.6442156929579385,0.1908787238393892,6.431931283659418,1.469084463835299,0.0,1.8167564251141863,0.0,0.0,0.0,0.0,0.0,0.0477196809598473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34085486399890924,0.0,0.0,0.0,0.0,0.030676937759901834,0.10225645919967279,0.0,0.0,0.0,0.020451291839934556,0.006817097279978185,0.0,0.0,0.0,0.0,0.0,0.0,0.3204035721589747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1784,2.833326134842137,0.0,0.0,0.0014396982392490534,0.0,0.00431909471774716,0.0,71.17724125023395,25.982234123727668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014396982392490534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1785,60.37796628368947,0.17538208239378647,0.0,0.014316904685207058,3.6436522423851962,9.939511077705,1.5712802892014746,0.5154085686674541,17.642005798346396,0.0,0.0,0.0,2.036579691470704,0.014316904685207058,0.0,0.0,0.0,0.0,0.0,0.5905723182647912,0.06800529725473353,0.9842871971079853,0.0,0.0,0.0,0.6156269014639035,1.8003507641647876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035792261713017645,0.0,0.0,0.0,0.0,0.0035792261713017645,0.0035792261713017645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1786,39.620653319283456,0.17172071966592514,6.326347422237833,2.540686102329938,2.6772821293369238,28.345626975763963,10.615462670257191,1.2527807048354993,0.1053740779768177,0.0,0.0,0.0,0.0,0.0,0.5463841080279437,0.0,1.4245014245014245,0.6868828786637006,3.5319829840377786,0.6283417242321352,0.0,0.33563595207430824,0.14049877063575694,0.0,0.06634664168910744,0.0,0.0,0.0,0.0,0.16781797603715412,0.0,0.0,0.011708230886313079,0.0,0.0,0.0,0.13659602700698592,0.0,0.17562346329469616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14049877063575694,0.0,0.027319205401397182,0.0,0.0,0.0,0.0,0.10927682160558873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007805487257542052,0.0,0.0,0.0,0.0,0.011708230886313079,0.0,0.0,0.0,0.0,0.16001248877961208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035124692658939236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1787,45.69871545348384,6.952121448034254,0.0,13.402101985208253,2.70533281432464,17.539898793304786,1.261191124951343,6.5239392759828725,0.07006617360840794,0.5683145192681978,0.0,0.007785130400934216,0.0,0.0,0.05838847800700662,0.0,0.0,0.1907356948228883,2.2499026858699884,1.257298559750876,0.0,0.0,0.0,0.0,0.0,0.6461658232775399,0.0,0.003892565200467108,0.0,0.007785130400934216,0.0,0.0,0.11288439081354612,0.7123394316854808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003892565200467108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027247956403269755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1788,55.765980091404245,0.0,31.043010079509173,5.753458961998372,0.47580291742315156,0.09703875289551117,0.0,3.9003318099292557,0.0,0.0,0.0,0.0,0.015651411757340514,0.0,0.03130282351468103,0.0,0.6573592938083015,2.1911976460276716,0.0,0.059475364677893945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031302823514681023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031302823514681023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031302823514681023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1789,16.460847956182167,0.0,7.725174967035196,71.24454812861345,0.0,0.04564357439902627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0950907799979714,0.0,0.0,0.0025357541332792373,0.0,1.9652094532914088,0.0,0.0,0.0,0.0,1.9892991175575616,0.0,0.0,0.0,0.0,0.024089664266152753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44629272745714577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012678770666396187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1790,56.02951763858891,1.286897048236141,0.3509719222462203,2.294816414686825,1.2958963282937366,6.731461483081353,15.658747300215984,0.13498920086393087,0.0,0.0,0.0,0.0,0.19798416126709864,0.755939524838013,2.0518358531317493,0.755939524838013,0.0,0.0,0.0,2.933765298776098,1.763858891288697,0.06299496040316775,0.0,0.0,0.0,0.008999280057595392,0.0,0.0,0.017998560115190784,0.0,0.0,0.9089272858171347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1238300935925127,0.0,0.0,0.008999280057595392,0.0,0.0,3.0417566594672425,0.0,0.0,0.0,0.0,1.304895608351332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999280057595392,0.0,0.26997840172786175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1791,40.77425842131724,7.821590174531351,0.0,0.0,0.0,38.892480068950654,0.2513826043237808,6.866336278100984,0.0,0.0,0.0,0.0,0.35193564605329314,0.0,0.0,0.0,0.0,0.0,0.0,2.851396969044028,0.0,0.0,0.0,0.0,0.0,0.007182360123536594,1.9679666738490267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007182360123536594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20828844358256124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1792,85.82831079980453,0.9203453331161427,0.0,0.00814464896562958,0.0,6.360970842156703,0.34207525655644244,0.700439811044144,0.8959113862192539,0.0,0.0,0.5782700765597003,0.09773578758755498,0.08144648965629582,0.0,1.75109952761036,0.0,0.0,0.0,0.6922951620785144,0.0,0.0,0.00814464896562958,0.0,0.0,0.11402508551881414,0.0,0.0,0.01628929793125916,0.0,0.0,0.0,0.0,0.0,0.0,0.04072324482814791,0.0,0.5945593744909594,0.0,0.0,0.0,0.01628929793125916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01628929793125916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00814464896562958,0.0,0.0,0.0,0.9122006841505131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01628929793125916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1793,71.81587531714389,0.7883291047480971,0.030808263863718738,1.5712214570496557,0.0,6.297571583907213,0.6614715476621964,1.3591881116346503,0.06342877854295034,0.03624501631025734,0.001812250815512867,0.0,0.04530627038782167,1.7252627763682493,0.13954331279449075,0.5110547299746285,0.11960855382384922,11.348314606741573,0.0,0.5672345052555273,0.0,0.0,0.0,0.0,0.0,1.418992388546575,0.0,0.10511054729974628,0.0,0.0,0.0,0.08698803914461761,0.0,0.001812250815512867,0.061616527727437476,0.0,0.019934758970641536,0.0,0.0,0.0,0.0,0.0,0.0,0.13954331279449075,0.07430228343602754,0.0,0.0,0.0,0.007249003262051468,0.0,0.9913011960855382,0.0,0.0,0.0,0.0,0.0,0.0,0.005436752446538601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005436752446538601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1794,82.68493928274576,0.0,6.239990269021023,0.5939951750562572,3.1382407200924445,4.437731870983437,0.0,0.6973868266872099,0.15001925922922538,0.0,0.0,0.0,0.012163723721288544,0.0,0.13177367364729256,0.0,0.12974638636041114,0.9609341739817949,0.0,0.17231941938492104,0.0,0.0,0.0,0.0,0.0,0.002027287286881424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058791331319561296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514221420317473,0.0,0.0,0.0,0.0,0.0,0.0,0.03446388387698421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004054574573762848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1795,70.86586231369766,0.3371185237757275,0.4014371894960965,1.5990951029098652,0.0022178850248403123,5.762065294535131,0.21291696238466998,3.091731724627395,0.011089425124201562,0.0,0.0022178850248403123,0.09980482611781405,0.0,0.33933640880056776,0.4568843151171043,0.2350958126330731,3.6772533711852375,6.715755855216465,0.0,0.8538857345635202,0.0,0.0,1.3329488999290278,0.15525195173882186,0.031050390347764373,0.25949254790631654,0.0,0.0,0.0,0.0,0.0022178850248403123,0.1796486870120653,0.0,2.4308019872249824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2550567778566359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006653655074520937,0.02883250532292406,0.0,0.0,0.0,0.0,0.0,0.0,0.49902413058907025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15525195173882186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1796,94.35497835497836,0.6406926406926406,0.03463203463203463,0.0,0.24242424242424243,0.5714285714285714,0.2943722943722944,0.017316017316017316,0.0,0.0,0.0,0.06926406926406926,1.1255411255411256,1.6796536796536796,0.017316017316017316,0.0,0.0,0.0,0.0,0.2943722943722944,0.1038961038961039,0.0,0.0,0.0,0.0,0.24242424242424243,0.0,0.0,0.017316017316017316,0.017316017316017316,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03463203463203463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.03463203463203463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15584415584415584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1797,57.66458178734231,0.0,23.984946464539384,0.911692992685254,0.2809286547227817,4.362344959185837,0.09010919113749602,0.8374854235131983,0.0,0.015901621965440475,0.0,0.0,0.047704865896321426,0.037103784586027776,0.037103784586027776,0.0,0.1696173009646984,0.12191243506837697,10.74949644863776,0.5512562281352698,0.0,0.005300540655146825,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.1060108131029365,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005300540655146825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1798,11.240440845704004,0.02249212775528565,0.0,4.757085020242915,0.9306117858749438,31.96412505623032,40.33400809716599,0.014057579847053532,2.02991452991453,0.9278002699055331,0.0,0.0871569950517319,1.2961088618983356,0.0,0.18556005398110662,0.0,0.0,0.19680611785874944,2.721547458389564,0.804093567251462,0.0,0.0,0.16306792622582097,0.0,0.0,1.501349527665317,0.0,0.0,0.0,0.06185335132703554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771255060728745,0.0,0.0,0.011246063877642825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37674313990103464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053418803418803416,0.0,0.0,0.0,0.0,0.0,0.0,0.143387314439946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1799,75.68390947525491,0.0,3.335613031584183,0.05595622979358369,1.088037801541905,14.962074110917682,0.3046505844317334,0.37615021139020144,0.0,0.0,0.0,0.0,0.0,0.0,0.031086794329768713,0.0,0.0,0.0,3.960457597612534,0.031086794329768713,0.0,0.0031086794329768714,0.01865207659786123,0.0,0.10569510072121363,0.0,0.0,0.0,0.0,0.04041283262869933,0.0,0.0,0.0,0.0,0.0,0.0,0.0031086794329768714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1800,48.896382587369715,0.0,0.41385652973635806,12.339055793991417,1.8087063151440834,10.944206008583691,17.519926425505826,0.5977927651747394,1.0576333537706928,0.0,0.0,0.0,0.6284488044144696,0.0,0.061312078479460456,0.7204169221336604,0.0,0.0,0.0,0.030656039239730228,0.0,0.0,0.0,0.0,0.0,0.29123237277743713,3.8473329245861434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7970570202329859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04598405885959534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1801,55.683576956147895,0.005732301519059902,6.913155631986243,25.30237890513041,0.5445686443106907,8.478073946689596,0.0,0.6764115792490685,0.0,0.0,0.0,0.0,0.0,0.0,0.005732301519059902,0.0,0.0,1.7884780739466897,0.0,0.5732301519059902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005732301519059902,0.0,0.011464603038119804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011464603038119804,0.0,0.0,0.0,0.0,0.0
