,Unclassified,Hypocreales,Dothideales,Capnodiales,Poales,Pleosporales,Chaetothyriales,Tremellales,Saccharomycetales,Lecanorales,Proteales,Pezizales,Xylariales,Sordariales,Mycosphaerellales,Basidiobolales,Sporidiobolales,Filobasidiales,Botryosphaeriales,Agaricales,Lichinales,Togniniales,Myriangiales,Auriculariales,Diaporthales,Eurotiales,Atractiellales,Microascales,Lecideales,Erythrobasidiales,Conioscyphales,Helotiales,Pleurotheciales,Cystobasidiales,Cystofilobasidiales,Bezerromycetales,Orbiliales,Verrucariales,Thelebolales,Taphrinales,Russulales,Wallemiales,Corticiales,Acarosporales,Lichenostigmatales,Calosphaeriales,Neocelosporiales,Glomerellales,Coniochaetales,Caliciales,Venturiales,Mortierellales,Savoryellales,Trechisporales,Archaeorhizomycetales,Tubeufiales,Leucosporidiales,Agaricostilbales,Sareales,Boletales,Mycocaliciales,Cantharellales,Mytilinidales,Blastocladiales,Hymenochaetales,Peltigerales,Ostropales,Polyporales,Mucorales,Schizosaccharomycetales,Choanoflagellida,Candelariales,Trapeliales,Erysiphales,Atheliales,Phacidiales,Calcarisporiellales,Phaeomoniellales,Thelephorales,Teloschistales,Diversisporales,Glomerales,Trichosphaeriales,Symbiotaphrinales,Sebacinales,Physarida,Archaeosporales,Magnaporthales,Chaetosphaeriales,Myrmecridiales,Amphisphaeriales,Trichosporonales,Tritirachiales,Spiculogloeales,Neophaeothecales,Phallales,Patellariales,Abrothallales,Naohideales,Polypodiales,Ophiostomatales,Pertusariales,Delonicicolales,Umbilicariales,Septobasidiales,Sclerococcales,Geoglossales,Geastrales,Thyridiales,Onygenales,Caryophyllales,Phaeothecales,Gloeophyllales,Monoblastiales,Rhytismatales,Valsariales,Hysteriales,Tremellodendropsidales,Olpidiales,Rhizophlyctidales,Hypnales,Gigasporales
SL1618,8.580429021451073,4.967748387419371,0.0,8.672933646682335,0.8600430021501075,1.9575978798939948,0.10250512525626282,13.165658282914146,0.0,0.0,12.745637281864093,0.09000450022501125,0.0,0.0,0.0025001250062503125,0.0,0.0,0.0,0.2600130006500325,4.005200260013001,0.13250662533126656,6.695334766738337,0.0,0.0,0.0,30.199009950497526,0.0,0.0,0.0,0.0,0.0,1.582579128956448,4.037701885094255,0.02750137506875344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36501825091254564,0.0,0.0,0.0,0.0,1.5450772538626931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005000250012500625,0.0,0.0,0.0,0.0,0.0
SL1619,52.58835373284587,0.0,14.033275049011817,23.647538812059555,0.683516134159911,5.756901393525141,0.06093360885921687,0.20664441265299635,0.0715307582260372,0.0,1.6160652784400995,0.0026492873417050815,0.0,0.0,0.1430615164520744,0.0,0.0,1.0517670746569172,0.0,0.0,0.013246436708525407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05298574683410163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06623218354262703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026492873417050815,0.0,0.0,0.0,0.0,0.0,0.0026492873417050815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1620,45.82549830763445,2.2094772470853705,2.538548326438511,0.07521624670928921,0.0,7.907107935314028,0.056412185031966905,0.6393380970289583,0.5923279428356525,0.009402030838661151,0.0,0.009402030838661151,13.040616773223016,2.36931177134261,0.028206092515983452,0.0,0.0,1.1564497931553215,1.4667168108311395,0.310267017675818,13.64234674689733,0.0,0.0,0.0,0.0,0.7709665287702143,5.603610379842046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009402030838661151,0.0,0.0,0.0,0.7051523128995864,0.009402030838661151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009402030838661151,0.11282437006393381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06581421587062805,0.0,0.0,0.0,0.0,0.0,0.08461827754795036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009402030838661151,0.0,0.0,0.7051523128995864,0.0,0.0,0.0,0.0,0.037608123354644606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1621,43.37665782493369,0.8594164456233422,0.0,2.493368700265252,0.0,3.3846153846153846,18.864721485411142,0.0,0.0,7.628647214854111,0.0,8.793103448275861,0.0,0.3129973474801061,0.002652519893899204,0.16710875331564987,0.0,0.0,1.5517241379310345,0.6472148541114059,0.013262599469496022,0.46153846153846156,0.0,0.0,0.08753315649867374,0.0,2.8620689655172415,0.0,3.5172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5490716180371353,0.0,0.03183023872679045,0.0,0.0,0.0,2.1644562334217508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7427055702917772,0.0,0.0,0.0,1.4880636604774535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1622,89.55230250522811,0.07468737996671077,0.46092783065170073,3.096325380905638,0.40331185182023815,0.28807989415731294,0.05548205368955657,0.7020613716870813,0.0,1.3955870428065384,1.3251675131236396,0.21125858904869618,0.0,0.01066962570953011,1.0520250949596688,0.0,0.0,0.15364261021723358,0.0,0.6636507191327728,0.002133925141906022,0.0,0.0,0.002133925141906022,0.002133925141906022,0.20912466390679016,0.0,0.0,0.07255345482480474,0.02133925141906022,0.0,0.014937475993342154,0.0,0.0,0.0,0.0,0.0,0.004267850283812044,0.0,0.20058896333916607,0.002133925141906022,0.004267850283812044,0.004267850283812044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004267850283812044,0.0,0.004267850283812044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006401775425718066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1623,60.77956785921388,0.0,21.0750573582432,12.785215440082697,0.0,3.3860272798325894,0.012606207296472783,0.8597433376194438,0.0,0.0,0.0,0.0,0.0,0.0,0.03277613897082924,0.0,0.0,0.6076191916899881,0.0,0.41096235786501273,0.020169931674356455,0.0,0.0,0.0,0.0,0.002521241459294557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00756372437788367,0.0,0.0,0.0,0.0,0.002521241459294557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005042482918589114,0.0,0.002521241459294557,0.0,0.005042482918589114,0.0,0.0,0.0,0.005042482918589114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1624,30.888552142168344,29.695550351288055,5.477338476374157,9.191348670615787,0.7466593194654911,10.64609450337512,0.16531202644992424,0.6171648987463838,0.0,0.0,1.5126050420168067,0.0027552004408320707,0.0,0.0,0.1212288193966111,0.0,0.10194241631078661,0.9670753547320567,0.0,6.26808100289296,0.0027552004408320707,0.0,0.0,0.0,0.0,0.0,0.0,0.586857693897231,0.0,0.06061440969830555,0.0,0.0,0.0,0.0,0.0,0.0,0.4490976718556275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16255682600909216,0.0,2.336409973825596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1625,66.66666666666667,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1626,50.16384581601973,0.033782642478294655,21.239147326103847,2.6080199993243474,1.9796628492280666,2.736394040741867,0.23647849734806256,14.955575825141043,0.0,0.0,0.0,0.0,0.0,0.003378264247829465,0.020269585486976792,0.0,0.0,0.033782642478294655,5.05388331475288,0.33444816053511706,0.00675652849565893,0.0,0.00675652849565893,0.0,0.13850883416100807,0.00675652849565893,0.0,0.0,0.0,0.3310698962872876,0.003378264247829465,0.0,0.0,0.0,0.00675652849565893,0.0,0.003378264247829465,0.003378264247829465,0.0,0.0,0.01351305699131786,0.0,0.010134792743488396,0.0,0.003378264247829465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05743049221310091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003378264247829465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00675652849565893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1627,54.30333214751571,0.0,1.4656705798648169,3.1613897782521048,0.9249377445748844,1.6103403296572987,0.009486540969998814,0.728092019447409,0.0,0.0,6.391556978536701,0.0,0.0,0.0,3.958259219732005,0.0,0.0,17.004624688722874,0.0,5.582829360844302,2.072809201944741,0.0,0.0,0.0,0.0,1.0221747895173723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130558520099609,0.0,0.0,0.0,0.0,0.0,0.0,0.3249140282224594,0.0,0.9557690027273805,0.0,0.17075773745997866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1628,82.78653600340861,0.08521516829995739,1.7895185342991053,5.155517682147423,0.5112910097997444,4.772049424797614,1.2782275244993608,1.0225820195994888,0.0,0.0,0.0,0.0,0.17043033659991477,0.0,0.5112910097997444,0.0,0.0,0.3834682573498083,0.0,0.04260758414997869,0.04260758414997869,1.1504047720494248,0.0,0.0,0.0,0.0,0.08521516829995739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521516829995739,0.0,0.0,0.04260758414997869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260758414997869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260758414997869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1629,84.37540120683015,0.006419309282321223,5.191081439637095,0.1690418111011255,1.651902255317328,0.693285402490692,0.014978388325416186,5.920742928060941,0.0,0.0021397697607737406,0.0,0.0,0.0,0.0021397697607737406,0.4900072752171866,0.0,0.023537467368511148,0.3723199383746309,0.0,0.5927162237343262,0.006419309282321223,0.0,0.0,0.0,0.0,0.32738477339838234,0.0,0.0,0.0,0.040655625454701076,0.0,0.0021397697607737406,0.0,0.0,0.0,0.014978388325416186,0.0,0.004279539521547481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02567723712928489,0.05991355330166474,0.0,0.004279539521547481,0.0,0.0,0.0,0.004279539521547481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004279539521547481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1630,37.26240384224022,0.49249053685538685,0.0,0.9117180186413774,4.424274492246327,23.838984085636373,0.0895437339737067,10.228336521632952,0.0,3.064837803736416,0.008140339452155155,0.004070169726077578,0.0,0.3907362937034474,8.63690015873662,0.0,0.0,0.004070169726077578,0.0,7.232691603239855,0.2645610321950425,0.0,0.0,0.09361390369978428,0.0,0.09361390369978428,0.0,0.0,0.052912206439008506,1.367577027962066,0.0,1.021612601245472,0.0,0.16687695876918068,0.0,0.0,0.0,0.0,0.0,0.056982376165086085,0.01628067890431031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004070169726077578,0.17094712849525825,0.0,0.0,0.0,0.0,0.0,0.004070169726077578,0.0,0.09768407342586186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,29.476779557899008,0.0,1.7136483471912392,4.103292097613736,0.0,11.180963969445008,3.7821942810788887,1.3452308524302035,0.0,2.376123842357872,5.066585547218279,34.979382140201444,0.0,0.0,0.010139931048468871,0.0,0.5205164604880687,0.23321841411478403,1.5345095653349556,0.00337997701615629,0.01689988508078145,0.0,0.0,0.0,0.0,0.01351990806462516,0.0,0.0,1.4702900020279863,0.0,0.0,0.0,0.0,0.0,0.0,0.21631852903400256,0.0,0.0,0.0,0.7740147366997905,0.0,0.0,0.00337997701615629,0.1723788278239708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13857905766240788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861894139119854,0.0,0.0,0.0,0.0,0.0,0.00675995403231258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,43.21041214750542,0.014461315979754157,0.0,0.0,0.274765003615329,17.32465654374548,25.856832971800433,0.0,0.0,1.0556760665220535,0.0,0.0,1.0845986984815619,0.0,0.0,0.0,0.0,0.0,0.014461315979754157,1.2147505422993492,0.0,0.0,0.0,0.0,0.0,0.014461315979754157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.920462762111352,0.0,0.0,0.0,0.0,0.014461315979754157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,50.0580945003873,2.297960237541957,8.578621223857475,17.80273689646269,0.0,16.466563387554867,0.032274722437387035,0.0,0.0,0.0,1.8461141234185385,0.006454944487477408,0.0,0.0,0.019364833462432222,0.0,0.0,0.006454944487477408,0.0,0.0,0.012909888974954816,0.0,0.0,0.0,0.0,0.025819777949909632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8272656855151044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006454944487477408,0.0,0.0,0.0,0.0,0.0,0.0,0.006454944487477408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006454944487477408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,80.64905920939064,0.017262213015708613,0.0,0.03452442603141723,14.08596582081823,0.8285862247540134,0.10357327809425168,3.590540307267392,0.0,0.0,0.0,0.017262213015708613,0.2589331952356292,0.0,0.03452442603141723,0.0,0.0,0.03452442603141723,0.017262213015708613,0.18988434317279476,0.03452442603141723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08631106507854307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017262213015708613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,53.91525783405249,0.10610454834830586,3.515597368607201,21.892905142533778,4.873735587465516,1.0398245738133975,0.03536818278276862,2.5677300700290018,0.0070736365565537244,0.0070736365565537244,0.0,0.21928273325316544,0.0,1.3439909457452077,0.0,1.2874018532927778,0.0,0.0,0.0,5.48914196788569,0.9266463889085379,0.0,0.0,0.0,0.0,2.610171889368324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14854636768762822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070736365565537244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070736365565537244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,93.80753382623689,0.0,0.2630117770829072,1.6686636079371109,2.89020719483328,0.1315058885414536,0.04091294310178556,0.5172564949297174,0.014611765393494841,0.0,0.0,0.0029223530786989683,0.0,0.029223530786989683,0.1285835354627546,0.0,0.0,0.0029223530786989683,0.04091294310178556,0.08182588620357112,0.011689412314795873,0.043835296180484526,0.0,0.0,0.0,0.011689412314795873,0.0,0.0,0.0,0.0,0.0,0.0,0.24547765861071336,0.0,0.0,0.0,0.0,0.0029223530786989683,0.0,0.0,0.0029223530786989683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008767059236096905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029223530786989683,0.0,0.0,0.0,0.0,0.0,0.0,0.011689412314795873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058447061573979366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03214588386568865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,32.206363128937085,0.17542460728809506,0.0,0.0,0.5182999760784627,7.152539669882785,51.17614225340882,0.015947691571645006,0.0,0.8850968822262978,0.0,2.5835260346064906,0.0,0.0,0.015947691571645006,0.2790846025037876,0.0,0.0,0.023921537357467507,0.20731999043138505,0.15150306993062754,4.0188182760545414,0.0,0.0,0.007973845785822503,0.015947691571645006,0.07176461207240252,0.0,0.21529383621720755,0.0,0.0,0.007973845785822503,0.0,0.0,0.0,0.0,0.0,0.007973845785822503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21529383621720755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015947691571645006,0.0,0.0,0.0,0.0,0.0,0.015947691571645006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015947691571645006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,49.58436101214945,1.639718644377455,0.35169452818123687,1.8772266374349136,0.44304375628025944,12.354983100392802,0.15986114917328947,0.8860875125605189,0.018269845619804513,0.004567461404951128,0.0,3.9417191924728234,0.1461587649584361,0.9545994336347858,0.6531469809080114,0.0,0.0,1.4478852653695076,1.0642185073536128,13.40093176212661,2.02338540239335,0.0,0.013702384214853385,0.0,0.0,4.266008952224354,0.0,0.013702384214853385,0.02740476842970677,0.0,0.0,1.214944733717,0.0,0.06851192107426693,0.0,1.0505161231387594,0.0,0.31972229834657895,0.0,0.0,0.004567461404951128,0.0,0.5755001370238422,0.0,0.31972229834657895,0.0,0.031972229834657896,0.02283730702475564,0.3151548369416278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004567461404951128,0.013702384214853385,0.0,0.0,0.0,0.04567461404951128,0.0,0.0,0.0,0.0,0.0,0.031972229834657896,0.0,0.5937699826436467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05480953685941354,0.0,0.0,0.0,0.0,0.009134922809902257,0.0,0.009134922809902257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041107152644560156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
