,Fungi,Viridiplantae,Unclassified,Rhizaria,Choanoflagellozoa,Amoebozoa,Ichthyosporia,Stramenopila
SL1531,86.1883001934873,0.45695936766703715,13.354740438845663,0.0,0.0,0.0,0.0,0.0
SL1532,87.84848315548355,1.6369629588245154,10.514553885691939,0.0,0.0,0.0,0.0,0.0
SL1533,93.96980889674,1.1027246935388897,4.927466409721107,0.0,0.0,0.0,0.0,0.0
SL1534,91.85235255775777,0.0,8.147647442242233,0.0,0.0,0.0,0.0,0.0
SL1535,96.64350488752797,0.3739253327052173,2.9737368978918854,0.0,0.0,0.0,0.0,0.008832881874926393
SL1536,76.57955673172346,7.8068144227588485,15.613628845517697,0.0,0.0,0.0,0.0,0.0
SL1537,91.9773807646383,0.0,7.454885439430464,0.5677337959312412,0.0,0.0,0.0,0.0
SL1538,88.5897068652726,0.0,11.410293134727395,0.0,0.0,0.0,0.0,0.0
SL1539,95.81715395157606,0.0,4.182846048423938,0.0,0.0,0.0,0.0,0.0
SL1540,9.765625,0.0,90.234375,0.0,0.0,0.0,0.0,0.0
SL1541,95.43300038651667,2.0932929186077263,2.473706694875603,0.0,0.0,0.0,0.0,0.0
SL1542,93.52263508031803,1.6680188220022716,4.809346097679701,0.0,0.0,0.0,0.0,0.0
SL1543,97.19163340786092,0.0,2.808366592139081,0.0,0.0,0.0,0.0,0.0
SL1544,95.81637976004173,0.49295774647887325,3.690662493479395,0.0,0.0,0.0,0.0,0.0
SL1545,93.95711016021495,0.0,5.88864563638173,0.1542442034033237,0.0,0.0,0.0,0.0
SL1546,93.45103888445662,0.0,6.431024315793125,0.11793679975025148,0.0,0.0,0.0,0.0
SL1547,91.45633187772926,0.0,8.543668122270743,0.0,0.0,0.0,0.0,0.0
SL1548,18.62194779680045,0.9823182711198428,80.38170081392086,0.014033118158854897,0.0,0.0,0.0,0.0
SL1549,88.05057200624472,7.803342461546336,4.146085532208942,0.0,0.0,0.0,0.0,0.0
SL1550,93.01928432557406,0.0,6.980715674425936,0.0,0.0,0.0,0.0,0.0
SL1551,95.9251101321586,0.0,4.07488986784141,0.0,0.0,0.0,0.0,0.0
SL1552,90.27777777777777,0.0,9.722222222222221,0.0,0.0,0.0,0.0,0.0
SL1553,88.53561601956588,0.0,11.464383980434118,0.0,0.0,0.0,0.0,0.0
SL1554,85.04027617951668,1.652145323031399,13.085648528686503,0.2219299687654118,0.0,0.0,0.0,0.0
SL1555,94.75948771387273,0.0,5.240512286127265,0.0,0.0,0.0,0.0,0.0
SL1556,50.651782499099745,0.0,49.33381346777097,0.014404033129276198,0.0,0.0,0.0,0.0
SL1557,92.25090372180642,0.00509139045873428,7.744004887734841,0.0,0.0,0.0,0.0,0.0
SL1558,93.26315789473684,1.9778746228628896,4.758967482400268,0.0,0.0,0.0,0.0,0.0
SL1559,89.57938060071805,6.316588341749613,4.104031057532327,0.0,0.0,0.0,0.0,0.0
SL1560,98.09778570367068,0.0,1.902214296329321,0.0,0.0,0.0,0.0,0.0
SL1561,91.04803493449782,0.0,8.304882890035728,0.647082175466455,0.0,0.0,0.0,0.0
SL1562,81.07040458744824,7.263459700541574,11.666135712010194,0.0,0.0,0.0,0.0,0.0
SL1563,89.41636083816739,3.0661773410678346,7.511542559488576,0.005919261276192731,0.0,0.0,0.0,0.0
SL1564,85.28652061609107,0.23916578972543767,14.474313594183489,0.0,0.0,0.0,0.0,0.0
SL1565,93.81381066113751,0.002624603028791895,6.165192514632162,0.018372221201543266,0.0,0.0,0.0,0.0
SL1566,96.25426077836461,0.00374573922163539,3.6932988725324942,0.048694609881260065,0.0,0.0,0.0,0.0
SL1567,93.5173299101412,1.1757497957754697,5.306920294083324,0.0,0.0,0.0,0.0,0.0
SL1568,89.13035919190514,4.801975033902431,6.0676657741924265,0.0,0.0,0.0,0.0,0.0
SL1569,91.56650246305419,0.0,7.012315270935961,1.4211822660098523,0.0,0.0,0.0,0.0
SL1570,90.13526888815572,0.0,9.864731111844275,0.0,0.0,0.0,0.0,0.0
SL1571,93.46090416481243,1.0627994031569854,5.471060966990393,0.005235465040182194,0.0,0.0,0.0,0.0
SL1572,69.65254956984086,0.0,30.34745043015914,0.0,0.0,0.0,0.0,0.0
SL1573,95.54873224578985,0.0,4.45126775421015,0.0,0.0,0.0,0.0,0.0
SL1574,4.47427293064877,0.0,95.52572706935123,0.0,0.0,0.0,0.0,0.0
SL1575,97.24854569337587,0.0,2.751454306624132,0.0,0.0,0.0,0.0,0.0
SL1576,92.95250810604615,2.8228113675376694,4.224680526416174,0.0,0.0,0.0,0.0,0.0
SL1577,93.93495887363522,0.7434944237918215,5.154699528729912,0.16684717384304656,0.0,0.0,0.0,0.0
SL1578,93.58661847524586,0.4665041607127847,5.925863663108347,0.021013700933008323,0.0,0.0,0.0,0.0
SL1579,95.39019863146522,0.7147408371886861,3.8839792780563482,0.011081253289747071,0.0,0.0,0.0,0.0
SL1580,90.6648792183351,0.0,9.329964680708448,0.0051561009564567275,0.0,0.0,0.0,0.0
SL1581,94.07511645962732,0.7302989130434783,5.194584627329193,0.0,0.0,0.0,0.0,0.0
SL1582,82.65257087938491,11.432440697217247,5.910619894281595,0.00436852911624656,0.0,0.0,0.0,0.0
SL1583,87.93535803845081,3.232098077458902,8.832543884090276,0.0,0.0,0.0,0.0,0.0
SL1584,91.9004239199062,0.36078289889059256,7.738793181203211,0.0,0.0,0.0,0.0,0.0
SL1585,94.57990115321252,0.09060955518945635,4.9752883031301485,0.3542009884678748,0.0,0.0,0.0,0.0
SL1586,89.59605700203579,2.753669773920497,7.6502732240437155,0.0,0.0,0.0,0.0,0.0
SL1587,82.42409677160938,0.0,17.57590322839061,0.0,0.0,0.0,0.0,0.0
SL1588,8.387096774193548,0.0,91.584229390681,0.02867383512544803,0.0,0.0,0.0,0.0
SL1589,95.08829340577921,2.198073598419363,2.7136329958014325,0.0,0.0,0.0,0.0,0.0
SL1590,95.56341335396006,0.0,4.436586646039946,0.0,0.0,0.0,0.0,0.0
SL1591,62.194326077776495,33.67499712081078,4.130676801412722,0.0,0.0,0.0,0.0,0.0
SL1592,93.93054203180786,0.0,6.069457968192145,0.0,0.0,0.0,0.0,0.0
SL1593,90.43317755174175,0.10996347641676157,8.046970113498016,1.4098888583434788,0.0,0.0,0.0,0.0
SL1594,84.54558758963852,0.0,15.454412410361481,0.0,0.0,0.0,0.0,0.0
SL1595,94.93520625185478,2.2494806607973095,2.8153130873479078,0.0,0.0,0.0,0.0,0.0
SL1596,62.69682856509204,4.15465365565166,32.516448584312855,0.6320691949434465,0.0,0.0,0.0,0.0
SL1597,83.80787175499462,13.432627507277585,2.7595007377277985,0.0,0.0,0.0,0.0,0.0
SL1598,83.05732053535218,14.816817628768419,2.1258618358794106,0.0,0.0,0.0,0.0,0.0
SL1599,95.07974079391565,1.086492569166893,3.833766636917465,0.0,0.0,0.0,0.0,0.0
SL1600,68.96634731115498,28.833469741466466,2.200182947378557,0.0,0.0,0.0,0.0,0.0
SL1601,93.94009368608563,3.6847661146664907,2.3751401992478725,0.0,0.0,0.0,0.0,0.0
SL1602,94.73756944252509,3.7367679168624415,1.4924960614687266,0.03316657914374948,0.0,0.0,0.0,0.0
SL1603,72.88073169234546,25.13657847891474,1.982689828739795,0.0,0.0,0.0,0.0,0.0
SL1604,50.0,1.3157894736842106,46.05263157894737,2.6315789473684212,0.0,0.0,0.0,0.0
SL1605,92.92416166999777,3.7391738840772817,3.336664445924939,0.0,0.0,0.0,0.0,0.0
SL1606,88.48141292611446,10.049359864260373,1.4692272096251735,0.0,0.0,0.0,0.0,0.0
SL1607,70.56314711411656,27.262268862762703,2.1745840231207385,0.0,0.0,0.0,0.0,0.0
SL1608,97.95162535982588,0.4317910552552131,1.6165835849189076,0.0,0.0,0.0,0.0,0.0
SL1609,62.18896105933666,35.834196240861026,1.9768426998023156,0.0,0.0,0.0,0.0,0.0
SL1610,99.69306546319211,0.0,0.3069345368078808,0.0,0.0,0.0,0.0,0.0
SL1611,12.08152481600302,85.82374032836384,1.7890167956218155,0.3057180600113229,0.0,0.0,0.0,0.0
SL1612,97.81194906953966,0.2820763956904995,1.9059745347698336,0.0,0.0,0.0,0.0,0.0
SL1613,92.85578527231644,5.499123603573163,1.645091124110405,0.0,0.0,0.0,0.0,0.0
SL1614,98.71175523349436,0.004473072105922347,1.2837716943997137,0.0,0.0,0.0,0.0,0.0
SL1615,93.65034777956126,3.619582664526485,2.7300695559122525,0.0,0.0,0.0,0.0,0.0
SL1616,62.09221089616571,34.63730517026536,3.2704839335689333,0.0,0.0,0.0,0.0,0.0
SL1617,98.1789903441125,0.0,1.821009655887499,0.0,0.0,0.0,0.0,0.0
SL1618,85.31176558827941,13.6056802840142,1.0825541277063853,0.0,0.0,0.0,0.0,0.0
SL1619,95.76643882795528,2.2995814126000105,1.9339797594447095,0.0,0.0,0.0,0.0,0.0
SL1620,81.4121850319669,0.0,18.587814968033094,0.0,0.0,0.0,0.0,0.0
SL1621,98.04774535809018,0.0,1.9522546419098143,0.0,0.0,0.0,0.0,0.0
SL1622,96.00529213435193,1.7284793649438777,2.2662285007041953,0.0,0.0,0.0,0.0,0.0
SL1623,97.75861634268713,0.0,2.241383657312861,0.0,0.0,0.0,0.0,0.0
SL1624,96.40446342471415,2.259264361482298,1.336272213803554,0.0,0.0,0.0,0.0,0.0
SL1625,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0
SL1626,93.40224992398906,1.9796628492280666,4.618087226782879,0.0,0.0,0.0,0.0,0.0
SL1627,90.01304399383375,7.316494723111585,1.648286493537294,1.0221747895173723,0.0,0.0,0.0,0.0
SL1628,86.74904132935663,0.5112910097997444,12.73966766084363,0.0,0.0,0.0,0.0,0.0
SL1629,95.26896905892926,1.651902255317328,3.079128685753413,0.0,0.0,0.0,0.0,0.0
SL1630,94.1918678008873,4.432414831698482,1.3716471976881437,0.004070169726077578,0.0,0.0,0.0,0.0
SL1631,91.86101534509565,5.066585547218279,2.768201176232002,0.3041979314540661,0.0,0.0,0.0,0.0
SL1632,93.058568329718,0.274765003615329,6.666666666666667,0.0,0.0,0.0,0.0,0.0
SL1633,91.11799638523108,1.8461141234185385,7.035889491350375,0.0,0.0,0.0,0.0,0.0
SL1634,76.83411013291904,14.08596582081823,9.07992404626273,0.0,0.0,0.0,0.0,0.0
SL1635,86.31251326306854,4.873735587465516,7.773926575652543,1.0398245738133975,0.0,0.0,0.0,0.0
SL1636,93.25520909436278,2.89020719483328,3.854583710803939,0.0,0.0,0.0,0.0,0.0
SL1637,90.79020811737502,0.5182999760784627,8.691491906546528,0.0,0.0,0.0,0.0,0.0
SL1638,84.56198045126519,0.46131360190006393,12.076367954690783,2.845528455284553,0.0,0.05480953685941354,0.0,0.0
SL1639,85.00351535036326,13.92078743848137,1.0756972111553784,0.0,0.0,0.0,0.0,0.0
SL1640,97.31680236861584,0.0,2.68319763138416,0.0,0.0,0.0,0.0,0.0
SL1641,89.27643784786642,0.0,10.723562152133582,0.0,0.0,0.0,0.0,0.0
SL1642,92.65593561368209,1.2072434607645874,6.1368209255533195,0.0,0.0,0.0,0.0,0.0
SL1643,90.85696081554636,3.7227506485231876,5.42028853593046,0.0,0.0,0.0,0.0,0.0
SL1644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
SL1645,94.72461251691648,2.9696397109516637,2.305747772131859,0.0,0.0,0.0,0.0,0.0
SL1646,95.7969038261009,0.6015881928290687,3.541349161787118,0.060158819282906874,0.0,0.0,0.0,0.0
SL1647,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
SL1648,96.69874365143009,0.45442395081529,2.846832397754611,0.0,0.0,0.0,0.0,0.0
SL1649,94.65022597759874,2.1516997445470625,3.1980742778541953,0.0,0.0,0.0,0.0,0.0
SL1650,91.32114344578933,5.974761782127222,2.7040947720834407,0.0,0.0,0.0,0.0,0.0
SL1651,95.49180327868852,0.0,2.677094299894721,1.8311024214167544,0.0,0.0,0.0,0.0
SL1652,97.69641495041952,0.0,2.303585049580473,0.0,0.0,0.0,0.0,0.0
SL1653,95.33061907012251,1.654004144098295,3.0153767857791993,0.0,0.0,0.0,0.0,0.0
SL1654,95.95307456105819,1.5116919927564758,2.524735585124531,0.0,0.01049786106080886,0.0,0.0,0.0
SL1655,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,98.58203505355404,0.0,1.4179649464459592,0.0,0.0,0.0,0.0,0.0
SL1657,97.34258377999299,1.3550067625106448,1.3024094574963683,0.0,0.0,0.0,0.0,0.0
SL1658,98.7532221579252,0.0,1.2467778420748066,0.0,0.0,0.0,0.0,0.0
SL1659,46.90643096616885,47.51938772054591,4.5379118832334315,1.0362694300518134,0.0,0.0,0.0,0.0
SL1660,86.79016830124712,0.0,13.02215764620414,0.1876740525487347,0.0,0.0,0.0,0.0
SL1661,97.81549981701995,0.0,2.1788700278692676,0.0056301551107733015,0.0,0.0,0.0,0.0
SL1662,94.76311700333918,4.149171818692763,1.087711177968063,0.0,0.0,0.0,0.0,0.0
SL1663,97.99586776859505,0.32762691853600945,1.6765053128689493,0.0,0.0,0.0,0.0,0.0
SL1664,58.23052520267888,4.347315239102338,37.42215955821877,0.0,0.0,0.0,0.0,0.0
SL1665,96.57351962741184,2.012641383898869,1.4138389886892881,0.0,0.0,0.0,0.0,0.0
SL1666,97.9998955559037,0.0,2.0001044440962974,0.0,0.0,0.0,0.0,0.0
SL1667,94.35779194357792,0.33229350332293506,5.309914553099145,0.0,0.0,0.0,0.0,0.0
SL1668,90.42104392422864,6.013731491438498,3.5652245843328645,0.0,0.0,0.0,0.0,0.0
SL1669,96.27823065615395,1.873134660786672,1.848634683059379,0.0,0.0,0.0,0.0,0.0
SL1670,86.61198571239582,9.564757243021564,3.8232570445826166,0.0,0.0,0.0,0.0,0.0
SL1671,96.79644160127943,1.9191363886251187,1.284422010095457,0.0,0.0,0.0,0.0,0.0
SL1672,87.95297149299404,9.593600687174531,2.4534278198314277,0.0,0.0,0.0,0.0,0.0
SL1673,92.7621387746381,5.715506650285775,1.5223545750761178,0.0,0.0,0.0,0.0,0.0
SL1674,96.13365530999002,0.002624809701296656,3.8637198803086776,0.0,0.0,0.0,0.0,0.0
SL1675,98.1628741987356,0.484613520717228,1.3525122805471728,0.0,0.0,0.0,0.0,0.0
SL1676,74.64073870237877,23.433009233779735,1.926252063841497,0.0,0.0,0.0,0.0,0.0
SL1677,62.39732278673563,0.0,37.60267721326437,0.0,0.0,0.0,0.0,0.0
SL1678,93.38798492940836,3.7593673663727074,2.8526477042189375,0.0,0.0,0.0,0.0,0.0
SL1679,93.04731806571714,5.3985020996579935,1.5541798346248756,0.0,0.0,0.0,0.0,0.0
SL1680,95.66400390693131,0.3941814630062441,3.9418146300624413,0.0,0.0,0.0,0.0,0.0
SL1681,97.85455320963958,0.8061420345489443,1.3393047558114737,0.0,0.0,0.0,0.0,0.0
SL1682,99.17631472841425,0.0,0.8236852715857381,0.0,0.0,0.0,0.0,0.0
SL1683,9.06801007556675,0.5037783375314862,90.42821158690177,0.0,0.0,0.0,0.0,0.0
SL1684,95.65188306910161,3.003545387651348,1.34457154324704,0.0,0.0,0.0,0.0,0.0
SL1685,87.01855212744505,7.360354910264166,5.621092962290785,0.0,0.0,0.0,0.0,0.0
SL1686,99.32370023639182,0.0,0.6762997636081844,0.0,0.0,0.0,0.0,0.0
SL1687,97.17702833746364,0.8770606615666415,1.9459110009697231,0.0,0.0,0.0,0.0,0.0
SL1688,90.32902244199315,5.96234309623431,3.708634461772537,0.0,0.0,0.0,0.0,0.0
SL1689,95.34366999951698,1.2317055499203013,3.4246244505627206,0.0,0.0,0.0,0.0,0.0
SL1690,97.60075219660862,0.0,2.3992478033913693,0.0,0.0,0.0,0.0,0.0
SL1691,93.80122311436536,3.8565544785122934,2.342222407122353,0.0,0.0,0.0,0.0,0.0
SL1692,94.17189519815872,0.7078223034965476,5.120282498344737,0.0,0.0,0.0,0.0,0.0
SL1693,91.11589302182601,1.994056768111487,6.8900502100625065,0.0,0.0,0.0,0.0,0.0
SL1694,64.67466835123184,15.632764792587913,19.191408717624764,0.5011581385554854,0.0,0.0,0.0,0.0
SL1695,87.95002222331966,3.1013877228505113,8.948590053829818,0.0,0.0,0.0,0.0,0.0
SL1696,64.27445526193787,6.7964765878535,28.919796012980992,0.00927213722763097,0.0,0.0,0.0,0.0
SL1697,73.03726965692955,0.0,26.96273034307045,0.0,0.0,0.0,0.0,0.0
SL1698,85.22167487684729,0.8986819331646918,13.879643189988018,0.0,0.0,0.0,0.0,0.0
SL1699,90.44013645061985,1.187009457248246,8.370080705549547,0.0027733865823557145,0.0,0.0,0.0,0.0
SL1700,83.64685763146643,1.3894826849080804,14.963659683625481,0.0,0.0,0.0,0.0,0.0
SL1701,78.21349629437005,0.0,21.20920556494604,0.5772981406839163,0.0,0.0,0.0,0.0
SL1702,75.57395270399755,14.642980338047602,9.756237783143613,0.026829174811237592,0.0,0.0,0.0,0.0
SL1703,90.79455474509498,1.6733627179467176,7.528181924562157,0.0039006123961461948,0.0,0.0,0.0,0.0
SL1704,92.33890003540658,0.5901097604154373,7.070990204177977,0.0,0.0,0.0,0.0,0.0
SL1705,87.84268171257882,1.5632260205774975,10.594092266843678,0.0,0.0,0.0,0.0,0.0
SL1706,94.61282572537424,0.6961128565268281,4.6910614180989345,0.0,0.0,0.0,0.0,0.0
SL1707,76.47732853167457,10.176242702024336,13.340972335897856,0.005456430403230207,0.0,0.0,0.0,0.0
SL1708,89.73852295409182,0.0,10.261477045908183,0.0,0.0,0.0,0.0,0.0
SL1709,93.21723810814474,0.0,6.782761891855265,0.0,0.0,0.0,0.0,0.0
SL1710,78.76738305941846,16.70670037926675,4.50063211125158,0.0,0.0,0.025284450063211124,0.0,0.0
SL1711,74.31998777506112,0.5806845965770171,25.09932762836186,0.0,0.0,0.0,0.0,0.0
SL1712,75.8185304945478,11.087781183947143,13.093688321505061,0.0,0.0,0.0,0.0,0.0
SL1713,91.80555555555556,0.002204585537918871,8.192239858906525,0.0,0.0,0.0,0.0,0.0
SL1714,93.86689070718877,0.5296610169491526,4.887492694330801,0.7159555815312683,0.0,0.0,0.0,0.0
SL1715,91.97256411646696,2.2827088868405356,5.736593829637261,0.008133167055251314,0.0,0.0,0.0,0.0
SL1716,44.92274175979344,21.103804413603907,33.969419453745914,0.0040343728567394195,0.0,0.0,0.0,0.0
SL1717,92.390156251897,0.9299840955722559,6.679859652530746,0.0,0.0,0.0,0.0,0.0
SL1718,89.97496058610776,0.0,10.015765556895113,0.009273856997125105,0.0,0.0,0.0,0.0
SL1719,70.0927941878471,19.83839606934532,10.068809742807577,0.0,0.0,0.0,0.0,0.0
SL1720,94.68780776048848,0.0,5.312192239511522,0.0,0.0,0.0,0.0,0.0
SL1721,14.634146341463415,2.4390243902439024,82.92682926829268,0.0,0.0,0.0,0.0,0.0
SL1722,89.05837239028547,0.0,10.930975713677034,0.010651896037494673,0.0,0.0,0.0,0.0
SL1723,94.80850056236311,0.5682827206535251,4.561060794411887,0.06215592257147931,0.0,0.0,0.0,0.0
SL1724,77.11825439953184,0.8945366383814739,21.978848806587802,0.00836015549889228,0.0,0.0,0.0,0.0
SL1725,94.4393315572778,0.0,5.560668442722209,0.0,0.0,0.0,0.0,0.0
SL1726,90.95833333333333,0.3333333333333333,8.708333333333334,0.0,0.0,0.0,0.0,0.0
SL1727,85.2149813310751,3.2872704877016052,11.497748181223296,0.0,0.0,0.0,0.0,0.0
SL1728,93.18825194621373,0.05307855626326964,6.74687426279783,0.01179523472517103,0.0,0.0,0.0,0.0
SL1729,90.80047361056295,0.6960640091851745,8.503462380251875,0.0,0.0,0.0,0.0,0.0
SL1730,91.46126760563381,0.2682763246143528,8.207578806170355,0.06287726358148893,0.0,0.0,0.0,0.0
SL1731,78.99505964574045,11.986986383901675,9.017953970357874,0.0,0.0,0.0,0.0,0.0
SL1732,87.4488018454875,0.6402711736735559,11.910926980838944,0.0,0.0,0.0,0.0,0.0
SL1733,88.9820488014619,0.0,11.017951198538105,0.0,0.0,0.0,0.0,0.0
SL1734,66.94857532069474,0.0,29.99205358156431,2.9742309002156886,0.0,0.08514019752525825,0.0,0.0
SL1735,88.22920883371565,1.85759906445374,9.913192101830612,0.0,0.0,0.0,0.0,0.0
SL1736,92.99214797802675,0.0,7.007852021973247,0.0,0.0,0.0,0.0,0.0
SL1737,84.86476163193201,1.1076893695242187,12.869727136002291,1.1578218625414787,0.0,0.0,0.0,0.0
SL1738,93.02339267323819,0.726791231425629,6.249816095336178,0.0,0.0,0.0,0.0,0.0
SL1739,86.65004882561546,0.6809888472015213,12.668962327183019,0.0,0.0,0.0,0.0,0.0
SL1740,93.10610932475885,0.7331189710610932,6.113612004287245,0.04715969989281887,0.0,0.0,0.0,0.0
SL1741,80.15558267236119,0.4636973764490543,19.38071995118975,0.0,0.0,0.0,0.0,0.0
SL1742,86.70155489511995,2.317267519490029,10.981177585390016,0.0,0.0,0.0,0.0,0.0
SL1743,10.465116279069768,1.1627906976744187,88.37209302325581,0.0,0.0,0.0,0.0,0.0
SL1744,92.13422059846903,2.2834029227557413,5.582376478775227,0.0,0.0,0.0,0.0,0.0
SL1745,90.06416617053648,0.0,9.935833829463517,0.0,0.0,0.0,0.0,0.0
SL1746,94.33266099276824,0.58050868303242,5.086830324199341,0.0,0.0,0.0,0.0,0.0
SL1747,81.42124948053747,11.497437318188116,7.081313201274415,0.0,0.0,0.0,0.0,0.0
SL1748,91.46171956996568,0.0,8.538280430034323,0.0,0.0,0.0,0.0,0.0
SL1749,91.63922923301128,0.0026987639661035247,8.358072003022615,0.0,0.0,0.0,0.0,0.0
SL1750,93.828297715549,0.0,6.171702284450995,0.0,0.0,0.0,0.0,0.0
SL1751,14.634146341463415,2.4390243902439024,82.92682926829268,0.0,0.0,0.0,0.0,0.0
SL1752,89.03117961213187,5.645195563173775,5.323624824694366,0.0,0.0,0.0,0.0,0.0
SL1753,91.01425756346354,1.5741277384954213,7.411614698041034,0.0,0.0,0.0,0.0,0.0
SL1754,88.1851770155509,0.5266350501819786,11.288187934267123,0.0,0.0,0.0,0.0,0.0
SL1755,88.9389284060777,1.6709457468748685,9.390125847047434,0.0,0.0,0.0,0.0,0.0
SL1756,87.31062033617246,0.0,12.595160925604885,0.09421873822265772,0.0,0.0,0.0,0.0
SL1757,93.19727891156462,0.49107142857142855,6.1267006802721085,0.0,0.18494897959183673,0.0,0.0,0.0
SL1758,91.02073229530049,2.07606568535693,6.903202019342579,0.0,0.0,0.0,0.0,0.0
SL1759,15.397128113080548,0.4711689477226834,84.12609378505721,0.005609154139555755,0.0,0.0,0.0,0.0
SL1760,81.74840429829523,0.0,18.251595701704776,0.0,0.0,0.0,0.0,0.0
SL1761,83.70756835292563,4.173821159688284,11.795007264562145,0.32360322282393345,0.0,0.0,0.0,0.0
SL1762,77.61793649183322,13.965709647965912,8.392005681241757,0.02434817895911535,0.0,0.0,0.0,0.0
SL1763,77.13151218794809,9.099599249972426,13.768888562079487,0.0,0.0,0.0,0.0,0.0
SL1764,68.88271806599151,0.5962103887618425,30.521071545246652,0.0,0.0,0.0,0.0,0.0
SL1765,91.68907191233026,1.5519177755845217,6.724977027532927,0.006806656910458429,0.0,0.0,0.027226627641833714,0.0
SL1766,85.18041237113403,1.1326641345632122,13.67335865436788,0.013564839934888768,0.0,0.0,0.0,0.0
SL1767,96.65423576397154,0.3015155121796398,3.044248723848819,0.0,0.0,0.0,0.0,0.0
SL1768,86.46184624178336,4.369819948556731,9.168333809659902,0.0,0.0,0.0,0.0,0.0
SL1769,79.6578995769726,3.721414996014959,13.451045306848139,3.1696401201643063,0.0,0.0,0.0,0.0
SL1770,73.23063978512022,17.85702728067053,8.91233293420925,0.0,0.0,0.0,0.0,0.0
SL1771,77.78248245826276,11.571497701427534,10.646019840309702,0.0,0.0,0.0,0.0,0.0
SL1772,86.47106037634889,3.268527601890663,10.260412021760457,0.0,0.0,0.0,0.0,0.0
SL1773,18.253083534107663,0.003595958143047215,81.73972454960624,0.003595958143047215,0.0,0.0,0.0,0.0
SL1774,76.35102278989854,0.0,22.462476091678283,1.1832593120886958,0.0032418063344895774,0.0,0.0,0.0
SL1775,59.93841579953281,34.04650668931833,6.0150775111488635,0.0,0.0,0.0,0.0,0.0
SL1776,90.43145011744345,0.0,9.568549882556558,0.0,0.0,0.0,0.0,0.0
SL1777,98.06905951840072,0.0,1.930940481599273,0.0,0.0,0.0,0.0,0.0
SL1778,86.65538555547721,1.7250699193870596,11.579590589673083,0.03995393546264307,0.0,0.0,0.0,0.0
