,Unclassified,Ascomycota,Anthophyta,Basidiomycota,Basidiobolomycota,Cercozoa,Rozellomycota,Mortierellomycota,Haplosporidia,Blastocladiomycota,Glomeromycota,Mucoromycota,Choanoflagellata,Calcarisporiellomycota,Eumycetozoa,Monilophyta,Streptophycophyta,Olpidiomycota,Chytridiomycota,Bryophyta
SL1630,30.066343766535063,46.098742317554645,4.432414831698482,19.398428914485734,0.0,0.004070169726077578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,10.38666937064828,81.13634827283174,5.066585547218279,3.1061988778476306,0.0,0.3041979314540661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,9.11062906724512,88.72017353579176,0.274765003615329,1.8944323933477947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,49.53524399690163,45.55899819261554,1.8461141234185385,3.059643687064291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,80.44191265320214,1.4845503193509408,14.08596582081823,3.9703089936129814,0.0,0.0,0.0,0.0,0.0,0.017262213015708613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,45.596661243545306,38.968663790054464,4.873735587465516,8.233712951828535,1.2874018532927778,1.0398245738133975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,77.43943423244396,2.9223530786989684,2.89020719483328,16.748005494023786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,28.45068176381469,70.42500598038434,0.5182999760784627,0.32692767721872257,0.2790846025037876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,35.722115648122774,43.815657257696174,0.44304375628025944,16.817392893030053,0.0,2.251758472640906,0.0,0.0,0.5937699826436467,0.28318260710696996,0.0,0.0,0.0,0.0,0.05480953685941354,0.0,0.018269845619804513,0.0,0.0,0.0
SL1639,47.91422545113663,29.17740801499883,13.918443871572533,8.987579095383174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002343566908835247,0.0,0.0,0.0,0.0
SL1640,37.65729089563286,62.097520355292374,0.0,0.24518874907475943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1641,13.667285095856524,74.17439703153988,0.0,12.158317872603586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1642,36.96177062374245,57.72635814889336,1.2072434607645874,4.094567404426559,0.0,0.0,0.0,0.0,0.0,0.01006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1643,74.13188913666772,7.632093933463796,3.7227506485231876,14.508715241432668,0.0,0.0,0.0,0.0,0.0,0.004551039912620034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1644,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1645,70.25253427980492,22.018231494012205,2.9696397109516637,4.759594515231213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1646,93.65524985962942,4.592123205261891,0.6015881928290687,1.0868693350445175,0.0,0.05213764337851929,0.0,0.0,0.008021175904387582,0.004010587952193791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1647,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1648,5.813953488372093,93.29056402031543,0.45442395081529,0.4410585404971933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1649,35.18864216938495,47.68127333464335,2.1516997445470625,14.718019257221458,0.25545293770878363,0.0,0.0,0.0,0.0,0.0,0.0049125564943996855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1650,62.55987638423899,23.383981457635848,5.974761782127222,8.07622971928921,0.0,0.0,0.0,0.0,0.0,0.0051506567087303634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1651,10.505339148744172,83.41479921792751,0.0,4.248759211911565,0.0,1.8311024214167544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1652,41.98830409356725,49.3160437325197,0.0,8.695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1653,58.09007961030935,35.45748664073576,1.654004144098295,4.796612017885056,0.0,0.0,0.0,0.0,0.0,0.0,0.001817586971536588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1654,65.45941264467365,18.85153399994751,1.5116919927564758,14.161614571031153,0.0,0.0,0.0,0.0,0.0,0.002624465265202215,0.002624465265202215,0.0,0.01049786106080886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1655,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,52.68378773125609,47.06061343719571,0.0,0.2555988315481986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1657,92.84175725091418,4.751289886289636,1.3550067625106448,1.0519461002855282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1658,42.19054132253143,46.89883739281393,0.0,10.910621284654637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1659,8.00230282095567,38.487588472349216,47.51938772054591,4.0333231738291175,0.0,1.0362694300518134,0.0,0.0,0.0,0.0,0.9211283822682786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1660,68.50102918028817,29.23477418573677,0.0,2.076522581426323,0.0,0.1876740525487347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1661,5.213523632576077,85.38130225487713,0.0,9.393913802325255,0.0,0.0056301551107733015,0.0,0.0,0.0,0.0028150775553866508,0.0028150775553866508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1662,10.288623665156875,70.9822461731742,4.149171818692763,14.417958805831983,0.16199953714417958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1663,44.43329397874852,53.48288075560803,0.32762691853600945,1.7414403778040142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01475796930342385,0.0
SL1664,62.94207496181412,8.189401950417107,4.347315239102338,22.770532252379272,1.7271765949947127,0.0,0.0,0.0,0.0,0.02349900129244507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1665,26.060379241516966,67.6230871590153,2.012641383898869,4.303892215568863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1666,29.233902553658154,58.14402840879419,0.0,12.622069037547652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1667,59.446629594466295,10.830055608300556,0.33229350332293506,29.391021293910214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1668,14.426337993216974,70.78335677061791,6.013731491438498,8.77657374472661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1669,26.045703594814913,49.138046238139786,1.873134660786672,22.943115506258632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1670,24.879834193235435,63.09917537593156,9.564757243021564,2.456233187811439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1671,38.40271877655055,52.16652506372132,1.9191363886251187,7.511619771103003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1672,46.126590433242065,29.04922961292747,9.593600687174531,15.198367960487465,0.0,0.0,0.0,0.02684275514038761,0.0,0.0,0.0,0.005368551028077522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1673,14.427648095721382,63.33529191816677,5.715506650285775,16.521553335826077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1674,89.33802299333298,8.244527271772796,0.002624809701296656,2.4148249251929235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1675,9.586536555278983,72.94094323413441,0.484613520717228,16.987906689869373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1676,29.878309790252555,46.34012107870116,23.433009233779735,0.3485598972665566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1677,42.70611499847885,56.578947368421055,0.0,0.7073319135990265,0.0,0.0,0.0,0.0,0.0,0.007605719501064801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1678,47.20324597358506,30.261251190328323,3.7593673663727074,18.776135469713907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1679,74.26295510628165,19.85367331919131,5.3985020996579935,0.48486947486904197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1680,82.97345379704888,16.356786548993615,0.3941814630062441,0.275578190951268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1681,88.82917466410748,6.287054809127746,0.8061420345489443,4.077628492215824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1682,0.8236852715857381,41.25626404008985,0.0,57.9200506883244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1683,93.45088161209068,5.037783375314861,0.5037783375314862,1.0075566750629723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1684,13.305237808549068,74.39962539300288,3.003545387651348,9.291591410796709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1685,30.73704375882234,25.620084694494857,7.360354910264166,36.282516636418634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1686,31.699985910421592,68.29531756344224,0.0,0.004696526136167948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1687,60.22411378084258,37.23090184247387,0.8770606615666415,1.1205689042129081,0.0,0.0,0.0,0.5473548109039974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1688,27.824267782426777,33.06390262457208,5.7816660327120575,33.14948649676683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806770635222518,0.0,0.0,0.0,0.0
SL1689,20.035743612036903,71.9122832439743,1.2172148963918272,6.8202675940684925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014490653528474133,0.0,0.0,0.0,0.0
SL1690,2.402490030152709,97.46133644587103,0.0,0.1361735239762669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1691,80.2887215542705,11.09539459999168,3.8565544785122934,4.7593293672255275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1692,54.857016741810384,44.16716587319103,0.7078223034965476,0.2679950815020336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1693,19.094169484578337,64.44102879393381,1.994056768111487,10.216210677323497,4.254534276052874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1694,27.395241103390187,35.67909033480733,15.632764792587913,19.7094125078964,1.082333122762687,0.0,0.0,0.0,0.5011581385554854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1695,11.531433651044496,85.3029779248358,3.1013877228505113,0.06420070126919848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1696,51.82197496522949,11.627260083449235,6.7964765878535,29.74501622624015,0.0,0.0,0.0,0.0,0.00927213722763097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1697,27.578953605498608,67.2453635124726,0.0,4.443917757895361,0.0,0.0,0.0,0.0,0.0,0.0,0.002962611838596907,0.7288025122948392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1698,82.8385035281587,6.670217015044601,0.8986819331646918,9.48608707229397,0.10651045133803755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1699,44.22164905566187,11.523421249687994,1.187009457248246,43.05960007765482,0.0,0.0027733865823557145,0.0,0.0,0.0,0.0,0.0,0.005546773164711429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1700,34.35941285449622,43.0597121276899,1.3894826849080804,21.15576457175431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03562776115148924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1701,61.3600312053049,25.74177610193733,0.0,12.229879079443505,0.0,0.5772981406839163,0.0,0.0,0.0,0.09101547263034716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1702,48.641293932773756,29.575332490130695,14.642980338047602,6.557816871718217,0.0,0.026829174811237592,0.0,0.0,0.0,0.0,0.0,0.5557471925184929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1703,35.651597300776224,55.60322970706401,1.6733627179467176,7.0679096618169055,0.0,0.0039006123961461948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1704,44.46181989850112,42.29021598017231,0.5901097604154373,12.657854360911129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1705,77.00630600730169,20.83637570527713,1.5632260205774975,0.4679721208098241,0.0,0.0,0.0,0.003318951211417192,0.0,0.12280119482243611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1706,12.616275488203042,86.15782664941786,0.6961128565268281,0.5297850058522763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1707,42.150924864953346,27.77323075244175,10.176242702024336,19.894145250177335,0.0,0.005456430403230207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1708,92.16566866267465,6.399201596806387,0.0,1.43313373253493,0.0,0.0,0.0,0.0,0.0,0.0,0.001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1709,47.57080905271717,52.012467814066945,0.0,0.4167231332158829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1710,6.365360303413401,76.1314791403287,16.70670037926675,0.7269279393173198,0.0,0.0,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.025284450063211124,0.0,0.0,0.0,0.0,0.0
SL1711,70.06418092909536,13.355745721271393,0.5806845965770171,15.999388753056234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1712,80.45745321183107,7.823457775164826,11.087781183947143,0.6313078290569577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1713,57.26190476190476,42.21560846560847,0.002204585537918871,0.5180776014109347,0.0,0.0,0.0,0.0,0.0,0.0,0.002204585537918871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1714,33.53302162478083,64.87068965517241,0.5296610169491526,0.3506721215663355,0.0,0.7159555815312683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1715,16.507618066475086,20.915794610421298,2.2745757197852843,56.79390554681993,0.0,0.008133167055251314,0.0,3.4918397223878976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008133167055251314,0.0,0.0,0.0,0.0
SL1716,54.62540848025174,21.737200952111994,21.103804413603907,2.5295517811756163,0.0,0.0,0.0,0.0,0.0040343728567394195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1717,16.69236466060437,72.24980878264354,0.9299840955722559,10.127842461179842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1718,94.05082073634425,5.575906519521469,0.0,0.3384957803950663,0.0,0.0,0.0,0.0,0.009273856997125105,0.0,0.0,0.025503106742094037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1719,26.505140355575218,22.325326875385674,19.83839606934532,30.96554855685827,0.0,0.0,0.0,0.36558814283552027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1720,41.33740397872759,56.76777624581446,0.0,1.8948197754579477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1721,91.46341463414635,6.097560975609756,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1722,10.992756710694504,88.31700042607584,0.0,0.6795909671921602,0.0,0.010651896037494673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1723,27.629787485940923,71.3194814420174,0.5682827206535251,0.4202924288166696,0.0,0.06215592257147931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1724,53.88956234585963,13.530911674957155,0.8945366383814739,31.676629185302847,0.0,0.0,0.0,0.0,0.00836015549889228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1725,54.928554129329136,45.071445870670864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1726,26.791666666666668,1.5,0.3333333333333333,71.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1727,23.688363678355596,53.554794256899804,3.2872704877016052,19.434928211247545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03464336579545017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1728,74.58716678461901,22.045293701344658,0.05307855626326964,3.302665723047889,0.0,0.01179523472517103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1729,88.44318467223997,8.880198055326325,0.6960640091851745,1.973377345628072,0.0,0.0,0.0,0.0,0.0,0.007175917620465717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1730,34.1172032193159,61.3891683433937,0.2682763246143528,4.137323943661972,0.0,0.06287726358148893,0.0,0.025150905432595575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1731,9.58910712133992,75.01144716230871,11.986986383901675,2.9521629111941197,0.46029642125557296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1732,17.932300739136576,77.8588578692152,0.6402711736735559,3.5685702179746714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1733,14.15134902719553,72.8044716758035,0.0,13.044179297000968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1734,35.59995459189465,38.04631626745374,0.0,23.09002156885004,0.0,2.3952775570439324,0.0,0.0,0.5789533431717562,0.20433647406061983,0.0,0.0,0.0,0.0,0.08514019752525825,0.0,0.0,0.0,0.0,0.0
SL1735,74.79872261952953,9.872711734808618,1.85759906445374,13.470966581208113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1736,8.869991620371808,90.15859222246361,0.0,0.9714161571645821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1737,27.14793859963236,54.34600969228198,1.1076893695242187,16.24054047601996,0.0,1.1578218625414787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1738,86.20862145063998,7.473885537737237,0.726791231425629,5.590701780197146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1739,77.97450788919156,19.784653338130237,0.6809888472015213,1.5598499254766922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1740,43.51982851018221,52.553054662379424,0.7331189710610932,3.1468381564844585,0.0,0.00857449088960343,0.0,0.0,0.03858520900321544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1741,55.36607687614399,42.28492983526541,0.4636973764490543,1.8852959121415498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1742,42.921135374940775,41.17026316922944,2.317267519490029,12.981866735581686,0.3488822845328854,0.0,0.0,0.2605849162251798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1743,93.02325581395348,4.651162790697675,1.1627906976744187,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1744,22.77748782185108,73.63430758524704,2.2834029227557413,1.3048016701461378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1745,9.982139313355825,89.90540451147714,0.0,0.11245617516703049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1746,5.170462931076893,93.66851970285826,0.58050868303242,0.58050868303242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1747,39.551184374567114,48.341875606039615,11.497437318188116,0.609502701205153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1748,85.22395257141237,3.1486681984511957,0.0,11.627379230136443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1749,39.11588492470449,58.23932638851406,0.0026987639661035247,2.6420899228153507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1750,7.056005895357406,91.19380987472366,0.0,1.7501842299189387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1751,92.6829268292683,2.4390243902439024,2.4390243902439024,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1752,50.84075873694947,41.90477539629698,5.645195563173775,1.6092703035797764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1753,37.31076851744523,47.50202851512693,1.5741277384954213,13.613075228932422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1754,90.9341568324694,6.217602294033307,0.5266350501819786,2.3216058233153194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1755,23.208047476745655,72.40624605412685,1.6709457468748685,2.71476072225262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1756,21.71553478555815,72.97806587774177,0.0,5.212180598477425,0.0,0.09421873822265772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1757,7.901785714285714,81.24149659863946,0.49107142857142855,10.178571428571429,0.0021258503401360546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18494897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1758,58.54108170963442,35.06055191582291,2.07606568535693,4.32230068918574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1759,88.90509311195872,7.706977787749607,0.4711689477226834,2.905541844289881,0.0,0.005609154139555755,0.0,0.0,0.0,0.0,0.0,0.005609154139555755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1760,27.03805445584552,63.09687323260887,0.0,9.865072311545608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1761,54.70875709945846,39.189010698718796,4.167217012283714,1.604807819310527,0.0,0.32360322282393345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00660414740457007
