,Unclassified,Ascomycota,Anthophyta,Basidiomycota,Basidiobolomycota,Cercozoa,Rozellomycota,Mortierellomycota,Haplosporidia,Blastocladiomycota,Glomeromycota,Mucoromycota,Choanoflagellata,Calcarisporiellomycota,Eumycetozoa,Monilophyta,Streptophycophyta,Olpidiomycota,Chytridiomycota,Bryophyta
SL1520,81.61020420104148,13.240887016558423,4.894388859633725,0.24866889005909543,0.0,0.0,0.0,0.0,0.0,0.0,0.002925516353636417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002925516353636417
SL1521,47.90640770760055,50.86710506193607,0.0,1.0980272212876587,0.0,0.0764642911760208,0.0,0.0,0.051995717999694144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1522,62.32006603450706,28.807553703368164,4.417064282982022,4.4553159791427595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1523,55.99598362555032,27.97559280142118,1.450529080095775,14.275121649803044,0.30122808372595966,0.0,0.0,0.0,0.0,0.0,0.0015447594037228702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1524,66.50213306067765,22.66685470507351,1.7804886648097873,8.994112047385679,0.0,0.0,0.0,0.010577160385008638,0.0,0.0,0.045834361668370766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1525,10.132426467276249,88.55456961398136,0.27025809648214044,0.8738345119589208,0.16891131030133777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1526,9.629128430667738,75.39645621009008,14.746056582230304,0.2241299107709223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228866240960799,0.0,0.0,0.0
SL1527,2.546176598341159,96.83330920222558,0.6081039154445984,0.012410283988665274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1528,44.735876742479824,33.67571533382245,0.5319148936170213,11.573734409391049,9.482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1529,45.37560898947038,44.4955209806695,0.4871915763004872,9.492377809209492,0.0,0.051076536225051074,0.0,0.0,0.06679239352506679,0.0,0.027502750275027504,0.0,0.0,0.0,0.0,0.003928964325003929,0.0,0.0,0.0,0.0
SL1530,6.022087934986455,90.67774536361742,0.0,3.3001667013961242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1531,70.15355481454037,28.961343707546003,0.45695936766703715,0.4281421102465934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1532,72.81691714620929,16.875244427062963,1.6369629588245154,8.66808201575507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002793452148164702,0.0,0.0
SL1533,46.2261120925004,51.15625501846796,1.1027246935388897,1.5149081954927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1534,11.372908770489824,83.76505805953214,0.0,4.859619052217367,0.0,0.0,0.0,0.0,0.0,0.0,0.002414117760664365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1535,9.071369685549405,37.89306324343423,0.3739253327052173,52.661641738311154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1536,15.878266622560371,22.82500826993053,7.8068144227588485,53.48991068475025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1537,19.496699484083177,70.3854732241422,0.0,9.550093495843377,0.0,0.42129452317119875,0.0,0.0,0.14643927276004234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1538,33.69139692542729,62.603838441707246,0.0,3.7047646328654635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1539,12.342964824120603,78.24349017816354,0.0,9.413544997715851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1540,93.75,3.90625,0.0,2.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1541,12.331916105539394,1.1554814166853145,2.0932929186077263,84.41930955916756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1542,71.2445237708908,24.34528638650008,1.6680188220022716,2.7421710206068473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1543,2.808366592139081,30.25262761978394,0.0,66.93900578807698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1544,6.03547209181012,91.47626499739175,0.49295774647887325,0.8763693270735524,1.1189358372456963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1545,13.991441934520848,77.55249278535177,0.0,7.80674693999403,0.4950741367300229,0.09453676982784356,0.0,0.0,0.05970743357548015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1546,8.238232335495509,70.66495542682715,0.0,20.978875437927087,0.0,0.11793679975025148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1547,83.06768558951966,13.982532751091703,0.0,2.949781659388646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1548,85.25119281504351,13.345495369071008,0.9823182711198428,0.3929273084479371,0.0,0.014033118158854897,0.0,0.0,0.0,0.0,0.014033118158854897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1549,38.39224016584342,49.52012898932767,7.803342461546336,2.2957029150564328,1.9885854682261408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1550,12.981451316273448,52.656192527980664,0.0,13.06027008564973,21.157584992906312,0.0,0.14450107718984814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1551,4.949272460285676,88.99679615538646,0.0,1.1246829528767854,4.809104258443465,0.0,0.0,0.12014417300760913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1552,18.055555555555557,51.388888888888886,0.0,30.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1553,17.915010700091717,54.66218281870987,0.0,27.42280648119841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1554,19.085977313825413,76.60693736643104,1.652145323031399,1.964491204997534,0.46029919447640966,0.0,0.0,0.0,0.2219299687654118,0.0,0.00821962847279303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1555,56.64392080406064,38.80130424552086,0.0,4.554774950418501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1556,87.87900612171408,11.444004321209938,0.0,0.6625855239467051,0.0,0.014404033129276198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1557,20.98162008044397,76.70179726083194,0.00509139045873428,2.123109821292195,0.18838144697316836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1558,8.944016091183373,88.41568890378814,1.9778746228628896,0.2614817298022125,0.40093865236339254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1559,36.18611167868298,55.31685104644035,6.316588341749613,2.1804489331270616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1560,48.580769802348044,47.33987219497696,0.0,4.071927478079952,0.0,0.0,0.0,0.00743052459503641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1561,12.219134577213179,64.65660976578008,0.0,15.224295355299722,7.058356490670901,0.34537514886859866,0.0,0.1349741961095673,0.3017070265978563,0.0,0.011909487892020643,0.03572846367606193,0.0,0.011909487892020643,0.0,0.0,0.0,0.0,0.0,0.0
SL1562,65.30742274609749,18.674737177445046,7.263459700541574,8.754380375915897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1563,30.86894755534509,63.513673493548005,3.0661773410678346,2.5452823487628744,0.0,0.005919261276192731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1564,45.01100162632737,40.03635320003826,0.23916578972543767,14.713479383908926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1565,84.01354295162857,15.348678512375002,0.0,0.6167817117660954,0.0,0.018372221201543266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002624603028791895
SL1566,10.978761658613328,86.58276210810203,0.00374573922163539,2.386035884181743,0.0,0.048694609881260065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1567,21.183918776986815,76.17574979577547,1.1757497957754697,1.0123701715486055,0.4522114599136422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1568,71.3289752773045,20.000695434472686,4.801975033902431,3.828366772140895,0.0,0.0,0.0,0.03824889599777461,0.0,0.0,0.0017385861817170278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1569,20.610837438423644,67.27586206896552,0.0,10.625615763546797,0.0,0.7389162561576355,0.0,0.059113300492610835,0.6822660098522167,0.0,0.0,0.007389162561576354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1570,34.097657538766086,63.44028373474101,0.0,2.0640877598152425,0.36704058066644674,0.0,0.0,0.03093038601121742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1571,12.434229470432712,79.49006570508625,1.0627994031569854,7.002434491243685,0.0,0.005235465040182194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235465040182194,0.0
SL1572,30.805302219104234,68.20883949340914,0.0,0.9821659343499612,0.0,0.0,0.0,0.0,0.0,0.0,0.0036923531366539896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1573,9.435632746863579,89.62815054816713,0.0,0.2957465245074031,0.640470180461892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1574,97.98657718120805,1.6778523489932886,0.0,0.33557046979865773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1575,13.039500844436104,62.44604991555639,0.0,23.49174329142428,1.022705948583224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1576,7.86763303452222,54.65144001525844,2.8228113675376694,33.73545679954225,0.40291817661644097,0.0,0.0,0.519740606522983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1577,12.542809472236044,80.4437549395545,0.7434944237918215,6.103093990574599,0.0,0.0,0.0,0.0,0.16684717384304656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1578,15.27696057829705,74.54400268975373,0.4665041607127847,8.275195427418677,1.0044549045977977,0.021013700933008323,0.3530301756745398,0.0588383626124233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1579,68.64005319001579,26.85264703437959,0.7147408371886861,3.781477685126188,0.0,0.011081253289747071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1580,58.606821521565394,40.07063858310346,0.0,1.2503544819407564,0.0,0.0051561009564567275,0.0,0.06702931243393746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1581,9.375,88.05075698757764,0.7302989130434783,0.5046583850931677,1.186432453416149,0.0,0.0,0.15285326086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1582,58.708662793237515,25.188938884277665,11.432440697217247,4.477742344152724,0.0,0.00436852911624656,0.0,0.0,0.0,0.18784675199860207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1583,75.88000371505527,13.025912510448594,3.232098077458902,7.861985697037244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1584,69.44168846396681,21.755208803102732,0.36078289889059256,8.442319834039866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1585,14.217462932454696,72.39703459637562,0.0,12.784184514003295,0.15650741350906094,0.2883031301482702,0.0,0.0,0.06589785831960461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09060955518945635,0.0,0.0,0.0
SL1586,48.96603450123219,38.33708346726669,2.753669773920497,9.943212257580628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1587,27.88191941039814,67.7080829928703,0.0,3.5608427461347434,0.8451494031883361,0.0,0.0,0.0,0.0,0.0,0.0040054474084755265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1588,93.9068100358423,5.562724014336918,0.0,0.32974910394265233,0.0,0.014336917562724014,0.0,0.17204301075268819,0.014336917562724014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1589,45.34761669548037,51.80908866386762,2.198073598419363,0.6452210422326501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1590,4.458686704052598,92.90311887068704,0.0,0.47238874002044257,1.0193651758335867,0.0,0.0,1.1464405094063372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1591,48.44331836154939,16.93731045337633,33.67499712081078,0.8791124419363507,0.0,0.0,0.0,0.06526162232715267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1592,14.374391431353457,84.70464135021098,0.0,0.7749107432651736,0.1460564751703992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1593,23.229784393040884,71.20920551388289,0.0,3.5306130463810232,0.5105447119349644,0.6558535914856851,0.0,0.0,0.7540352668577937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10996347641676157,0.0,0.0,0.0
SL1594,15.545148543831406,81.05663690911751,0.0,3.3396751061027365,0.0,0.0,0.0,0.05853944094833894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1595,8.86141062419626,86.56840439212583,2.2494806607973095,2.3207043228806015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1596,38.22724920529312,54.16574258889628,4.150957344570119,2.820285355215495,0.0,0.6320691949434465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036963110815406226
SL1597,52.72759899509511,30.07536786696973,13.432627507277585,3.7644056306575746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1598,29.08949574151683,51.270785453562254,14.816817628768419,4.745166959578207,0.0,0.0,0.0,0.07773421657428688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1599,81.17069574327732,14.23887315199255,1.0845524038648093,3.50393853556323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019401653020837376,0.0,0.0,0.0
SL1600,50.72938231187714,17.13446632323913,28.833469741466466,3.3026816234172642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1601,86.12522266939368,9.797453321897473,3.6847661146664907,0.3925578940423567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1602,48.8571349603383,35.51311461816976,3.7367679168624415,11.859815925485751,0.0,0.03316657914374948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1603,8.028973052605734,65.85231109201399,25.13657847891474,0.9821373764655331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1604,71.05263157894737,7.894736842105263,1.3157894736842106,17.105263157894736,0.0,2.6315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1605,75.62458361092605,16.25582944703531,3.7391738840772817,4.380413057961359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1606,12.397809656023446,72.53779114607435,10.049359864260373,5.015039333641832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1607,51.83927719632986,17.66323409747748,27.262268862762703,2.0483178540363087,0.24411459356323129,0.0,0.0,0.9427873958304105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1608,59.55206066137752,39.94944885206768,0.4317910552552131,0.06669943129958576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1609,9.397847437949103,48.08748313408014,35.834196240861026,6.677335341554489,0.0,0.0,0.0,0.0,0.0,0.0,0.003137845555241771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1610,0.3142136167321784,99.57538700441597,0.0,0.11039937885184646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1611,1.8116625778448765,10.039630118890356,85.82374032836384,2.019248914889602,0.0,0.3057180600113229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1612,54.78746327130264,43.07737512242899,0.2820763956904995,1.8530852105778648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1613,22.5476738538213,70.50028509281356,5.499123603573163,1.4508056511731042,0.0,0.0,0.0,0.0,0.0,0.0,0.002111798618883703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1614,2.5541241724816603,94.44444444444444,0.004473072105922347,2.996958310967973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1615,16.94355270197967,74.51177100053505,3.619582664526485,4.9210807918673085,0.0,0.0,0.0,0.001337613697164259,0.0,0.0,0.0,0.002675227394328518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1616,40.60016750760934,19.063183053132597,34.63730517026536,5.699344268992707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1617,13.174778044196747,86.36510919577474,0.0,0.46011276002851403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1618,5.162758137906895,63.66818340917046,13.6056802840142,17.563378168908446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1619,45.822073862131084,48.04482594182165,2.2995814126000105,3.8308694961055476,0.0,0.0,0.0,0.0,0.0,0.0,0.0026492873417050815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1620,41.980067694622036,49.10680707032719,0.0,8.90372320421211,0.0,0.0,0.0,0.009402030838661151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1621,32.30238726790451,61.790450928381965,0.0,4.997347480106101,0.16710875331564987,0.0,0.0,0.0,0.0,0.7427055702917772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1622,88.49600955998464,8.211343946054372,1.7284793649438777,1.5641671290171142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1623,59.72316768776946,38.19932934977183,0.0,2.0775029624587145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1624,11.863893098222896,77.3798043807687,2.259264361482298,8.497038159526106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1625,66.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1626,49.25171446910577,33.022533022533025,1.9796628492280666,15.746089659133137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1627,46.29906320407921,15.135776117633108,7.316494723111585,30.22649116565872,0.0,1.0221747895173723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1628,80.99701746910951,15.168299957392415,0.5112910097997444,3.323391563698338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1629,83.1150768177344,7.994179826250695,1.651902255317328,7.238841100697565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
