,Fungi,Viridiplantae,Unclassified,Rhizaria,Choanoflagellozoa,Metazoa,Amoebozoa,Ichthyosporia,Stramenopila
SL1551,95.52900487344758,0.006288319446627889,4.464706807105801,0.0,0.0,0.0,0.0,0.0,0.0
SL1552,88.60759493670886,0.0,11.39240506329114,0.0,0.0,0.0,0.0,0.0,0.0
SL1553,88.30920513520896,0.0,11.690794864791041,0.0,0.0,0.0,0.0,0.0,0.0
SL1554,85.98034808297476,1.3550831674266264,12.459058506197419,0.20551024340119453,0.0,0.0,0.0,0.0,0.0
SL1555,94.81749463219506,0.0,5.179564104826612,0.002941262978322892,0.0,0.0,0.0,0.0,0.0
SL1556,52.3062851169476,0.0,47.68064811185156,0.013066771200836273,0.0,0.0,0.0,0.0,0.0
SL1557,92.37904692615497,0.18188432157148055,7.375409239723536,0.06365951255001819,0.0,0.0,0.0,0.0,0.0
SL1558,93.4424988646112,1.9263763435434222,4.6311247918453855,0.0,0.0,0.0,0.0,0.0,0.0
SL1559,88.97034596375617,6.029654036243822,5.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1560,96.81597800130255,0.0,3.1840219986974456,0.0,0.0,0.0,0.0,0.0,0.0
SL1561,92.37057220708446,0.009968764537781618,6.918322589220443,0.7011364391573071,0.0,0.0,0.0,0.0,0.0
SL1562,80.8215147413641,6.896957570764433,12.281527687871476,0.0,0.0,0.0,0.0,0.0,0.0
SL1563,90.32273329547606,2.498580352072686,7.178686352451259,0.0,0.0,0.0,0.0,0.0,0.0
SL1564,85.2814226519337,0.05179558011049724,14.6667817679558,0.0,0.0,0.0,0.0,0.0,0.0
SL1565,94.05308227279178,0.0,5.927993565785116,0.018924161423096938,0.0,0.0,0.0,0.0,0.0
SL1566,96.04924489099761,0.31010636648370393,3.578627469221943,0.06202127329674078,0.0,0.0,0.0,0.0,0.0
SL1567,93.74756335282652,1.006335282651072,5.246101364522417,0.0,0.0,0.0,0.0,0.0,0.0
SL1568,88.70994940978078,4.8465430016863404,6.443507588532884,0.0,0.0,0.0,0.0,0.0,0.0
SL1569,92.064494400943,0.0,6.39260756083186,1.542898038225141,0.0,0.0,0.0,0.0,0.0
SL1570,90.60127657967293,0.0,9.398723420327077,0.0,0.0,0.0,0.0,0.0,0.0
SL1571,93.93905792601792,0.9247760134835448,5.131730683935066,0.004435376563470239,0.0,0.0,0.0,0.0,0.0
SL1572,72.34253493199492,0.006196362735074511,27.651268705270006,0.0,0.0,0.0,0.0,0.0,0.0
SL1573,95.37688962518119,0.0,4.623110374818803,0.0,0.0,0.0,0.0,0.0,0.0
SL1574,6.526207605344296,0.0,93.4737923946557,0.0,0.0,0.0,0.0,0.0,0.0
SL1575,97.29554585907461,0.0,2.7044541409253897,0.0,0.0,0.0,0.0,0.0,0.0
SL1576,93.65092203170495,2.462795211905532,3.8842607570365577,0.002021999352960207,0.0,0.0,0.0,0.0,0.0
SL1577,94.92327862484218,0.6215402544430416,4.270661357676993,0.184519763037778,0.0,0.0,0.0,0.0,0.0
SL1578,93.9399299536562,0.39622174266812893,5.646159833020837,0.017688470654827183,0.0,0.0,0.0,0.0,0.0
SL1579,94.96526003882701,0.7228977214672525,4.301624604066619,0.010217635639113109,0.0,0.0,0.0,0.0,0.0
SL1580,91.0588782871771,0.0023272050267628577,8.934140097742612,0.004654410053525715,0.0,0.0,0.0,0.0,0.0
SL1581,94.42943166585101,0.6723833436176777,4.898184990531311,0.0,0.0,0.0,0.0,0.0,0.0
SL1582,82.78711883727557,10.959573342018484,6.249236656760168,0.004071163945772096,0.0,0.0,0.0,0.0,0.0
SL1583,87.53305129561079,3.1376696633174688,9.329279041071743,0.0,0.0,0.0,0.0,0.0,0.0
SL1584,91.55053358443189,0.3808328102113413,8.064448629420381,0.0,0.0,0.0,0.004184975936388366,0.0,0.0
SL1585,94.45497297676704,0.0,5.180037902716362,0.3649891205166,0.0,0.0,0.0,0.0,0.0
SL1586,89.98875140607424,2.573115860517435,7.433445819272591,0.004686914135733034,0.0,0.0,0.0,0.0,0.0
SL1587,82.6954891364288,0.0,17.304510863571192,0.0,0.0,0.0,0.0,0.0,0.0
SL1588,12.724952137843012,0.012763241863433313,87.21123165283983,0.05105296745373325,0.0,0.0,0.0,0.0,0.0
SL1589,94.51938576397727,2.081389100986963,3.396397160713781,0.002827974321993156,0.0,0.0,0.0,0.0,0.0
SL1590,95.6200102541566,0.0,4.379989745843404,0.0,0.0,0.0,0.0,0.0,0.0
SL1591,62.75670408200094,32.64878911466416,4.594506803334897,0.0,0.0,0.0,0.0,0.0,0.0
SL1592,94.40393420383246,0.0,5.596065796167543,0.0,0.0,0.0,0.0,0.0,0.0
SL1593,91.22619801914163,0.0,7.239803915029846,1.5339980658285257,0.0,0.0,0.0,0.0,0.0
SL1594,85.19796733606891,0.0,14.802032663931085,0.0,0.0,0.0,0.0,0.0,0.0
SL1595,94.81119958900591,2.133866647095519,3.0549337638985725,0.0,0.0,0.0,0.0,0.0,0.0
SL1596,67.19416076302635,3.5973870641273344,28.616554727512497,0.591897445333824,0.0,0.0,0.0,0.0,0.0
SL1597,84.21641999962674,12.543625538903715,3.2399544614695506,0.0,0.0,0.0,0.0,0.0,0.0
SL1598,79.58653876594802,17.684490454933993,2.728970779117992,0.0,0.0,0.0,0.0,0.0,0.0
SL1599,94.44204598779916,1.0811825434068512,4.476771468793993,0.0,0.0,0.0,0.0,0.0,0.0
SL1600,69.75692223339121,27.359956136342866,2.8831216302659235,0.0,0.0,0.0,0.0,0.0,0.0
SL1601,92.6687797147385,4.405705229793978,2.925515055467512,0.0,0.0,0.0,0.0,0.0,0.0
SL1602,93.93415120058718,3.837684806542938,2.1914648212226067,0.03669917164726853,0.0,0.0,0.0,0.0,0.0
SL1603,76.05989490332126,21.692770777001172,2.2473343196775675,0.0,0.0,0.0,0.0,0.0,0.0
SL1604,48.10126582278481,1.2658227848101267,48.10126582278481,2.5316455696202533,0.0,0.0,0.0,0.0,0.0
SL1605,91.43997673619373,4.792872815713643,3.7671504480926323,0.0,0.0,0.0,0.0,0.0,0.0
SL1606,87.95198148683829,9.833309227654036,2.2147092855076655,0.0,0.0,0.0,0.0,0.0,0.0
SL1607,65.95842843960953,31.62789568257977,2.413675877810694,0.0,0.0,0.0,0.0,0.0,0.0
SL1608,97.26857142857143,0.5110204081632653,2.220408163265306,0.0,0.0,0.0,0.0,0.0,0.0
SL1609,57.761984046122116,37.24062523297135,2.340896100991526,2.656494619915012,0.0,0.0,0.0,0.0,0.0
SL1610,99.22053518610882,0.0,0.7794648138911765,0.0,0.0,0.0,0.0,0.0,0.0
SL1611,9.98730305303861,87.79938823801004,1.9593697697235528,0.25393893922779476,0.0,0.0,0.0,0.0,0.0
SL1612,97.31061646972611,0.21800861042410918,2.4713749198497754,0.0,0.0,0.0,0.0,0.0,0.0
SL1613,93.18886009893276,4.783561941691279,2.0275779593759626,0.0,0.0,0.0,0.0,0.0,0.0
SL1614,97.91622992746635,0.14674437130518636,1.93702570122846,0.0,0.0,0.0,0.0,0.0,0.0
SL1615,93.60575422080261,3.493119431302385,2.9011263478950022,0.0,0.0,0.0,0.0,0.0,0.0
SL1616,63.25089023068586,32.706301285028644,4.042808484285493,0.0,0.0,0.0,0.0,0.0,0.0
SL1617,97.71884481402405,0.0,2.2811551859759525,0.0,0.0,0.0,0.0,0.0,0.0
SL1618,82.89686317047794,15.447280455139131,1.6558563743829278,0.0,0.0,0.0,0.0,0.0,0.0
SL1619,94.59031705671735,2.828083649006279,2.5815992942763737,0.0,0.0,0.0,0.0,0.0,0.0
SL1620,82.03068519559804,0.0,17.96931480440196,0.0,0.0,0.0,0.0,0.0,0.0
SL1621,97.54756277350057,0.0,2.4524372264994265,0.0,0.0,0.0,0.0,0.0,0.0
SL1622,94.97660926232355,2.0735020735020737,2.9498886641743787,0.0,0.0,0.0,0.0,0.0,0.0
SL1623,97.1724921852799,0.0,2.8275078147200907,0.0,0.0,0.0,0.0,0.0,0.0
SL1624,95.60736860227748,2.47423694630955,1.9183944514129714,0.0,0.0,0.0,0.0,0.0,0.0
SL1625,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0
SL1626,92.93380188052046,1.9058473422610567,5.160350777218476,0.0,0.0,0.0,0.0,0.0,0.0
SL1627,86.93226028767702,8.730352815633267,3.1190947288855293,1.218292167804184,0.0,0.0,0.0,0.0,0.0
SL1628,86.06327593111735,0.5206247496996396,13.41609931918302,0.0,0.0,0.0,0.0,0.0,0.0
SL1629,94.87179487179488,1.6030785693707041,3.525126558834424,0.0,0.0,0.0,0.0,0.0,0.0
SL1630,93.46686281166308,4.409490400211233,2.116102749801969,0.007544038323714685,0.0,0.0,0.0,0.0,0.0
SL1631,90.89254791464882,5.93760089225441,2.876346452995216,0.29350474010155264,0.0,0.0,0.0,0.0,0.0
SL1632,95.9366175086288,0.007844367743959836,4.055538123627236,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,88.9542285541073,2.3522279478629886,8.693543498029706,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,76.60414610069101,13.738071734123066,9.657782165185916,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,86.99669521818305,4.7008835233020845,7.122142038173602,1.1802792203412693,0.0,0.0,0.0,0.0,0.0
SL1636,91.55314259068048,3.360756753155914,5.086100656163608,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,91.01170279066547,0.4431826050827505,8.545114604251783,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,84.69306404464523,0.3758399453323716,12.064841881477545,2.816901408450704,0.0,0.0,0.0493527200941498,0.0,0.0
SL1639,84.79839437127909,13.368212159480425,1.8333934692404834,0.0,0.0,0.0,0.0,0.0,0.0
SL1640,96.0688772350002,0.0,3.9311227649997935,0.0,0.0,0.0,0.0,0.0,0.0
SL1641,89.08151549942595,0.0,10.918484500574053,0.0,0.0,0.0,0.0,0.0,0.0
SL1642,92.79142474318893,1.1255024564537741,6.083072800357303,0.0,0.0,0.0,0.0,0.0,0.0
SL1643,90.78113704979377,3.5378662244333885,5.680996725772845,0.0,0.0,0.0,0.0,0.0,0.0
SL1644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1645,94.49905926622766,2.7187206020696144,2.782220131702728,0.0,0.0,0.0,0.0,0.0,0.0
SL1646,94.6720835751596,0.9092667827432772,4.360611336815632,0.05803830528148578,0.0,0.0,0.0,0.0,0.0
SL1647,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1648,96.80048294597042,0.442700472884596,2.7568165811449843,0.0,0.0,0.0,0.0,0.0,0.0
SL1649,94.31156499148975,2.302248499507301,3.386186509002956,0.0,0.0,0.0,0.0,0.0,0.0
SL1650,88.75494167602128,6.940309434330617,4.2998682219727655,0.004880667675337986,0.0,0.0,0.0,0.0,0.0
SL1651,95.02179645874818,0.0,3.522415370539799,1.4557881707120177,0.0,0.0,0.0,0.0,0.0
SL1652,97.06879904934023,0.03465947070036888,2.896541479959399,0.0,0.0,0.0,0.0,0.0,0.0
SL1653,96.52987595772619,1.188154154077587,2.281969888196224,0.0,0.0,0.0,0.0,0.0,0.0
SL1654,95.2046605103157,1.4983845938589127,3.2867791091098733,0.0,0.010175786715510443,0.0,0.0,0.0,0.0
SL1655,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1656,97.77957206297941,0.12399792375569525,2.0964300132648943,0.0,0.0,0.0,0.0,0.0,0.0
SL1657,96.77222303670038,1.3316717978790988,1.896105165420515,0.0,0.0,0.0,0.0,0.0,0.0
SL1658,98.19931995594081,0.0,1.8006800440591926,0.0,0.0,0.0,0.0,0.0,0.0
SL1659,46.363955735113294,42.157034955208154,10.501200304467474,0.9778090052110779,0.0,0.0,0.0,0.0,0.0
SL1660,86.49389752137212,0.0,13.296413785687403,0.20968869294048068,0.0,0.0,0.0,0.0,0.0
SL1661,96.88112025068547,0.4308656482569526,2.688014101057579,0.0,0.0,0.0,0.0,0.0,0.0
SL1662,93.23386024523563,4.981533461368001,1.7846062933963658,0.0,0.0,0.0,0.0,0.0,0.0
SL1663,97.22314049586777,0.32231404958677684,2.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0
SL1664,56.297402895886,4.619627671799586,39.082969432314414,0.0,0.0,0.0,0.0,0.0,0.0
SL1665,96.0366284825343,1.7501060670343658,2.213265450431339,0.0,0.0,0.0,0.0,0.0,0.0
SL1666,97.77148530871915,0.2537417717795021,1.9747729195013421,0.0,0.0,0.0,0.0,0.0,0.0
SL1667,93.88516504363223,0.3161755406601745,5.798659415707601,0.0,0.0,0.0,0.0,0.0,0.0
SL1668,90.33501334123925,5.662614882893567,4.00237177586718,0.0,0.0,0.0,0.0,0.0,0.0
SL1669,92.66412335081863,2.080352885073915,5.255523764107455,0.0,0.0,0.0,0.0,0.0,0.0
SL1670,86.32952036925546,10.596026490066226,3.0744531406783064,0.0,0.0,0.0,0.0,0.0,0.0
SL1671,95.98384142045188,1.996336136032693,1.9916388745361455,0.0,0.0,0.028183568979285076,0.0,0.0,0.0
SL1672,87.3931623931624,9.780497280497281,2.8263403263403264,0.0,0.0,0.0,0.0,0.0,0.0
SL1673,91.34566118589595,6.646793050444828,2.0075457636592295,0.0,0.0,0.0,0.0,0.0,0.0
SL1674,95.36832041863741,0.02012679883264567,4.611552782529938,0.0,0.0,0.0,0.0,0.0,0.0
SL1675,97.30362957668176,0.43880549598919866,2.2575649273290446,0.0,0.0,0.0,0.0,0.0,0.0
SL1676,74.95245230822431,22.29842660365397,2.749121088121722,0.0,0.0,0.0,0.0,0.0,0.0
SL1677,65.15576948789945,0.0,34.844230512100545,0.0,0.0,0.0,0.0,0.0,0.0
SL1678,92.60218309298064,3.605290415106366,3.792526491912995,0.0,0.0,0.0,0.0,0.0,0.0
SL1679,92.90400768941451,4.897822725563124,2.1981695850223577,0.0,0.0,0.0,0.0,0.0,0.0
SL1680,95.2139960451788,0.392130576130308,4.393873378690887,0.0,0.0,0.0,0.0,0.0,0.0
SL1681,96.92971537631732,0.8215085884988798,2.248776035183802,0.0,0.0,0.0,0.0,0.0,0.0
SL1682,98.72531418312388,0.0,1.2746858168761221,0.0,0.0,0.0,0.0,0.0,0.0
SL1683,15.212527964205817,0.44742729306487694,84.3400447427293,0.0,0.0,0.0,0.0,0.0,0.0
SL1684,94.64741876076754,3.5347234598704924,1.8178577793619675,0.0,0.0,0.0,0.0,0.0,0.0
SL1685,86.45967472695187,6.972862116659512,6.557924357323413,0.009538799065197692,0.0,0.0,0.0,0.0,0.0
SL1686,98.94387600040523,0.0,1.0561239995947727,0.0,0.0,0.0,0.0,0.0,0.0
SL1687,96.65015429592334,0.8750203020951762,2.4748254019814846,0.0,0.0,0.0,0.0,0.0,0.0
SL1688,89.56666666666666,6.358333333333333,4.075,0.0,0.0,0.0,0.0,0.0,0.0
SL1689,95.85199752358061,0.9796423759058961,3.168360100513493,0.0,0.0,0.0,0.0,0.0,0.0
SL1690,96.94839284069629,0.07675068308107942,2.9748564762226386,0.0,0.0,0.0,0.0,0.0,0.0
SL1691,92.00903292262589,4.983954676914544,3.00701240045957,0.0,0.0,0.0,0.0,0.0,0.0
SL1692,94.45477911418469,0.6759347353772313,4.8692861504380796,0.0,0.0,0.0,0.0,0.0,0.0
SL1693,91.63382300250807,2.280544607667503,6.085632389824435,0.0,0.0,0.0,0.0,0.0,0.0
SL1694,65.0989902202433,15.130794307068458,19.1341337361851,0.6360817365031407,0.0,0.0,0.0,0.0,0.0
SL1695,89.2843360061747,2.778611551820248,7.93705244200506,0.0,0.0,0.0,0.0,0.0,0.0
SL1696,65.15086392160234,6.5073497807960115,28.333190062752514,0.008596234849136079,0.0,0.0,0.0,0.0,0.0
SL1697,76.93066302533758,0.0,23.06933697466242,0.0,0.0,0.0,0.0,0.0,0.0
SL1698,85.28067056134113,0.7810515621031242,13.938277876555754,0.0,0.0,0.0,0.0,0.0,0.0
SL1699,90.61952827273663,1.4960346070656092,7.881862189720877,0.002574930476877124,0.0,0.0,0.0,0.0,0.0
SL1700,84.44645980436613,1.3020664636911317,14.251473731942735,0.0,0.0,0.0,0.0,0.0,0.0
SL1701,79.73865841377447,0.22105961240881292,19.455702109891188,0.5845798639255275,0.0,0.0,0.0,0.0,0.0
SL1702,74.98150822443732,13.694480645274911,11.29759430805537,0.02641682223239759,0.0,0.0,0.0,0.0,0.0
SL1703,91.8687879507446,1.482411207978561,6.645408595949659,0.0033922453271820617,0.0,0.0,0.0,0.0,0.0
SL1704,92.68439721283666,0.7150167538239376,6.600586033339408,0.0,0.0,0.0,0.0,0.0,0.0
SL1705,88.23293296693117,1.488251458918702,10.272640256893197,0.0061753172569240745,0.0,0.0,0.0,0.0,0.0
SL1706,94.83240610036259,0.6366077112568851,4.528218328766365,0.00276785961416037,0.0,0.0,0.0,0.0,0.0
SL1707,76.56667190199467,9.936652531281085,13.491440238730956,0.005235327993298781,0.0,0.0,0.0,0.0,0.0
SL1708,89.61335946808101,0.08455359544947923,9.91390906645144,0.0019216726238518007,0.0,0.3862561973942119,0.0,0.0,0.0
SL1709,92.99194932031146,0.10228322555100963,6.905767454137521,0.0,0.0,0.0,0.0,0.0,0.0
SL1710,80.93910571772166,14.737072264130315,4.296490652673008,0.0,0.0,0.0,0.02733136547501913,0.0,0.0
SL1711,76.16267227917713,0.6314074275239324,23.205920293298934,0.0,0.0,0.0,0.0,0.0,0.0
SL1712,76.19381171114135,11.305683149911768,12.500505138946886,0.0,0.0,0.0,0.0,0.0,0.0
SL1713,91.90877059729519,0.0,8.091229402704812,0.0,0.0,0.0,0.0,0.0,0.0
SL1714,93.802044546747,0.48405659738677137,5.019971565906167,0.6939272899600568,0.0,0.0,0.0,0.0,0.0
SL1715,92.41866406191299,2.091316652891527,5.482505572670123,0.0075137125253587796,0.0,0.0,0.0,0.0,0.0
SL1716,51.95646183521632,18.303940479470928,29.73615321025076,0.003444475062000551,0.0,0.0,0.0,0.0,0.0
SL1717,93.18120217667786,1.0299605946250234,5.788837228697121,0.0,0.0,0.0,0.0,0.0,0.0
SL1718,89.99090495679854,0.0,9.995452478399272,0.013642564802182811,0.0,0.0,0.0,0.0,0.0
SL1719,72.09364850622674,18.786699072978728,9.119652420794528,0.0,0.0,0.0,0.0,0.0,0.0
SL1720,94.52686485362766,0.0,5.473135146372347,0.0,0.0,0.0,0.0,0.0,0.0
SL1721,16.091954022988507,2.2988505747126435,81.60919540229885,0.0,0.0,0.0,0.0,0.0,0.0
SL1722,89.54289675419997,0.008155276463872126,10.434676235524384,0.01427173381177622,0.0,0.0,0.0,0.0,0.0
SL1723,93.46585581482573,0.5224100517051999,5.9501165376269185,0.0616175958421518,0.0,0.0,0.0,0.0,0.0
SL1724,78.27862476664592,0.8595208462974486,20.84240821406347,0.01944617299315495,0.0,0.0,0.0,0.0,0.0
SL1725,95.10728242079115,0.0,4.892717579208855,0.0,0.0,0.0,0.0,0.0,0.0
SL1726,90.42428960685092,0.3503308680420397,9.225379525107046,0.0,0.0,0.0,0.0,0.0,0.0
SL1727,86.18306220763806,3.0545276827480277,10.762410109613908,0.0,0.0,0.0,0.0,0.0,0.0
SL1728,92.82619704045462,0.24194002138074608,6.914983401789231,0.016879536375400888,0.0,0.0,0.0,0.0,0.0
SL1729,90.73026046638483,0.8489022228283104,8.420837310786855,0.0,0.0,0.0,0.0,0.0,0.0
SL1730,94.05169253330075,0.0,5.896370524257607,0.051936942441647316,0.0,0.0,0.0,0.0,0.0
SL1731,80.90583395992746,11.097350612587908,7.99681542748463,0.0,0.0,0.0,0.0,0.0,0.0
SL1732,88.33056301410731,0.6222563184588501,11.047180667433832,0.0,0.0,0.0,0.0,0.0,0.0
SL1733,89.61021505376344,0.0,10.38978494623656,0.0,0.0,0.0,0.0,0.0,0.0
SL1734,71.22001115863864,0.0,26.01822577645527,2.687372140598847,0.0,0.0,0.07439092430723451,0.0,0.0
SL1735,87.71724526502838,1.8723182941099987,10.410436440861613,0.0,0.0,0.0,0.0,0.0,0.0
SL1736,93.21224273161526,0.0,6.787757268384738,0.0,0.0,0.0,0.0,0.0,0.0
SL1737,83.95578066875433,0.9877892436056409,13.92993001408125,1.1265000735587734,0.0,0.0,0.0,0.0,0.0
SL1738,92.62062440870388,0.7686849574266793,6.610690633869442,0.0,0.0,0.0,0.0,0.0,0.0
SL1739,87.36112799319315,0.6733924881487784,11.965479518658077,0.0,0.0,0.0,0.0,0.0,0.0
SL1740,92.56754099650006,0.6685280585158677,6.716740729088835,0.04719021589523772,0.0,0.0,0.0,0.0,0.0
SL1741,81.36803637682372,0.4323932267693252,18.19957039640695,0.0,0.0,0.0,0.0,0.0,0.0
SL1742,85.79688185334344,2.482156385820806,11.72096176083576,0.0,0.0,0.0,0.0,0.0,0.0
SL1743,11.235955056179776,1.1235955056179776,87.64044943820225,0.0,0.0,0.0,0.0,0.0,0.0
SL1744,92.24602681523939,2.132392729021785,5.619576327234102,0.0020041285047197226,0.0,0.0,0.0,0.0,0.0
SL1745,90.35787767317164,0.003117401334247771,9.639004925494108,0.0,0.0,0.0,0.0,0.0,0.0
SL1746,94.8695408958325,0.6153354377272545,4.515123666440244,0.0,0.0,0.0,0.0,0.0,0.0
SL1747,82.31594143122294,10.850175293875026,6.833883274902042,0.0,0.0,0.0,0.0,0.0,0.0
SL1748,91.38903126601743,0.11599989209312364,8.494968841889449,0.0,0.0,0.0,0.0,0.0,0.0
SL1749,92.38681601265979,0.004945231560467819,7.608238755779739,0.0,0.0,0.0,0.0,0.0,0.0
SL1750,93.98140853946747,0.0,6.0185914605325355,0.0,0.0,0.0,0.0,0.0,0.0
SL1751,21.73913043478261,4.3478260869565215,73.91304347826087,0.0,0.0,0.0,0.0,0.0,0.0
SL1752,88.91190873378895,5.912662110531131,5.175429155679923,0.0,0.0,0.0,0.0,0.0,0.0
SL1753,92.51655770172711,1.6972975275251827,5.786144770747705,0.0,0.0,0.0,0.0,0.0,0.0
SL1754,88.28652354607301,0.4976573047092146,11.215819149217777,0.0,0.0,0.0,0.0,0.0,0.0
SL1755,89.72610273897261,1.4849851501484985,8.737579290873757,0.051332820005133284,0.0,0.0,0.0,0.0,0.0
