,Ascomycota,Unclassified,Anthophyta,Basidiomycota,Basidiobolomycota,Cercozoa,Mortierellomycota,Glomeromycota,Haplosporidia,Rozellomycota,Blastocladiomycota,Mucoromycota,Calcarisporiellomycota,Choanoflagellata,Arthropoda,Eumycetozoa,Monilophyta,Streptophycophyta
SL1519,27.82644756622259,3.693432170442175,0.0,68.48012026333524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1520,79.80150964495387,15.096449538719597,4.794520547945205,0.26838132513279284,0.0363433044450657,0.0,0.0,0.0027956388034665923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1521,91.45840895764108,6.645631474604194,0.005584564264373273,1.7451763326166476,0.0,0.08097618183341244,0.0,0.0,0.06422248904029264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1522,86.78321290632566,4.812152347864654,4.185685509951398,4.218949235858297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1523,72.22914250533339,12.646936700886274,1.3773749695746174,13.468779977950547,0.2777658462551723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1524,71.36651758422086,18.33714083464719,1.6409794394929051,8.645709321406738,0.0,0.0,0.006435213488207471,0.0,0.0,0.0032176067441037357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1525,92.80624485265156,5.73101299817381,0.22200737637411824,1.1100368818705912,0.13069789092992445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1526,81.89708017422164,6.2687530246814,11.61155025004033,0.20971124374899178,0.012905307307630263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1527,96.7153214852792,2.647638360147686,0.581562183153827,0.05547797141927955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1528,47.15862296162082,33.04233239993411,0.72475704167353,10.163070334376544,8.911217262394993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1529,78.71470370500934,11.083301018789438,0.45122854020516795,9.511051574012056,0.0987062431698805,0.05992879049599887,0.0,0.0,0.07755490534776324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035252229703528746,0.0
SL1530,90.96800715788456,5.844799651778589,0.0,3.1871931903368558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1531,79.77032119145882,18.95567916741432,0.5777857527364076,0.696213888390454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1532,72.51302792253247,17.33685929843665,1.5866842964921832,8.563428482538695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1533,91.74422027489075,5.8804881914725,0.9895161107714603,1.3857754228652945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1534,81.46702736263249,13.246707171049714,0.0,5.277395893387733,0.004434786465031709,0.0,0.0022173932325158545,0.0022173932325158545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1535,41.687073412181526,7.815349346115771,0.3412702547803887,50.15630698692232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1536,24.961994527211917,17.330495591365157,7.418668288233506,50.28884159318942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1537,79.04671657348621,6.691935942386051,0.0,13.709845541552165,0.03411352222116933,0.4264190277646167,0.001895195678953852,0.0,0.08907419691083104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1538,83.77808419174305,10.880850028388352,0.0,5.341065779868602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1539,79.15928083059002,11.949860724233984,0.0,8.817422132185364,0.07343631299063054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1540,8.571428571428571,89.28571428571429,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1541,10.99090804465416,2.9174818736333297,2.044730885794299,84.04496106187901,0.0,0.0,0.0,0.0019181340392066598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1542,86.45335928708295,9.510629885337146,1.6150126220383831,2.420998205541531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1543,23.335590986472386,2.835490307345915,0.0,73.8289187061817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1544,93.85210756612942,3.775368851557862,0.5958794168737219,0.800369401262121,0.9762747641768729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1545,82.3633640601599,7.8828021178307,0.0,9.108359524964667,0.4556289155609931,0.12656358765583142,0.0,0.0,0.06117240070031852,0.0,0.0,0.0021093931275971904,0.0,0.0,0.0,0.0,0.0,0.0
SL1546,75.84264692872519,8.227418831647547,0.0,15.782489457698093,0.0,0.14744478192916752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1547,59.289988842681815,38.15397099097272,0.00202860330662339,2.5519829597322246,0.0,0.0,0.0,0.0,0.0,0.00202860330662339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1548,19.555555555555557,78.66666666666667,1.0123456790123457,0.6666666666666666,0.06172839506172839,0.024691358024691357,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1549,75.43966631704758,14.186403883210966,7.627387369807547,0.7683489035783106,1.978193526355587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1550,62.56990449969887,6.704379248042674,0.09463993805385873,11.87731222575927,18.631162350511914,0.0,0.0,0.0,0.0,0.1226017379334079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1551,88.04590473196038,4.725672064140858,0.006288319446627889,2.4618770633548186,4.643923911334696,0.0,0.11633390976261594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1552,56.962025316455694,15.189873417721518,0.0,27.848101265822784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1553,62.114176454520624,11.827369571155423,0.0,26.058453974323957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1554,79.32053175775481,17.070194592511722,1.3550831674266264,1.6697707276347056,0.37248731616466507,0.0,0.0,0.006422195106287329,0.20551024340119453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1555,89.72322715373981,5.994293949822054,0.0,4.247183740698256,0.03235389276155181,0.0,0.0,0.0,0.002941262978322892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1556,49.14412648634522,49.9281327583954,0.0,0.9146739840585392,0.0,0.013066771200836273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1557,87.09076027646417,9.812659148781375,0.18188432157148055,2.682793743179338,0.1682429974536195,0.06365951255001819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1558,92.59978806075591,5.051218650653479,1.9263763435434222,0.04415400918403391,0.3784629358631478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1559,85.6946732564525,6.331685886875343,6.029654036243822,1.8533772652388798,0.09060955518945635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1560,67.00919024531443,28.87329039727911,0.0,4.110282943773066,0.0,0.0,0.007236413633403285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1561,69.39921579052303,8.789127400810793,0.009968764537781618,14.720542300790855,6.1939256994749785,0.38213597394829535,0.12627101747856714,0.009968764537781618,0.31900046520901176,0.0,0.0,0.0365521366385326,0.01329168605037549,0.0,0.0,0.0,0.0,0.0
SL1562,69.62278585299829,14.788442299770495,6.896957570764433,8.691814276466781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1563,63.10335036910846,32.230740109786105,2.498580352072686,2.1673291690327465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1564,57.916091160220994,28.09910220994475,0.05179558011049724,13.924378453038674,0.0,0.0,0.0,0.0,0.0,0.008632596685082873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1565,86.65373515636088,10.230874769361783,0.0,3.0680796707195914,0.02602072195675829,0.018924161423096938,0.0,0.0,0.0,0.0023655201778871172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1566,93.21797376500139,4.453127422705988,0.31010636648370393,1.9567711725121717,0.0,0.06202127329674078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1567,77.68031189083821,19.909844054580898,1.006335282651072,1.0112085769980508,0.39230019493177387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1568,54.78920741989882,39.45699831365936,4.8465430016863404,0.8296795952782462,0.03372681281618887,0.0,0.04215851602023609,0.0016863406408094434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1569,77.46905784288961,8.62591563526143,0.0,12.277932137745221,0.02525890376357666,0.7598720215542646,0.052622716174118046,0.0,0.7830260166708765,0.0,0.0,0.006314725940894165,0.0,0.0,0.0,0.0,0.0,0.0
SL1570,77.69007062733694,19.127922347698004,0.0,2.8099860256071305,0.33991766438795934,0.0,0.03210333496997394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1571,86.51645524705047,6.661935598332298,0.9247760134835448,5.892397764570212,0.0,0.004435376563470239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1572,71.24577872788673,27.775195959971498,0.006196362735074511,0.9666325866716238,0.0,0.0,0.0,0.0030981813675372556,0.0,0.0,0.0030981813675372556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1573,94.2155035549113,4.880237454269345,0.0,0.3002692068751294,0.6039897839442259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1574,5.601233299075026,93.78211716341212,0.0,0.5652620760534429,0.051387461459403906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1575,73.1066660906381,3.153756426318745,0.0,22.793450555147537,0.9461269278956236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1576,58.08597541248787,8.30839534131349,2.462795211905532,30.297638304755743,0.35991588482691683,0.0,0.4832578453574895,0.0,0.002021999352960207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1577,86.17558512188016,5.436049334757697,0.6215402544430416,7.582305525881325,0.0,0.0,0.0,0.0,0.184519763037778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1578,82.72897725262673,8.494003608448013,0.39622174266812893,7.139066756288251,0.866735062086532,0.017688470654827183,0.05306541196448155,0.0,0.0,0.3042416952630276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1579,89.89220394400736,5.93133748850516,0.7228977214672525,3.443343210381118,0.0,0.010217635639113109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1580,83.38841051896672,15.010472422620433,0.0023272050267628577,1.5336281126367233,0.0,0.004654410053525715,0.060507330695834305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1581,92.59314424324957,4.9662744430495565,0.6723833436176777,0.5149264846692342,1.1021980126391047,0.0,0.1489456773836628,0.0,0.0,0.0021277953911951826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1582,54.84264951349591,28.990758457843096,10.959573342018484,5.027887473028539,0.0,0.004071163945772096,0.0,0.0,0.0,0.0,0.17506004966820013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1583,72.80539397144368,16.424290498854223,3.1376696633174688,7.5929843116516835,0.03966155473294553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1584,67.11027411592383,24.360744925716677,0.3808328102113413,8.131408244402595,0.012554927809165096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004184975936388366,0.0,0.0
SL1585,79.553590229522,6.450480802976065,0.0,13.525654523759387,0.1052853232259423,0.29479890503263845,0.0,0.0,0.07019021548396154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1586,72.97994000749907,15.04968128983877,2.573115860517435,9.392575928008998,0.0,0.004686914135733034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1587,73.80978640491158,21.528620271313553,0.0,3.8491231940002204,0.8051174589169516,0.0,0.007352670857689056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1588,10.912571793235482,88.21952776005105,0.012763241863433313,0.6381620931716656,0.012763241863433313,0.03828972559029994,0.15315890236119975,0.0,0.012763241863433313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1589,91.37467831792087,5.85956279516982,2.081389100986963,0.6815418116003507,0.0,0.002827974321993156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1590,93.0296149808345,4.384872677555604,0.0,0.4663199785151005,0.9594960814473009,0.0,1.1596962816475012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1591,61.435738261089256,5.301909264806728,32.64878911466416,0.5449886310318692,0.0036091962319991337,0.0,0.06496553217598441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1592,90.33745972528405,8.831609292860776,0.0,0.7122265558758691,0.11870442597931151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1593,82.28232233968053,9.477440224097109,0.0,6.236035615433354,0.4702037549604829,0.6969686864307867,0.0,0.0,0.837029379397739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1594,80.8880676105329,14.853664501752766,0.0,4.239245631674774,0.0027174651485094704,0.0,0.01630479089105682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1595,89.33617114968258,5.972257898792705,2.133866647095519,2.5577043044291954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1596,60.13739381114485,32.753703192566014,3.5973870641273344,2.9104180084031035,0.006133652283252062,0.591897445333824,0.0,0.0,0.0,0.003066826141626031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1597,80.07875926167858,3.6038894384203357,12.543625538903715,3.7737257609973685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1598,74.05894830151645,4.13777819989236,17.684490454933993,4.045968278089087,0.0,0.0,0.07281476556811346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1599,77.00234631628344,18.353824495542,1.0811825434068512,3.5607695917409665,0.0018770530267480056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1600,63.99981723476195,5.163117974961162,27.359956136342866,3.4725395229827285,0.0,0.0,0.0,0.0,0.0,0.0,0.004569130951293064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1601,86.3676703645008,8.66877971473851,4.405705229793978,0.5578446909667195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1602,76.62262766068994,8.047604068365313,3.837684806542938,11.450141553947782,0.002621369403376324,0.03669917164726853,0.002621369403376324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1603,69.72348349574001,7.706239477577674,21.692770777001172,0.8775062496811388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1604,30.379746835443036,49.36708860759494,1.2658227848101267,16.455696202531644,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1605,45.97774076717688,44.610992148465385,4.792872815713643,4.61839426864409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1606,72.52494937807347,13.365996528782182,9.833309227654036,4.275744865490309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1607,60.98052547229372,3.2514205235296973,31.62789568257977,3.0814433490359865,0.21854208149191395,0.0,0.8401728910689136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1608,94.77061224489796,4.615510204081633,0.5110204081632653,0.10285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1609,49.47193161203747,7.18421510399841,37.24062523297135,3.4467334310777566,0.0,2.656494619915012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1610,99.20429633581942,0.7794648138911765,0.0,0.01623885028939951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1611,8.535811161770647,1.9680267790154096,87.79938823801004,1.4370635424482023,0.005771339527904426,0.25393893922779476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1612,82.37427864798022,15.694787945406247,0.21800861042410918,1.7129247961894294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1613,68.7328996720361,24.767616735218976,4.783561941691279,1.715921651053652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1614,94.36082344555784,2.5365812754182215,0.14674437130518636,2.955850907718754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1615,70.25865174475852,22.911213045462187,3.493119431302385,3.334614183818055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024015946588534787,0.0,0.0,0.0,0.0,0.0,0.0
SL1616,51.546291995664966,10.218300046446819,32.706301285028644,5.529106672859576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1617,90.59444881447354,8.956062478930217,0.0,0.4494887065962468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1618,65.89777079228743,2.0410422154826997,15.447280455139131,16.61390653709074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1619,93.18924809298947,2.763219345129988,2.828083649006279,1.219448912874267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1620,54.944172222668485,36.0109245722548,0.0,9.036870431359949,0.0,0.0,0.0080327737167644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1621,88.99913415861278,4.904874452998853,0.0,5.267591790887605,0.14508693515550045,0.0,0.0,0.0,0.0,0.0,0.6833126623452601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1622,65.36536536536536,31.14338828624543,2.0735020735020737,1.4157014157014156,0.0,0.0,0.0020428591857163288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1623,87.9961163209245,10.29174955006157,0.0,1.7121341290139245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1624,85.6095821343368,5.017339334464694,2.47423694630955,6.89638210482304,0.002459480065914066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1625,33.333333333333336,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1626,72.55833095893881,10.52331655427866,1.9058473422610567,14.999841707031374,0.01266343749010669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1627,52.33320735421623,9.268357751050443,8.730352815633267,28.44978991129588,0.0,1.218292167804184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1628,82.05847016419703,13.456147376852222,0.5206247496996396,3.9647577092511015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1629,77.84705930773346,13.08391982549286,1.6030785693707041,7.465942297402972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1630,71.94372147410509,3.2326204217117422,4.409490400211233,20.406623665648222,0.0,0.007544038323714685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1631,84.08617299169381,4.009274749787209,5.93760089225441,5.673446626163012,0.0,0.29350474010155264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1632,94.35989959209287,4.557577659240665,0.007844367743959836,1.0746783809224976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1633,79.91512579569566,14.70142467414368,2.3522279478629886,3.031221582297666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1634,66.78183613030602,15.366897005593945,13.738071734123066,4.113195129976966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1635,77.77702839414582,7.20981992311324,4.7008835233020845,7.877520739192015,1.2544681999055776,1.1802792203412693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1636,73.83339439762848,21.833261166439062,3.360756753155914,0.972587682776538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1637,88.91351014472681,9.72231839900284,0.4431826050827505,0.6509244512152897,0.2700643999723011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1638,61.618769219088115,18.245320982498765,0.3644508560798755,16.666033939485974,0.0,2.0879996962909533,0.0,0.0,0.728901712159751,0.0,0.22778178504992216,0.0,0.0,0.0,0.0,0.0493527200941498,0.0,0.011389089252496109
