OTU	ASVs
OTU490	ASV924, ASV1112, ASV1286, ASV1387, ASV1386, ASV1479, ASV1564, ASV1715, ASV2051, ASV2156, ASV2380, ASV2410, ASV2438, ASV2500, ASV2528, ASV2558, ASV2565, ASV2722, ASV2714, ASV2734, ASV2800, ASV2824, ASV2820, ASV2850, ASV2981, ASV3074, ASV3172, ASV3259, ASV3406, ASV3585, ASV3583, ASV3589, ASV3613, ASV3746, ASV3753, ASV3782, ASV3810, ASV3923, ASV4004, ASV3999, ASV4045, ASV4197, ASV4248, ASV4349, ASV4358, ASV4453, ASV4445, ASV4618, ASV4620, ASV4683, ASV4726, ASV4694, ASV4882, ASV4885, ASV5097, ASV5132, ASV5140, ASV5174, ASV5185, ASV5204, ASV5267, ASV5264, ASV5318, ASV5351, ASV5381, ASV5490, ASV5617, ASV5665, ASV5688, ASV5779, ASV5771, ASV5885, ASV5903, ASV6032, ASV6211, ASV6231, ASV6270, ASV6621, ASV6783, ASV6788, ASV6798, ASV6826, ASV6948, ASV6965, ASV7090, ASV7218, ASV7556, ASV7670, ASV7851, ASV7892, ASV7952, ASV7978, ASV8002, ASV8130, ASV8245, ASV8298, ASV8409, ASV8433, ASV8475, ASV8469, ASV8548, ASV8559, ASV8550, ASV8607, ASV8785, ASV8789, ASV9125, ASV9296, ASV9329, ASV9430, ASV9642, ASV9826, ASV9817, ASV9925, ASV9963, ASV9965, ASV10082, ASV10165, ASV10214, ASV10231, ASV10312, ASV10382, ASV10831, ASV11248, ASV11358, ASV11782, ASV11793, ASV12042, ASV12175, ASV12250, ASV12274, ASV12397, ASV12428, ASV12439, ASV12543, ASV13351, ASV13558, ASV13896, ASV14073, ASV14102, ASV14181, ASV14172, ASV14268, ASV14448, ASV14542, ASV14769, ASV14794, ASV14951, ASV14988, ASV15032, ASV15410, ASV15764, ASV16012, ASV16013, ASV16059, ASV16095, ASV16249, ASV16243, ASV16355, ASV16719, ASV17211, ASV17316, ASV17332, ASV17358, ASV17406, ASV17583, ASV17620, ASV17751, ASV17787, ASV17836, ASV17869, ASV17973, ASV18117, ASV18132, ASV18144, ASV18150, ASV18182, ASV18318, ASV18487, ASV18815, ASV19044, ASV19075, ASV19132, ASV19207, ASV19231, ASV19345, ASV19644, ASV19681, ASV20631
OTU491	ASV917, ASV6539, ASV19983
OTU492	ASV909, ASV17151
OTU493	ASV879, ASV985, ASV3056, ASV5157, ASV14893, ASV15937, ASV16432, ASV17846
OTU494	ASV923, ASV12835
OTU495	ASV911, ASV12427, ASV14047, ASV14412, ASV15813
OTU496	ASV922, ASV1036, ASV1298, ASV1375, ASV1442, ASV1593, ASV1590, ASV1663, ASV1747, ASV1834, ASV1846, ASV2069, ASV2086, ASV2116, ASV2142, ASV2131, ASV2214, ASV2204, ASV2303, ASV2376, ASV2428, ASV2508, ASV2523, ASV2557, ASV2566, ASV2563, ASV2555, ASV2635, ASV2687, ASV2847, ASV2831, ASV2836, ASV2871, ASV2923, ASV2964, ASV3026, ASV3043, ASV3091, ASV3114, ASV3130, ASV3202, ASV3231, ASV3331, ASV3348, ASV3562, ASV3596, ASV3591, ASV3624, ASV3658, ASV3712, ASV3731, ASV3744, ASV3793, ASV3827, ASV3890, ASV3915, ASV4055, ASV4036, ASV4063, ASV4070, ASV4126, ASV4286, ASV4450, ASV4484, ASV4492, ASV4496, ASV4512, ASV4566, ASV4652, ASV4748, ASV4890, ASV4881, ASV4876, ASV4940, ASV4974, ASV5102, ASV5378, ASV5405, ASV5437, ASV5464, ASV5632, ASV5733, ASV5758, ASV5797, ASV5849, ASV5934, ASV5959, ASV6062, ASV6104, ASV6157, ASV6136, ASV6266, ASV6313, ASV6318, ASV6363, ASV6405, ASV6415, ASV6464, ASV6574, ASV6633, ASV6690, ASV6812, ASV6848, ASV6861, ASV7035, ASV7041, ASV7079, ASV7121, ASV7122, ASV7202, ASV7226, ASV7239, ASV7317, ASV7389, ASV7415, ASV7501, ASV7513, ASV7564, ASV7667, ASV7672, ASV7738, ASV7913, ASV7915, ASV8075, ASV8062, ASV8186, ASV8307, ASV8405, ASV8443, ASV8616, ASV8703, ASV9024, ASV9064, ASV9120, ASV9604, ASV9647, ASV9793, ASV9897, ASV10071, ASV10146, ASV10277, ASV10339, ASV10443, ASV10528, ASV10738, ASV10730, ASV10763, ASV10971, ASV11087, ASV11315, ASV11371, ASV11382, ASV11453, ASV11747, ASV11797, ASV12232, ASV12555, ASV12731, ASV12744, ASV13004, ASV13008, ASV13159, ASV13257, ASV13392, ASV13471, ASV13583, ASV13649, ASV14265, ASV14352, ASV14381, ASV14661, ASV15005, ASV15078, ASV15106, ASV15158, ASV15393, ASV15445, ASV15784, ASV15810, ASV16058, ASV16052, ASV16510, ASV16620, ASV16820, ASV16907, ASV16952, ASV17111, ASV17241, ASV17331, ASV17453, ASV17592, ASV17602, ASV17625, ASV17772, ASV18015, ASV18138, ASV18257, ASV18305, ASV18738, ASV19015, ASV19061, ASV19138, ASV19532, ASV19825, ASV19902, ASV20736, ASV20917, ASV21076
OTU497	ASV907, ASV1345
OTU498	ASV937, ASV1085, ASV1127, ASV1150, ASV1197, ASV1265, ASV1316, ASV1326, ASV1360, ASV1472, ASV1478, ASV1476, ASV1511, ASV1515, ASV1547, ASV1580, ASV1578, ASV1636, ASV1670, ASV1740, ASV1748, ASV1769, ASV1779, ASV1814, ASV1823, ASV1843, ASV1847, ASV1868, ASV1871, ASV2015, ASV2038, ASV2042, ASV2033, ASV2065, ASV2108, ASV2111, ASV2246, ASV2243, ASV2259, ASV2292, ASV2315, ASV2379, ASV2451, ASV2480, ASV2495, ASV2545, ASV2660, ASV2657, ASV2676, ASV2698, ASV2726, ASV2765, ASV2773, ASV2759, ASV2876, ASV2922, ASV2934, ASV2952, ASV3054, ASV3098, ASV3105, ASV3099, ASV3171, ASV3264, ASV3403, ASV3420, ASV3601, ASV3639, ASV3641, ASV3644, ASV3674, ASV3742, ASV3752, ASV3842, ASV3870, ASV3911, ASV3925, ASV3936, ASV3959, ASV3977, ASV4037, ASV4280, ASV4348, ASV4353, ASV4504, ASV4506, ASV4528, ASV4581, ASV4646, ASV4663, ASV4699, ASV4712, ASV4773, ASV4756, ASV4781, ASV4908, ASV4967, ASV4989, ASV5108, ASV5133, ASV5176, ASV5200, ASV5374, ASV5410, ASV5475, ASV5455, ASV5560, ASV5626, ASV5646, ASV5728, ASV5737, ASV5746, ASV5890, ASV5936, ASV5952, ASV6021, ASV6072, ASV6130, ASV6133, ASV6237, ASV6285, ASV6507, ASV6533, ASV6562, ASV6664, ASV6719, ASV6748, ASV6857, ASV6891, ASV6941, ASV7081, ASV7107, ASV7209, ASV7316, ASV7318, ASV7340, ASV7372, ASV7363, ASV7377, ASV7408, ASV7503, ASV7551, ASV7622, ASV7664, ASV7771, ASV7849, ASV7833, ASV7866, ASV7900, ASV8247, ASV8249, ASV8421, ASV8415, ASV8464, ASV8581, ASV8807, ASV8947, ASV8957, ASV8954, ASV8982, ASV9065, ASV9145, ASV9168, ASV9254, ASV9274, ASV9362, ASV9517, ASV9677, ASV9690, ASV9934, ASV10056, ASV10246, ASV10328, ASV10431, ASV10480, ASV10775, ASV11033, ASV11133, ASV11413, ASV11432, ASV11621, ASV11714, ASV11716, ASV11763, ASV11864, ASV11886, ASV12324, ASV12359, ASV12390, ASV12557, ASV12687, ASV12698, ASV13104, ASV13233, ASV13267, ASV13273, ASV13718, ASV13697, ASV13778, ASV13848, ASV14015, ASV14084, ASV14463, ASV14473, ASV14596, ASV14748, ASV14772, ASV15100, ASV15177, ASV15389, ASV15403, ASV15528, ASV15545, ASV15589, ASV15731, ASV15783, ASV15778, ASV15801, ASV15800, ASV15870, ASV16103, ASV16173, ASV16207, ASV16256, ASV16427, ASV16531, ASV16645, ASV16767, ASV16916, ASV16967, ASV16960, ASV17130, ASV17137, ASV17293, ASV17305, ASV17377, ASV17531, ASV17954, ASV18096, ASV18169, ASV18362, ASV18411, ASV18491, ASV18672, ASV18793, ASV19037, ASV19095, ASV19224, ASV19561, ASV19653, ASV19665, ASV20027, ASV20153, ASV20906
OTU499	ASV920, ASV1234, ASV5783, ASV17160, ASV17858
OTU500	ASV946, ASV1125, ASV1230, ASV1396, ASV1398, ASV1453, ASV1612, ASV1616, ASV1627, ASV1642, ASV1633, ASV1662, ASV1738, ASV1766, ASV1771, ASV1892, ASV1907, ASV1963, ASV1985, ASV2017, ASV2047, ASV2120, ASV2194, ASV2293, ASV2328, ASV2401, ASV2744, ASV2768, ASV2802, ASV2932, ASV2929, ASV2935, ASV2928, ASV2953, ASV2960, ASV3052, ASV3057, ASV3050, ASV3210, ASV3289, ASV3511, ASV3536, ASV3529, ASV3570, ASV3582, ASV3698, ASV3790, ASV3829, ASV3854, ASV4062, ASV4099, ASV4129, ASV4274, ASV4272, ASV4306, ASV4308, ASV4368, ASV4396, ASV4468, ASV4529, ASV4619, ASV4640, ASV4687, ASV4741, ASV4725, ASV4776, ASV4834, ASV4921, ASV4964, ASV4997, ASV5059, ASV5078, ASV5187, ASV5178, ASV5259, ASV5382, ASV5375, ASV5495, ASV5546, ASV5574, ASV5628, ASV5810, ASV5820, ASV5823, ASV5880, ASV5866, ASV5965, ASV5960, ASV5978, ASV5999, ASV6125, ASV6272, ASV6304, ASV6316, ASV6385, ASV6387, ASV6407, ASV6722, ASV6819, ASV6821, ASV6918, ASV6995, ASV7016, ASV7108, ASV7139, ASV7183, ASV7361, ASV7593, ASV7770, ASV7786, ASV7801, ASV7935, ASV7976, ASV7999, ASV8071, ASV8054, ASV8099, ASV8167, ASV8250, ASV8242, ASV8278, ASV8303, ASV8368, ASV8509, ASV8676, ASV8874, ASV8959, ASV9023, ASV9565, ASV9995, ASV10176, ASV10384, ASV10470, ASV10739, ASV10954, ASV11098, ASV11606, ASV11642, ASV11661, ASV11878, ASV12209, ASV12674, ASV12954, ASV13252, ASV13402, ASV14334, ASV14901, ASV14914, ASV15103, ASV15142, ASV15170, ASV15378, ASV15561, ASV15581, ASV15572, ASV15765, ASV15797, ASV15812, ASV15828, ASV15880, ASV15899, ASV15998, ASV16007, ASV16196, ASV16504, ASV16590, ASV16706, ASV16839, ASV16973, ASV17038, ASV17128, ASV17105, ASV17109, ASV17152, ASV17259, ASV17388, ASV17498, ASV17577, ASV17794, ASV17840, ASV17901, ASV17927, ASV17979, ASV18255, ASV18348, ASV18361, ASV18377, ASV18509, ASV18557, ASV18596, ASV18616, ASV18669, ASV18715, ASV18752, ASV18901, ASV18917, ASV19016, ASV19134, ASV19139, ASV19432, ASV19806, ASV19995, ASV21205
OTU501	ASV934, ASV4551, ASV12461, ASV12721, ASV18242, ASV20971, ASV20987
OTU502	ASV930, ASV1340, ASV5063, ASV5125, ASV12595, ASV13662, ASV15539, ASV17070, ASV17068, ASV18212, ASV19994, ASV20056, ASV20346, ASV21337
OTU503	ASV960, ASV1904, ASV2827, ASV9315, ASV15207
OTU504	ASV956, ASV20730
OTU505	ASV949, ASV14256
OTU506	ASV936, ASV6465, ASV14224, ASV14749, ASV15423, ASV15834, ASV19161, ASV20802
OTU507	ASV951, ASV18643
OTU508	ASV967, ASV1051, ASV1382, ASV1406, ASV1455, ASV1620, ASV1739, ASV1981, ASV1983, ASV2032, ASV2046, ASV2141, ASV2193, ASV2233, ASV2441, ASV2675, ASV2846, ASV2882, ASV3058, ASV3148, ASV3368, ASV3395, ASV3448, ASV3469, ASV3662, ASV3680, ASV3879, ASV4001, ASV4014, ASV4017, ASV4167, ASV4221, ASV4269, ASV4435, ASV4559, ASV4615, ASV4655, ASV4779, ASV4840, ASV4919, ASV4983, ASV5000, ASV5036, ASV5043, ASV5154, ASV5206, ASV5227, ASV5468, ASV5505, ASV5640, ASV5873, ASV6039, ASV6092, ASV6202, ASV6287, ASV6294, ASV6403, ASV6425, ASV6516, ASV6645, ASV6739, ASV6807, ASV6803, ASV7014, ASV7027, ASV7031, ASV7095, ASV7167, ASV7159, ASV7176, ASV7184, ASV7366, ASV7397, ASV7390, ASV7428, ASV7416, ASV7443, ASV7461, ASV7748, ASV7965, ASV8035, ASV8057, ASV8400, ASV8401, ASV8416, ASV8510, ASV8579, ASV8665, ASV8851, ASV8887, ASV8975, ASV9152, ASV9183, ASV9257, ASV9359, ASV9401, ASV9414, ASV9618, ASV9951, ASV10046, ASV10218, ASV10478, ASV10563, ASV10681, ASV10872, ASV11492, ASV11553, ASV11812, ASV11863, ASV11913, ASV12233, ASV12562, ASV12895, ASV13149, ASV13210, ASV13221, ASV13320, ASV13475, ASV13547, ASV13751, ASV13974, ASV14500, ASV14627, ASV14720, ASV14738, ASV14796, ASV14821, ASV14881, ASV15440, ASV15588, ASV15759, ASV16021, ASV16048, ASV16060, ASV16168, ASV16184, ASV16220, ASV16267, ASV16273, ASV16707, ASV16720, ASV16988, ASV17219, ASV17228, ASV17279, ASV17307, ASV17381, ASV17508, ASV17510, ASV17529, ASV17584, ASV17694, ASV17824, ASV18044, ASV18148, ASV18189, ASV18263, ASV18385, ASV18381, ASV18627, ASV19261, ASV19417, ASV19559, ASV19939, ASV20116, ASV20217, ASV20949, ASV21316
OTU509	ASV964, ASV18633
OTU510	ASV973, ASV996, ASV1043, ASV1184, ASV1354, ASV1887, ASV2041, ASV2165, ASV2197, ASV2249, ASV2270, ASV2513, ASV2562, ASV2780, ASV3069, ASV3071, ASV3067, ASV3146, ASV3347, ASV3401, ASV3560, ASV3875, ASV3878, ASV4098, ASV4125, ASV4207, ASV4276, ASV4314, ASV4706, ASV4747, ASV4822, ASV4993, ASV5287, ASV5332, ASV5363, ASV5420, ASV5396, ASV5609, ASV5651, ASV5753, ASV5905, ASV6049, ASV6485, ASV6650, ASV6630, ASV6842, ASV7010, ASV7155, ASV7684, ASV7840, ASV8170, ASV8221, ASV8226, ASV8332, ASV8506, ASV8681, ASV9131, ASV9294, ASV9651, ASV9721, ASV9776, ASV9940, ASV10337, ASV10350, ASV10444, ASV10787, ASV10891, ASV11046, ASV11077, ASV11275, ASV11369, ASV11359, ASV11397, ASV11479, ASV11852, ASV11972, ASV12552, ASV12722, ASV13293, ASV13394, ASV13682, ASV14187, ASV14597, ASV14834, ASV15339, ASV15374, ASV15345, ASV16089, ASV16232, ASV16260, ASV16448, ASV16737, ASV16745, ASV16713, ASV16927, ASV16953, ASV16946, ASV17048, ASV17321, ASV17866, ASV17891, ASV18054, ASV18052, ASV18398, ASV18378, ASV18435, ASV18588, ASV18636, ASV18726, ASV18823, ASV19225, ASV19303, ASV19339, ASV19354, ASV19398, ASV19456, ASV19483, ASV19656, ASV20113, ASV20623, ASV20902, ASV21047
OTU511	ASV977, ASV17729, ASV18205, ASV20522
OTU512	ASV980, ASV12593, ASV13397, ASV15242, ASV17779
OTU513	ASV982
OTU514	ASV931, ASV2484, ASV17580
OTU515	ASV950, ASV9482, ASV19871, ASV20688, ASV21432
OTU516	ASV983, ASV9617, ASV13100, ASV16664, ASV18297
OTU517	ASV976, ASV13714, ASV19779
OTU518	ASV988, ASV1104, ASV1427, ASV1490, ASV1724, ASV1762, ASV1901, ASV1992, ASV2007, ASV2089, ASV2154, ASV2199, ASV2230, ASV2305, ASV2285, ASV2452, ASV2475, ASV2603, ASV2642, ASV2677, ASV2766, ASV2775, ASV2801, ASV2828, ASV2860, ASV2866, ASV2976, ASV2993, ASV3011, ASV3208, ASV3316, ASV3336, ASV3384, ASV3386, ASV3440, ASV3436, ASV3480, ASV3574, ASV3590, ASV3638, ASV3880, ASV4103, ASV4324, ASV4359, ASV4409, ASV4535, ASV4572, ASV4645, ASV4772, ASV4813, ASV4984, ASV5042, ASV5109, ASV6134, ASV6144, ASV6234, ASV6538, ASV6565, ASV6970, ASV7185, ASV7212, ASV7401, ASV7577, ASV7751, ASV7825, ASV8129, ASV8117, ASV8383, ASV8422, ASV8938, ASV9016, ASV9028, ASV9111, ASV9265, ASV9323, ASV9630, ASV9717, ASV9766, ASV9935, ASV10315, ASV10349, ASV10599, ASV10751, ASV11116, ASV11138, ASV11193, ASV11303, ASV11379, ASV12261, ASV12269, ASV12519, ASV12720, ASV12717, ASV12742, ASV13251, ASV13542, ASV13679, ASV13722, ASV14815, ASV15046, ASV15149, ASV15200, ASV15381, ASV15965, ASV15990, ASV16019, ASV16514, ASV16726, ASV16775, ASV16852, ASV16930, ASV17014, ASV17246, ASV17285, ASV17630, ASV17730, ASV17804, ASV17808, ASV18176, ASV18171, ASV19348, ASV19448, ASV19686, ASV19724, ASV20088, ASV20620
OTU519	ASV965, ASV3626
OTU520	ASV994
OTU521	ASV978
OTU522	ASV991, ASV13265
OTU523	ASV1017
OTU524	ASV1015, ASV20028
OTU525	ASV990
OTU526	ASV1028
OTU527	ASV1010
OTU528	ASV1030, ASV20285
OTU529	ASV1037
OTU530	ASV1024, ASV3868, ASV11646, ASV16152, ASV18634, ASV20437
OTU531	ASV1007
OTU532	ASV1006, ASV10653, ASV11271, ASV13019, ASV17664, ASV18441, ASV18548, ASV20953
OTU533	ASV1034
OTU534	ASV1045, ASV1864, ASV13970, ASV20499, ASV21097
OTU535	ASV1070, ASV1189, ASV1257, ASV1435, ASV1587, ASV1606, ASV1643, ASV1683, ASV1745, ASV1755, ASV1797, ASV1848, ASV1945, ASV1982, ASV2027, ASV2118, ASV2147, ASV2213, ASV2247, ASV2261, ASV2241, ASV2271, ASV2354, ASV2370, ASV2392, ASV2536, ASV2587, ASV2630, ASV2643, ASV2647, ASV2653, ASV2690, ASV2763, ASV2782, ASV2815, ASV2890, ASV2874, ASV2938, ASV2963, ASV2971, ASV2997, ASV3072, ASV3093, ASV3097, ASV3147, ASV3207, ASV3248, ASV3238, ASV3244, ASV3254, ASV3305, ASV3315, ASV3413, ASV3495, ASV3475, ASV3534, ASV3578, ASV3618, ASV3671, ASV3682, ASV3699, ASV3736, ASV3805, ASV3803, ASV4077, ASV4170, ASV4232, ASV4403, ASV4407, ASV4415, ASV4428, ASV4436, ASV4454, ASV4469, ASV4490, ASV4500, ASV4514, ASV4604, ASV4599, ASV4598, ASV4608, ASV4622, ASV4623, ASV4954, ASV4969, ASV4987, ASV5061, ASV5085, ASV5173, ASV5242, ASV5348, ASV5393, ASV5409, ASV5527, ASV5530, ASV5522, ASV5558, ASV5603, ASV5654, ASV5664, ASV5690, ASV5724, ASV5751, ASV5793, ASV5784, ASV5803, ASV5871, ASV5924, ASV5984, ASV6023, ASV6083, ASV6084, ASV6188, ASV6381, ASV6617, ASV6640, ASV6814, ASV6829, ASV6878, ASV6902, ASV7007, ASV7051, ASV7179, ASV7213, ASV7326, ASV7322, ASV7605, ASV7597, ASV7696, ASV7711, ASV7822, ASV7903, ASV7991, ASV8090, ASV8088, ASV8361, ASV8385, ASV8576, ASV8781, ASV8802, ASV8943, ASV8977, ASV9034, ASV9047, ASV9056, ASV9059, ASV9116, ASV9236, ASV9291, ASV9277, ASV9415, ASV9503, ASV9531, ASV9520, ASV9681, ASV9682, ASV9840, ASV9841, ASV10606, ASV10767, ASV10801, ASV11008, ASV11010, ASV11027, ASV11056, ASV11113, ASV11546, ASV11566, ASV11579, ASV11622, ASV11942, ASV12051, ASV12052, ASV12071, ASV12066, ASV12087, ASV12132, ASV12162, ASV12684, ASV12732, ASV13655, ASV13779, ASV14356, ASV14349, ASV14609, ASV14773, ASV14943, ASV15105, ASV15147, ASV15244, ASV15362, ASV15463, ASV15537, ASV15564, ASV15573, ASV15574, ASV15645, ASV15790, ASV15814, ASV15984, ASV16051, ASV16107, ASV16118, ASV16221, ASV16250, ASV16744, ASV17022, ASV17017, ASV17116, ASV17256, ASV17260, ASV17276, ASV17549, ASV17586, ASV17810, ASV17951, ASV18075, ASV18180, ASV18389, ASV18495, ASV18833, ASV19054, ASV19086, ASV19118, ASV19371, ASV19970, ASV19987, ASV20184, ASV20538
OTU536	ASV1025, ASV18626
OTU537	ASV1057, ASV1634, ASV1637, ASV1744, ASV1837, ASV1860, ASV1960, ASV2110, ASV2174, ASV2216, ASV2294, ASV2266, ASV2403, ASV2453, ASV2461, ASV2543, ASV2533, ASV2671, ASV2783, ASV2886, ASV3132, ASV3170, ASV3178, ASV3410, ASV3398, ASV3411, ASV3483, ASV3516, ASV3531, ASV3548, ASV3706, ASV3758, ASV3893, ASV3920, ASV3994, ASV4020, ASV4166, ASV4256, ASV4282, ASV4327, ASV4312, ASV4350, ASV4569, ASV4849, ASV4929, ASV5003, ASV5141, ASV5430, ASV5512, ASV5610, ASV5732, ASV5752, ASV5904, ASV5942, ASV5948, ASV6170, ASV6257, ASV6290, ASV6546, ASV6734, ASV6725, ASV7025, ASV7047, ASV7068, ASV7147, ASV7170, ASV7348, ASV7406, ASV7521, ASV7535, ASV7530, ASV7599, ASV7615, ASV7702, ASV7813, ASV7985, ASV8085, ASV8136, ASV8137, ASV8310, ASV8381, ASV8477, ASV8532, ASV8606, ASV8779, ASV8847, ASV8863, ASV8674, ASV9046, ASV9050, ASV9100, ASV9112, ASV9167, ASV9321, ASV9411, ASV9568, ASV9581, ASV9646, ASV9881, ASV9939, ASV10138, ASV10306, ASV10311, ASV10473, ASV10550, ASV10626, ASV10727, ASV10759, ASV10892, ASV10894, ASV11055, ASV11237, ASV11318, ASV11603, ASV11914, ASV12030, ASV12090, ASV12338, ASV12671, ASV12853, ASV12890, ASV12896, ASV12930, ASV13071, ASV13223, ASV13389, ASV13550, ASV13556, ASV13614, ASV13690, ASV14045, ASV14244, ASV14483, ASV14797, ASV15089, ASV15121, ASV15165, ASV15190, ASV15597, ASV15730, ASV15970, ASV15993, ASV16451, ASV16776, ASV16964, ASV16971, ASV17196, ASV17210, ASV17227, ASV17258, ASV17274, ASV17318, ASV17540, ASV17739, ASV17856, ASV17884, ASV17990, ASV18160, ASV18399, ASV18440, ASV18501, ASV18515, ASV18592, ASV18605, ASV18816, ASV18801, ASV19208, ASV19363, ASV19488, ASV19886, ASV19966, ASV20125, ASV20739, ASV21007
OTU538	ASV1074, ASV1165, ASV1237, ASV1433, ASV1486, ASV1577, ASV1626, ASV1845, ASV1859, ASV1866, ASV1940, ASV2002, ASV2001, ASV2079, ASV2115, ASV2173, ASV2206, ASV2225, ASV2277, ASV2356, ASV2339, ASV2472, ASV2488, ASV2567, ASV2578, ASV2575, ASV2680, ASV2838, ASV2862, ASV2903, ASV2949, ASV3073, ASV3090, ASV3115, ASV3225, ASV3275, ASV3285, ASV3284, ASV3274, ASV3505, ASV3513, ASV3576, ASV3579, ASV3673, ASV3679, ASV3745, ASV3809, ASV3823, ASV3867, ASV3964, ASV4000, ASV4003, ASV4193, ASV4208, ASV4212, ASV4251, ASV4361, ASV4367, ASV4387, ASV4389, ASV4414, ASV4410, ASV4408, ASV4474, ASV4501, ASV4537, ASV4542, ASV4554, ASV4583, ASV4621, ASV4760, ASV4788, ASV4799, ASV4835, ASV4968, ASV5004, ASV5020, ASV5095, ASV5134, ASV5156, ASV5139, ASV5153, ASV5188, ASV5349, ASV5404, ASV5493, ASV5523, ASV5524, ASV5559, ASV5567, ASV5572, ASV5583, ASV5710, ASV5764, ASV5832, ASV5850, ASV5931, ASV5989, ASV6024, ASV6033, ASV6103, ASV6172, ASV6197, ASV6219, ASV6288, ASV6351, ASV6365, ASV6423, ASV6484, ASV6488, ASV6514, ASV6497, ASV6563, ASV6658, ASV6720, ASV6903, ASV7048, ASV7113, ASV7204, ASV7252, ASV7285, ASV7320, ASV7382, ASV7400, ASV7438, ASV7449, ASV7473, ASV7612, ASV7703, ASV7659, ASV7736, ASV7773, ASV7774, ASV7766, ASV7806, ASV7835, ASV7897, ASV7910, ASV7901, ASV7982, ASV8008, ASV8000, ASV8038, ASV8001, ASV8037, ASV8069, ASV8177, ASV8222, ASV8228, ASV8391, ASV8450, ASV8547, ASV8664, ASV8747, ASV8796, ASV8828, ASV8932, ASV8965, ASV9078, ASV9101, ASV9108, ASV9119, ASV9191, ASV9353, ASV9542, ASV9621, ASV9684, ASV9924, ASV10029, ASV10036, ASV10086, ASV10221, ASV10251, ASV10366, ASV10370, ASV10463, ASV10705, ASV10828, ASV10874, ASV11082, ASV11090, ASV11142, ASV11127, ASV11211, ASV11244, ASV11232, ASV11324, ASV11456, ASV11475, ASV11510, ASV11741, ASV11854, ASV11920, ASV11983, ASV12386, ASV12597, ASV12688, ASV12757, ASV12961, ASV13003, ASV13117, ASV13263, ASV13305, ASV13314, ASV13400, ASV13470, ASV13592, ASV13658, ASV13663, ASV13724, ASV13748, ASV14117, ASV14127, ASV14175, ASV14245, ASV14252, ASV14285, ASV14438, ASV14481, ASV14475, ASV14497, ASV14535, ASV14639, ASV14659, ASV14957, ASV14986, ASV15033, ASV15241, ASV15396, ASV15478, ASV15723, ASV15724, ASV15771, ASV15908, ASV15918, ASV15971, ASV15994, ASV16061, ASV16217, ASV16219, ASV16229, ASV16245, ASV16262, ASV16344, ASV16468, ASV16627, ASV16750, ASV16752, ASV16983, ASV17013, ASV17244, ASV17292, ASV17330, ASV17534, ASV17588, ASV17568, ASV17819, ASV17841, ASV17833, ASV17863, ASV18003, ASV18083, ASV18324, ASV18336, ASV18419, ASV18499, ASV18698, ASV18724, ASV18728, ASV18750, ASV18764, ASV18797, ASV18802, ASV18806, ASV19000, ASV19057, ASV19096, ASV19100, ASV19126, ASV19195, ASV19232, ASV19329, ASV19397, ASV19419, ASV19453, ASV19603, ASV19695, ASV19740, ASV19822, ASV20379, ASV20784
OTU539	ASV1073, ASV11674, ASV14304
OTU540	ASV1078, ASV1451, ASV3896, ASV19630, ASV21398
OTU541	ASV1081, ASV13250, ASV19506, ASV21263
OTU542	ASV1069, ASV1201
OTU543	ASV1058, ASV1529, ASV5496, ASV9873, ASV19183
OTU544	ASV1092, ASV1575, ASV1838, ASV1994, ASV2119, ASV2175, ASV2349, ASV2684, ASV2717, ASV2837, ASV2909, ASV3027, ASV3048, ASV3260, ASV3396, ASV3465, ASV3732, ASV3825, ASV3980, ASV3984, ASV4018, ASV4059, ASV4220, ASV4300, ASV4489, ASV4497, ASV4510, ASV4560, ASV4751, ASV4868, ASV5002, ASV5019, ASV5051, ASV5138, ASV5194, ASV5283, ASV5352, ASV5480, ASV5727, ASV5844, ASV6063, ASV6123, ASV6225, ASV6457, ASV6467, ASV6510, ASV6800, ASV7021, ASV7161, ASV7327, ASV7468, ASV7588, ASV7613, ASV7687, ASV7715, ASV7778, ASV7983, ASV7987, ASV8113, ASV8157, ASV8373, ASV8412, ASV8705, ASV8839, ASV8846, ASV9408, ASV9419, ASV9501, ASV9566, ASV9631, ASV9675, ASV9728, ASV10078, ASV10120, ASV10230, ASV10321, ASV10593, ASV11053, ASV11391, ASV11472, ASV12172, ASV12466, ASV12539, ASV12655, ASV12696, ASV12836, ASV12878, ASV13256, ASV13695, ASV13702, ASV13838, ASV13830, ASV13904, ASV14078, ASV14271, ASV14725, ASV14768, ASV15027, ASV15191, ASV15353, ASV15370, ASV15617, ASV15642, ASV15825, ASV15898, ASV16200, ASV16364, ASV16456, ASV16480, ASV16601, ASV16710, ASV16982, ASV17327, ASV17409, ASV17574, ASV17855, ASV17873, ASV17964, ASV17974, ASV18100, ASV18249, ASV18366, ASV18465, ASV18463, ASV18648, ASV18792, ASV19304, ASV19451, ASV19462, ASV19635, ASV19692, ASV19899, ASV19973, ASV20160, ASV20164, ASV20253, ASV20606
OTU545	ASV1052, ASV10006
OTU546	ASV1080, ASV3179, ASV13160
OTU547	ASV1062, ASV3839, ASV6264, ASV6578, ASV13137, ASV16698, ASV17546, ASV19548, ASV20651, ASV20780
OTU548	ASV1088
OTU549	ASV1086, ASV4627, ASV14827, ASV20412
OTU550	ASV1116, ASV19756
OTU551	ASV1108, ASV3447
OTU552	ASV1106, ASV12995, ASV19716
OTU553	ASV1123, ASV19963
OTU554	ASV1141
