,Dothideomycetes,Unclassified,Sordariomycetes,Monocotyledonae,Tremellomycetes,Leotiomycetes,Eurotiomycetes,Saccharomycetes,Lecanoromycetes,Pezizomycetes,Eudicotyledonae,Agaricomycetes,Microbotryomycetes,Arthoniomycetes,Basidiobolomycetes,Cystobasidiomycetes,Lichinomycetes,Atractiellomycetes,Orbiliomycetes,Taphrinomycetes,Wallemiomycetes,Mortierellomycetes,Agaricostilbomycetes,Archaeorhizomycetes,Sareomycetes,Blastocladiomycetes,Mucoromycetes,Schizosaccharomycetes,Candelariomycetes,Calcarisporiellomycetes,Xylonomycetes,Glomeromycetes,Arachnida,Myxogastrea,Archaeosporomycetes,Spiculogloeomycetes,Tritirachiomycetes,Polypodiopsida,Pucciniomycetes,Geoglossomycetes
SL1511,44.55562728642135,23.52055089304928,7.746933505487411,1.877555412093824,1.463309662147622,0.0,16.57520981278244,0.03227888960619755,0.010759629868732516,0.005379814934366258,0.0,4.018721755971595,0.166774262965354,0.0,0.0,0.021519259737465032,0.005379814934366258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1512,74.46119307248236,9.639191789608724,0.05131494547787043,2.4246311738293778,0.19724182168056448,2.7517639512508016,0.3527902501603592,0.03527902501603592,0.2934573444515715,0.001603592046183451,0.003207184092366902,1.9820397690827454,0.003207184092366902,0.0,7.031751122514432,0.47145606157793457,0.18280949326491341,0.0,0.0,0.0,0.0,0.11706221937139191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1513,82.06261327242484,14.01722982199161,0.7770798679212493,0.891283298989548,1.9538717445815437,0.0,0.08441123165917724,0.032274882693214824,0.009930733136373793,0.0,0.0,0.1290995307728593,0.019861466272747586,0.0024826832840934483,0.0,0.0024826832840934483,0.0024826832840934483,0.0,0.0,0.014896099704560689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1514,73.44755668184163,12.10782444887982,5.00325177726447,3.9290439774842456,3.1867417191810006,0.0,0.48440268215559196,0.024668655109775516,1.0293556995806328,0.0,0.24668655109775514,0.37227243165661233,0.02018344508981633,0.0,0.0,0.006727815029938777,0.1390415106187347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242605009979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1515,61.16808149405772,18.943972835314092,2.2275042444821733,1.2258064516129032,5.134125636672326,0.0,6.601018675721562,0.06112054329371817,0.7572156196943973,0.0,0.0,3.127334465195246,0.1969439728353141,0.27164685908319186,0.0,0.2037351443123939,0.08149405772495756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1516,32.54765673387929,36.24664510357167,7.191521574564724,8.722730713646687,11.7232124423646,0.2167779230610419,0.9290482416901796,0.34065102195306585,0.20645516482003992,0.010322758241001996,0.0,0.9668983552405203,0.04473195237767531,0.07914114651434863,0.0,0.03440919413667332,0.07914114651434863,0.0,0.12387309889202396,0.0,0.3096827472300599,0.12387309889202396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10322758241001996,0.0,0.0,0.0,0.0,0.0
SL1517,70.94498236133003,11.739097800795617,7.532087367709975,0.36403212489679504,3.7266381445620356,0.0,4.503490204908804,0.0037529085040906704,0.007505817008181341,0.0,0.0,0.19890415071680553,0.01125872551227201,0.9457329430308489,0.0,0.007505817008181341,0.0037529085040906704,0.01125872551227201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1518,71.4802671523983,6.989678202792957,0.6751669702489375,5.605343047965999,8.29143897996357,0.0,0.143290831815422,0.041287188828172436,2.8172434729811777,0.0,0.0,3.6357012750455375,0.007285974499089253,0.0,0.08257437765634487,0.230722525804493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1519,0.020735057798973614,3.6986159348919183,0.0025918822248717018,0.0,53.05582914312374,0.0,0.0025918822248717018,27.790161215074388,0.0025918822248717018,0.0,0.0,15.419107355761755,0.0,0.0025918822248717018,0.0,0.0051837644497434035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1520,79.75398378529493,15.096449538719597,0.016773832820799552,4.794520547945205,0.20687727145652782,0.0,0.01118255521386637,0.016773832820799552,0.0,0.0027956388034665923,0.0,0.05870841487279843,0.0027956388034665923,0.0,0.0363433044450657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027956388034665923,0.0,0.0,0.0,0.0,0.0
SL1521,54.703599251668386,40.58023622706838,2.915142546002848,0.005584564264373273,0.5054030659257811,0.0027922821321866363,0.016753692793119817,0.02233825705749309,0.008376846396559908,0.0,0.0,1.1224974171390276,0.0,0.09772987462653226,0.0,0.019545974925306454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1522,86.61504629201855,4.819544286955075,0.009239923863027369,4.185685509951398,2.6814259050505425,0.0,0.012935893408238317,0.02032783249866021,0.009239923863027369,0.0,0.0,1.2048860717387688,0.0036959695452109475,0.105335132038512,0.0,0.3289412895237743,0.0036959695452109475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1523,57.15390232378334,16.618701945792708,7.705854559512049,1.3773749695746174,12.233151496928826,0.19901779705911832,2.8406569019085666,0.040089915954354766,0.004295348137966582,0.0,0.0,0.890568847271738,0.007158913563277637,0.0014317827126555274,0.2777658462551723,0.007158913563277637,0.0,0.3235828930601492,0.0,0.3192875449221826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1524,59.26831622639081,19.653141992985617,3.822516811995238,1.6409794394929051,7.992535152353679,0.038611280929244825,6.76984458959426,0.019305640464622412,0.041828887673348567,0.08687538209080087,0.0,0.5180346858007014,0.025740853952829885,0.0032176067441037357,0.0,0.025740853952829885,0.02252324720872615,0.038611280929244825,0.006435213488207471,0.0,0.019305640464622412,0.006435213488207471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1525,20.32620761270455,5.7507072009166755,1.2210405700576503,0.22200737637411824,0.28467074873778064,0.1414401833351237,70.99581050596197,0.010742292405199269,0.003580764135066423,0.0,0.0,0.7430085580262829,0.07340566476886168,0.0017903820675332115,0.13069789092992445,0.0017903820675332115,0.0,0.0,0.093099867511727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1526,60.58073882884336,6.3978060977577025,9.68865946120342,11.61155025004033,0.019357960961445396,0.03871592192289079,10.92111630908211,0.025810614615260526,0.42910146797870624,0.0,0.0,0.17744797547991611,0.0,0.0,0.012905307307630263,0.009678980480722698,0.0,0.0,0.08711082432650427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1527,1.073211791938477,2.647638360147686,0.0019130334972165364,0.581562183153827,0.032521569452681115,95.626805425363,0.0019130334972165364,0.00956516748608268,0.0019130334972165364,0.0,0.0,0.017217301474948828,0.0038260669944330727,0.0,0.0,0.0019130334972165364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1528,19.156646351507167,49.2011200790644,2.8001976610113655,0.0,1.284796573875803,0.0,3.5249547026848953,0.04941525284137704,0.01647175094712568,5.4521495634986,0.72475704167353,8.84533025860649,0.01647175094712568,0.0,8.911217262394993,0.0,0.0,0.01647175094712568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1529,55.885359749004124,30.588359713751895,3.1938520111397044,0.44417809426446225,7.907075122501499,0.06697923643670463,0.15510981069552648,0.08813057425882187,0.07755490534776324,0.0,0.007050445940705749,1.2902316071491522,0.0035252229703528746,0.014100891881411498,0.0987062431698805,0.07755490534776324,0.0,0.0,0.0,0.0987062431698805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035252229703528746,0.0,0.0
SL1530,1.8209077938722704,5.849636060261649,88.0685802722898,0.0,3.179938577612265,0.0,0.8705535269508863,0.15718327569946558,0.0024182042415302396,0.041109472106014074,0.0,0.0024182042415302396,0.0024182042415302396,0.0,0.0,0.0024182042415302396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024182042415302396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1531,69.10461151982774,24.467970572402656,2.4259824152162213,0.0035887313834559484,0.007177462766911897,0.0035887313834559484,1.3314193432621568,1.392427776780908,0.007177462766911897,0.0,0.5741970213529517,0.6818589628566302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1532,64.44738274869721,17.876124549532033,1.148531279977185,1.5866842964921832,8.099349252028727,0.0,6.268958543983822,0.0492598065904436,0.007777864198491094,0.0025926213994970316,0.0,0.3033367037411527,0.01814834979647922,0.0,0.0,0.06740815638692282,0.010370485597988126,0.06740815638692282,0.046667185190946564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1533,69.05327989493468,6.12050811765505,12.252337929941353,0.9895161107714603,0.47098249666010006,0.002264338926250481,10.151031406380907,0.0362294228200077,0.006793016778751443,0.002264338926250481,0.0,0.7064737449901501,0.004528677852500962,0.0,0.0,0.2037905033625433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1534,3.4657856224222803,13.437402989046078,75.55767439797773,0.0,1.6630449243868908,0.017739145860126836,0.6208701051044392,0.026608718790190253,1.596523127411415,0.0,0.0,3.592177036675684,0.006652179697547563,0.0,0.004434786465031709,0.006652179697547563,0.0,0.0,0.0,0.0,0.0,0.0022173932325158545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022173932325158545,0.0,0.0,0.0,0.0,0.0
SL1535,7.148439535247226,8.005522846871255,3.675819309123118,0.3412702547803887,0.7997707497525139,0.5731256187151565,29.794716823842027,0.04428697962798937,0.0,0.0,0.0,49.29661855884958,0.05210232897410514,0.0,0.0,0.005210232897410514,0.0,0.002605116448705257,0.0,0.0,0.0,0.0,0.0,0.2605116448705257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1536,12.465795074490726,17.512921860747948,11.523259349346306,7.418668288233506,27.02949224688355,0.0,0.5168744299179082,0.15202189115232592,0.12161751292186075,0.030404378230465188,0.0,22.651261781696565,0.4560656734569778,0.030404378230465188,0.0,0.09121313469139557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1537,21.391073628352128,51.213872832369944,12.218326542215484,0.0,9.921349379323415,0.6633184876338482,0.7353359234340946,0.022742348147446224,0.0,0.001895195678953852,0.0,3.0815881739789632,0.422628636406709,0.28996493887993935,0.03411352222116933,0.001895195678953852,0.0,0.0,0.0,0.0,0.0,0.001895195678953852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1538,63.533133263038366,18.24559980533701,9.412766647741098,0.0,3.142996187849785,0.0,3.4390461513504746,0.02838835266444967,0.0,0.0,0.0,1.6627463703463379,0.008110957904128477,0.0,0.0,0.5272122637683511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1539,62.32970372246138,18.280577361357306,0.9420106356039504,0.0,1.4358065332995695,0.0,9.680931881488984,0.012661433274246644,0.0,0.0,0.0,5.907824765763484,0.0050645733096986575,0.0050645733096986575,0.07343631299063054,1.3218536338313498,0.0,0.0,0.0,0.0,0.0050645733096986575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1540,5.0,89.64285714285714,0.35714285714285715,0.0,0.0,0.0,1.7857142857142858,0.0,1.0714285714285714,0.0,0.0,0.35714285714285715,1.4285714285714286,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1541,10.816357847086355,2.9270725438293628,0.047953350980166495,2.044730885794299,0.23976675490083246,0.0,0.11508804235239958,0.011508804235239959,0.0,0.0,0.0,0.3682817355276787,83.42540376721526,0.0,0.0,0.0019181340392066598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019181340392066598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1542,80.93920131390857,13.838620395997445,0.10645092612305727,1.6150126220383831,1.6940904528726544,0.0,0.21898476231028924,0.015207275160436753,0.0030414550320873508,0.0060829100641747015,0.0,0.6478299218346056,0.0060829100641747015,0.8516074089844582,0.0,0.05778764560965966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1543,0.03844112101631002,2.83732083691812,0.005491588716615717,0.0,61.06829705833898,0.0,0.001830529572205239,23.282505628878436,0.005491588716615717,0.0,0.0,12.751468999981695,0.005491588716615717,0.0,0.0,0.003661059144410478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1544,60.68295257151652,5.598188174761978,29.369599155654257,0.0,0.5409089909628619,0.0,0.10554321774885111,0.03298225554651597,0.002198817036434398,0.0,0.5958794168737219,0.2528639591899558,0.002198817036434398,1.6051364365971108,0.9762747641768729,0.004397634072868796,0.23087578882561183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1545,29.643301622123314,54.426561478262705,5.260826460227393,0.0,5.469656379859514,0.033750290041555046,1.4111840023625204,0.008437572510388762,0.046406648807138184,0.0,0.0,2.748539245259139,0.10546965637985951,0.09703208386947075,0.4556289155609931,0.28476807222562067,0.0,0.0,0.0,0.0,0.0,0.0,0.006328179382791571,0.0,0.0,0.0,0.0021093931275971904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1546,30.193742443454926,20.695349591577955,26.805461354722656,0.0,0.3627141635457521,0.0,5.178260741352363,0.10616024298900062,0.3745097461000855,0.0,0.0,12.060983161805904,0.005897791277166701,0.0,0.0,1.4184188021585915,0.899413169767922,0.0,0.0,0.0,1.8990887912476777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1547,53.0094330053758,39.752510396591944,3.8117456131453493,0.00202860330662339,2.3856374885891065,0.0,0.014200223146363728,0.15011664469013083,0.7100111573181864,0.00405720661324678,0.0,0.0405720661324678,0.00405720661324678,0.0,0.0,0.11360178517090982,0.00202860330662339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1548,5.382716049382716,78.98765432098766,3.382716049382716,1.0123456790123457,0.2839506172839506,0.04938271604938271,9.765432098765432,0.345679012345679,0.2716049382716049,0.012345679012345678,0.0,0.14814814814814814,0.04938271604938271,0.0,0.06172839506172839,0.04938271604938271,0.16049382716049382,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0
SL1549,43.273898090104154,18.68185476986121,26.592189672415056,7.627387369807547,0.4927189794375198,0.0,1.0708100592726297,0.009756811474010293,0.0,0.0,0.0,0.26099470692977533,0.004878405737005147,0.0,1.978193526355587,0.00731760860550772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1550,10.685709369353868,8.70472339327196,28.16398520175514,0.0,0.006452723049126732,5.170782070033554,13.604491095242192,0.14626172244687258,0.006452723049126732,0.0,0.09463993805385873,11.150305428890992,0.7076486277208982,0.0,18.631162350511914,0.006452723049126732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.920932633571367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1551,3.741550070743594,4.920609966986323,83.5843420845779,0.0,1.870775035371797,0.0,0.06602735418959284,0.009432479169941834,0.22952365980191794,0.0,0.006288319446627889,0.5722370696431379,0.006288319446627889,0.22323534035529005,4.643923911334696,0.009432479169941834,0.0,0.0,0.0,0.0,0.0,0.11633390976261594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1552,13.924050632911392,18.9873417721519,41.77215189873418,0.0,22.78481012658228,0.0,0.0,0.0,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1553,23.354274788309205,11.936629336246927,38.37749248839115,0.0,12.537558044250204,0.0,0.19120458891013384,0.0,0.08194482381862879,0.0,0.0,0.10925976509150505,13.411636164982244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1554,13.242566309164472,20.615246291182327,28.938411148930705,1.3550831674266264,0.5523087791407103,0.0,24.641962622824483,7.494701689037313,0.0,0.0,0.0,0.4174426819086764,0.0,0.0,0.37248731616466507,0.006422195106287329,1.7853702395478774,0.5779975595658596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1555,75.78752316244595,17.762287126091945,1.1853289802641254,0.0,3.3236271655048677,0.0,0.5735462807729639,0.011765051913291568,0.005882525956645784,0.002941262978322892,0.0,0.8647313156269302,0.005882525956645784,0.4029530280302362,0.03235389276155181,0.04117768169652049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1556,40.87286031621586,50.307069123219655,6.448451587612701,0.0,0.045733699202926956,0.013066771200836273,0.4116032928263426,0.15680125441003528,0.05226708480334509,0.2613354240167255,0.0,0.7317391872468313,0.07840062720501764,0.0,0.0,0.03920031360250882,0.5749379328367961,0.0,0.006533385600418136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1557,37.16806111313205,9.989996362313569,36.06766096762459,0.0,1.3959621680611132,0.0,0.30010913059294286,12.281738814114224,0.004547108039287013,0.004547108039287013,0.18188432157148055,1.041287740996726,0.004547108039287013,1.1504183339396143,0.1682429974536195,0.2409967260822117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1558,9.117172124943231,5.853560074683353,81.64580915375687,1.9263763435434222,0.0,0.0,0.28006257253872935,0.020184689912701215,0.4655094111116718,0.0,0.0,0.03784629358631478,0.005046172478175304,0.001261543119543826,0.3784629358631478,0.001261543119543826,0.19175455417066156,0.0,0.0,0.0,0.0,0.0,0.0,0.07569258717262956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
