#OTUID	taxonomy
ASV19880	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19881	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19882	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV19884	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta
ASV19885	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora cinerea
ASV19886	k__;p__;c__;o__;f__;g__;s__
ASV19887	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19888	k__;p__;c__;o__;f__;g__;s__
ASV19889	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__Parathyridaria flabelliae
ASV19890	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Cytospora;s__Cytospora californica
ASV19891	k__;p__;c__;o__;f__;g__;s__
ASV19892	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
ASV19894	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19895	k__;p__;c__;o__;f__;g__;s__
ASV19897	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
ASV19899	k__;p__;c__;o__;f__;g__;s__
ASV19901	k__;p__;c__;o__;f__;g__;s__
ASV19902	k__;p__;c__;o__;f__;g__;s__
ASV19903	k__;p__;c__;o__;f__;g__;s__
ASV19905	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19906	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
ASV19907	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Kwoniella
ASV19908	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Ogataea
ASV19909	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma
ASV19910	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus;s__Thanatephorus cucumeris
ASV19911	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium oeirense
ASV19912	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium
ASV19913	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria
ASV19914	k__;p__;c__;o__;f__;g__;s__
ASV19915	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__;f__;g__Catenulomyces;s__Catenulomyces convolutus
ASV19916	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
ASV19917	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae
ASV19918	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19919	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Spissiomyces
ASV19920	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV19921	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19922	k__Fungi;p__Ascomycota
ASV19924	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Dothidotthiaceae;g__Dothidotthia;s__Dothidotthia symphoricarpi
ASV19926	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus
ASV19927	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19928	k__;p__;c__;o__;f__;g__;s__
ASV19929	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia perfecta
ASV19930	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete;s__Phanerochaete subceracea
ASV19931	k__;p__;c__;o__;f__;g__;s__
ASV19933	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Perusta
ASV19934	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
ASV19935	k__Fungi;p__Ascomycota
ASV19937	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19938	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Septoriella;s__Septoriella oudemansii
ASV19939	k__;p__;c__;o__;f__;g__;s__
ASV19940	k__;p__;c__;o__;f__;g__;s__
ASV19941	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
ASV19942	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19943	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19944	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae
ASV19945	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Zygoascus
ASV19946	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV19947	k__Fungi;p__Ascomycota;c__Eurotiomycetes
ASV19948	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19949	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19950	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae
ASV19951	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala psychrophila
ASV19952	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19953	k__;p__;c__;o__;f__;g__;s__
ASV19954	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales
ASV19955	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
ASV19957	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma gossypiicola
ASV19958	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19959	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__;f__;g__Catenulomyces;s__Catenulomyces convolutus
ASV19960	k__Fungi;p__Basidiomycota
ASV19961	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia petricola
ASV19962	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma
ASV19963	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19964	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora
ASV19965	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera jadinii
ASV19966	k__;p__;c__;o__;f__;g__;s__
ASV19967	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae
ASV19969	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula diobovata
ASV19970	k__;p__;c__;o__;f__;g__;s__
ASV19971	k__;p__;c__;o__;f__;g__;s__
ASV19973	k__;p__;c__;o__;f__;g__;s__
ASV19974	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea
ASV19975	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Saitoella;s__Saitoella coloradoensis
ASV19976	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales
ASV19977	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
ASV19978	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19979	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Corticium;s__Corticium endoxylon
ASV19980	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Bezerromycetales;f__Bezerromycetaceae;g__Bezerromyces
ASV19981	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae
ASV19982	k__;p__;c__;o__;f__;g__;s__
ASV19983	k__Fungi;p__Ascomycota
ASV19985	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Saitoella;s__Saitoella coloradoensis
ASV19986	k__;p__;c__;o__;f__;g__;s__
ASV19987	k__;p__;c__;o__;f__;g__;s__
ASV19988	k__;p__;c__;o__;f__;g__;s__
ASV19990	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia fleischhakii
ASV19992	k__;p__;c__;o__;f__;g__;s__
ASV19993	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ASV19994	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Oedocephalum
ASV19995	k__;p__;c__;o__;f__;g__;s__
ASV19996	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19997	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19998	k__;p__;c__;o__;f__;g__;s__
ASV19999	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV20000	k__;p__;c__;o__;f__;g__;s__
ASV20001	k__;p__;c__;o__;f__;g__;s__
ASV20003	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces megalosporus
ASV20005	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__;g__Neophaeococcomyces
ASV20006	k__;p__;c__;o__;f__;g__;s__
ASV20007	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20008	k__Rhizaria;p__Cercozoa
ASV20009	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20010	k__Fungi;p__Ascomycota;c__Sordariomycetes
ASV20011	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae
ASV20012	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium vesicarium
ASV20014	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20015	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala
ASV20016	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ASV20017	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma
ASV20018	k__;p__;c__;o__;f__;g__;s__
ASV20019	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae
ASV20020	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20021	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Proteales;f__Platanaceae;g__Platanus;s__Platanus wrightii
ASV20022	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20023	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20024	k__Fungi;p__Ascomycota
ASV20025	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia camargensis
ASV20026	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium aphidis
ASV20027	k__;p__;c__;o__;f__;g__;s__
ASV20028	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium
ASV20030	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__Vararia
ASV20031	k__Fungi;p__Basidiomycota;c__Agaricomycetes
ASV20033	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus ranarum
ASV20034	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia
ASV20035	k__;p__;c__;o__;f__;g__;s__
ASV20036	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Sarocladium;s__Sarocladium implicatum
ASV20037	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ASV20038	k__;p__;c__;o__;f__;g__;s__
ASV20039	k__Fungi;p__Basidiomycota;c__Tremellomycetes
ASV20040	k__;p__;c__;o__;f__;g__;s__
ASV20041	k__;p__;c__;o__;f__;g__;s__
ASV20042	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20043	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia capensis
ASV20044	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
ASV20045	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20046	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor
ASV20047	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia africana
ASV20048	k__Rhizaria;p__Cercozoa
ASV20049	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormia
ASV20050	k__;p__;c__;o__;f__;g__;s__
ASV20051	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Foliophoma;s__Foliophoma camporesii
ASV20052	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Diplodia;s__Diplodia seriata
ASV20055	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV20056	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Oedocephalum
ASV20057	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma
ASV20058	k__Rhizaria;p__Cercozoa
ASV20059	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales
ASV20060	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20061	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora
ASV20062	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20063	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20064	k__;p__;c__;o__;f__;g__;s__
ASV20065	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Mycocaliciaceae;g__Mycocalicium;s__Mycocalicium victoriae
ASV20066	k__Rhizaria;p__Cercozoa
ASV20067	k__;p__;c__;o__;f__;g__;s__
ASV20068	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20069	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV20070	k__Fungi;p__Basidiomycota;c__Agaricomycetes
ASV20071	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium vesicarium
ASV20072	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20073	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV20074	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae
ASV20075	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Chuppomyces;s__Chuppomyces handelii
ASV20076	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV20077	k__;p__;c__;o__;f__;g__;s__
ASV20078	k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Glutinoglossum;s__Glutinoglossum orientale
ASV20079	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20080	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta
ASV20081	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Monosporascus
ASV20082	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20083	k__;p__;c__;o__;f__;g__;s__
ASV20084	k__;p__;c__;o__;f__;g__;s__
ASV20085	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20086	k__;p__;c__;o__;f__;g__;s__
ASV20087	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV20088	k__;p__;c__;o__;f__;g__;s__
ASV20089	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20090	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
ASV20091	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Dothiorella;s__Dothiorella viticola
ASV20092	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Xenoacremonium;s__Xenoacremonium falcatum
ASV20093	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris;s__Comoclathris rosigena
ASV20094	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
ASV20095	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
ASV20096	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neocamarosporiaceae;g__Neocamarosporium
ASV20097	k__;p__;c__;o__;f__;g__;s__
ASV20098	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20099	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20101	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV20102	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV20103	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Melanohalea;s__Melanohalea mexicana
ASV20104	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormia
ASV20105	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium
ASV20106	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
ASV20107	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Acremonium
ASV20108	k__Rhizaria;p__Haplosporidia
ASV20110	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Laburnicola
ASV20111	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV20112	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora
ASV20113	k__;p__;c__;o__;f__;g__;s__
ASV20114	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae;g__Phaeoisaria
ASV20115	k__;p__;c__;o__;f__;g__;s__
ASV20116	k__;p__;c__;o__;f__;g__;s__
ASV20117	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium senticosum
ASV20118	k__;p__;c__;o__;f__;g__;s__
ASV20119	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV20120	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Bombardiaceae;g__Ramophialophora
ASV20121	k__;p__;c__;o__;f__;g__;s__
ASV20122	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20123	k__;p__;c__;o__;f__;g__;s__
ASV20125	k__;p__;c__;o__;f__;g__;s__
ASV20126	k__;p__;c__;o__;f__;g__;s__
ASV20127	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV20128	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Kirschsteiniotheliaceae;g__Taeniolella
ASV20129	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema laurentii
ASV20130	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20131	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae
ASV20132	k__;p__;c__;o__;f__;g__;s__
ASV20133	k__Fungi;p__Basidiomycota;c__Tremellomycetes
ASV20134	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae
ASV20135	k__;p__;c__;o__;f__;g__;s__
ASV20136	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Zygoascus
ASV20137	k__;p__;c__;o__;f__;g__;s__
ASV20138	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Jeremyomyces
ASV20139	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus arrhizus
ASV20140	k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae
ASV20141	k__Rhizaria;p__Cercozoa
ASV20142	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Clarireedia;s__Clarireedia bennettii
ASV20143	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Monocillium
ASV20144	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV20146	k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia
ASV20147	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Foliophoma
ASV20148	k__Fungi;p__Ascomycota
ASV20149	k__;p__;c__;o__;f__;g__;s__
ASV20150	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV20151	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__;g__Cyrenella
ASV20152	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae
ASV20153	k__;p__;c__;o__;f__;g__;s__
ASV20154	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20155	k__;p__;c__;o__;f__;g__;s__
ASV20156	k__;p__;c__;o__;f__;g__;s__
ASV20157	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Tetragoniomycetaceae;g__Cryptotrichosporon
ASV20158	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20159	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Placidium;s__Placidium lacinulatum
ASV20160	k__;p__;c__;o__;f__;g__;s__
ASV20162	k__Fungi;p__Ascomycota
ASV20164	k__;p__;c__;o__;f__;g__;s__
ASV20165	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV20166	k__;p__;c__;o__;f__;g__;s__
ASV20167	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales
ASV20168	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidiopsis;s__Exidiopsis plumbescens
ASV20169	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV20170	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora
ASV20171	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20173	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV20174	k__Fungi;p__Basidiomycota;c__Tremellomycetes
ASV20175	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia pullulans
ASV20176	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Coniosporium;s__Coniosporium apollinis
ASV20177	k__Fungi;p__;c__;o__;f__;g__;s__
ASV20178	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV20179	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Petrophila;s__Petrophila incerta
ASV20180	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV20181	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV20182	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV20183	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV20184	k__;p__;c__;o__;f__;g__;s__
